Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				5.40498e+06	4.96602e+06	4.9279e+06	3.24906e+06	5.56338e+06	4.97237e+06
P00803	P00803		lepB		4.57449e+06	4.58066e+06	4.59374e+06	4.51327e+06	4.18041e+06	4.63391e+06
P00805	P00805		ansB		1.88855e+07	1.8122e+07	1.79071e+07	1.82024e+07	1.82506e+07	1.76691e+07
P00811	P00811		ampC		1.23694e+06	1.20469e+06	1.26424e+06	1.24924e+06	1.12119e+06	1.25107e+06
P00861	P00861		lysA		94506.8	313013	238403	262422	209598	
P00864	P00864		ppc		1.04255e+07	1.07117e+07	1.06263e+07	1.02855e+07	1.03429e+07	1.08189e+07
P00887	P00887		aroH		2.51929e+06	2.76068e+06	2.72472e+06	2.52416e+06	2.57502e+06	2.55843e+06
P00888	P00888		aroF		3.28225e+06	3.05551e+06	2.96323e+06	3.17448e+06	3.17335e+06	3.15894e+06
P00894	P00894		ilvH		815867	816117	816066	835402	782413	840270
P00914	P00914		phrB		998348	960419	1.06166e+06	992809	885878	826093
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				5.82485e+06	7.09312e+06	7.1095e+06	5.4823e+06		7.28998e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)					1.49871e+07	1.48146e+07	1.19418e+07	1.10025e+07	1.49524e+07
P00926	P00926		dsdA		1.17893e+06	1.1021e+06	1.10592e+06	1.18605e+06	1.12881e+06	1.2616e+06
P00934	P00934		thrC		4.40937e+06	4.35264e+06	4.16242e+06	4.42586e+06	4.31262e+06	4.10916e+06
P00935	P00935		metB		879962	770796	821880	1.01749e+06	822601	867881
P00936	P00936		cyaA		474887	525800	515054	573688	642103	625987
P00946	P00946		manA		1.08775e+07	1.09572e+07	1.09292e+07	1.06914e+07	1.10225e+07	1.06211e+07
P00954	P00954		trpS		6.4588e+06	7.04249e+06	7.01849e+06	6.37989e+06	6.2723e+06	6.74719e+06
P00956	P00956		ileS		1.80212e+07	1.89691e+07	1.88945e+07	1.82183e+07	1.82395e+07	1.87042e+07
P00957	P00957		alaS		1.36615e+07	1.45896e+07	1.46517e+07	1.38801e+07	1.37076e+07	1.4642e+07
P00959	P00959		metG		1.7891e+07	1.8108e+07	1.82692e+07	1.77664e+07	1.76255e+07	1.80335e+07
P00960	P00960		glyQ		4.80149e+06	4.35279e+06	4.66616e+06	4.80506e+06	4.42416e+06	4.53836e+06
P00961	P00961		glyS		1.33641e+07	1.37447e+07	1.36158e+07	1.37158e+07	1.33543e+07	1.33568e+07
P00962	P00962		glnS		1.29273e+07	1.36835e+07	1.31925e+07	1.30838e+07	1.30484e+07	1.31225e+07
P00963	P00963		asnA		1.70758e+07	1.70383e+07	1.71268e+07	1.64041e+07	1.62699e+07	1.68313e+07
P00968	P00968		carB		3.96285e+06	3.85811e+06	3.98232e+06	3.92918e+06	3.88208e+06	4.00446e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				4.07107e+06	1.44435e+07	1.46172e+07	5.72234e+06	3.90497e+06	1.49451e+07
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)					2.79042e+07	2.87867e+07			2.81014e+07
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)					1.43904e+07	1.46404e+07			1.41285e+07
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				8.98428e+06	8.4458e+06	8.47228e+06	9.7735e+06	1.02333e+07	8.17617e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)					1.53833e+07	1.54053e+07			1.44881e+07
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)					2.66344e+07	2.82073e+07			2.79636e+07
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)					6.88756e+06	6.86105e+06			7.07564e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				7.95921e+06	7.68522e+06	7.81712e+06	5.97777e+06	7.00538e+06	7.75827e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)					1.21821e+07	1.27965e+07	5.66457e+06		1.26929e+07
P02358	P02358		rpsF		1.13515e+08	1.23775e+08	1.22603e+08	1.11649e+08	1.04799e+08	1.27767e+08
P02359	P02359		rpsG		1.13459e+08	1.20268e+08	1.18261e+08	1.15983e+08	1.09902e+08	1.15066e+08
P02413	P02413		rplO		1.3434e+08	1.32404e+08	1.3076e+08	1.34741e+08	1.33974e+08	1.27576e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)					1.9668e+06	1.88192e+06			1.92479e+06
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				5.20077e+06	2.91545e+06	3.06702e+06	2.52567e+06	2.38865e+06	2.79125e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)					3.15177e+07	3.25709e+07			3.25506e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				1.7593e+07	1.76105e+07	1.77956e+07	1.75862e+07	1.86568e+06	1.73944e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				7.09436e+06	1.34044e+07	1.32169e+07	5.51782e+06	5.73023e+06	1.33957e+07
P02918	P02918		mrcA		6.45009e+06	7.6428e+06	7.16053e+06	7.08447e+06	7.09538e+06	7.08219e+06
P02919	P02919		mrcB		1.61494e+06	1.74909e+06	1.62216e+06	1.5462e+06	1.58841e+06	1.61446e+06
P02925	P02925		rbsB		7.80629e+06	8.01596e+06	8.00795e+06	7.9633e+06	7.79846e+06	8.03148e+06
P02930	P02930		tolC		2.3922e+07	2.38891e+07	2.40499e+07	2.46268e+07	2.34357e+07	2.4044e+07
P02931	P02931		ompF		3.73859e+07	3.46267e+07	3.36912e+07	3.87939e+07	3.62757e+07	3.63663e+07
P02932	P02932		phoE		1.15142e+06	1.08931e+06	1.32814e+06	1.19288e+06	1.09839e+06	1.2302e+06
P02942	P02942		tsr		5.09e+06	5.642e+06	5.73152e+06	5.16046e+06	5.53546e+06	5.56679e+06
P02943	P02943		lamB		1.29136e+06	1.39838e+06	1.38978e+06	1.32322e+06	1.41713e+06	1.33615e+06
P03004	P03004		dnaA		2.12266e+06	2.22539e+06	2.15253e+06	1.98257e+06	2.15653e+06	2.06735e+06
P03007	P03007		dnaQ		1.45517e+06	1.38986e+06	1.31109e+06	1.24043e+06	1.4358e+06	1.18851e+06
P03018	P03018		uvrD		3.17573e+06	2.93729e+06	3.09591e+06	3.06373e+06	3.00538e+06	2.91125e+06
P03024	P03024		galR		2.04618e+06	2.21775e+06	2.02915e+06	2.00295e+06	1.74466e+06	2.09403e+06
P03817	P03817		mioC		6.97751e+06	7.26651e+06	6.68842e+06	6.42354e+06	6.73879e+06	6.79767e+06
P03841	P03841		malM		9.41186e+06	9.11949e+06	9.08587e+06	9.25043e+06	1.0119e+07	8.85211e+06
P04036	P04036		dapB		4.95459e+06	5.14641e+06	5.09835e+06	4.81991e+06	4.91672e+06	5.26705e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				2.38076e+06	4.64932e+06	4.78253e+06	2.81977e+06	1.51979e+06	4.78307e+06
P04079	P04079		guaA		1.7952e+07	1.73149e+07	1.75851e+07	1.8123e+07	1.82441e+07	1.76105e+07
P04128	P04128		fimA		891102	895706	817359	989885	648329	841595
P04335	P04335		frsA		4.32784e+06	4.31429e+06	4.13269e+06	4.06689e+06	4.20398e+06	4.08627e+06
P04425	P04425		gshB		7.51272e+06	7.29409e+06	7.25931e+06	7.47978e+06	7.06282e+06	7.34516e+06
P04693	P04693		tyrB		3.59674e+06	3.76922e+06	4.02054e+06	3.8035e+06	3.6046e+06	3.97846e+06
P04805	P04805		gltX		2.0281e+07	2.18293e+07	2.17579e+07	2.07418e+07	2.08042e+07	2.16494e+07
P04825	P04825		pepN		1.41949e+07	1.5162e+07	1.50021e+07	1.43507e+07	1.47581e+07	1.5289e+07
P04846	P04846		nlpA		3.04899e+06	3.10964e+06	3.24296e+06	3.2825e+06	3.19085e+06	3.20592e+06
P04949	P04949		fliC		3.46195e+07	3.08892e+07	3.03692e+07	3.63453e+07	3.29121e+07	3.03168e+07
P04951	P04951		kdsB		6.14816e+06	6.32076e+06	6.23981e+06	5.96434e+06	6.40355e+06	6.22967e+06
P04982	P04982		rbsD		934963	1.10871e+06	1.06003e+06	1.07703e+06	993678	1.08295e+06
P04994	P04994		xseA		791170	637518	698568	671972	692142	472589
P04995	P04995		sbcB		1.0633e+07	1.06786e+07	1.0926e+07	1.09381e+07	1.07778e+07	1.04573e+07
P05020	P05020		pyrC		5.96541e+06	6.04594e+06	6.04628e+06	5.90398e+06	6.03392e+06	5.75642e+06
P05041	P05041		pabB		1.6377e+06	1.7623e+06	1.76697e+06	1.56615e+06	1.56006e+06	1.62378e+06
P05055	P05055		pnp		4.0465e+07	4.38861e+07	4.2666e+07	4.05133e+07	4.08284e+07	4.2709e+07
P05100	P05100		tag		1.27759e+06	1.59227e+06	1.78022e+06	1.41778e+06	1.3998e+06	1.54322e+06
P05194	P05194		aroD		906345	1.14184e+06	1.11547e+06	872202	927650	1.14049e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)					8.19884e+06	8.51192e+06	1.90718e+06	1.82369e+06	8.55839e+06
P05458	P05458		ptrA		1.5688e+06	1.56322e+06	1.55362e+06	1.56276e+06	1.50068e+06	1.58562e+06
P05459	P05459		pdxB		4.89395e+06	4.84937e+06	4.73805e+06	4.89835e+06	4.88687e+06	4.98367e+06
P05523	P05523		mutM		306924	283917		286432	351029	
P05637	P05637		apaH		2.47047e+06	2.31621e+06	2.37468e+06	2.54692e+06	2.43365e+06	2.1678e+06
P05706	P05706		srlB		533858	369204	509565	507187	408599	297102
P05719	P05719		hsdS		1.7289e+06	1.32572e+06	1.70036e+06	1.68207e+06	1.56163e+06	1.45324e+06
P05791	P05791		ilvD		2.98912e+06	2.8791e+06	2.93624e+06	2.87697e+06	2.93889e+06	2.83953e+06
P05793	P05793		ilvC		5.20745e+06	4.91933e+06	4.75523e+06	5.4538e+06	5.2778e+06	5.19297e+06
P05804	P05804		uidA			1.90882e+06	1.90833e+06	2.08477e+06		1.64079e+06
P05825	P05825		fepA		1.84684e+06	1.81548e+06	1.92129e+06	1.91703e+06	1.82485e+06	1.79108e+06
P05852	P05852		gcp		2.58237e+06	2.48624e+06	2.26437e+06	2.46398e+06	2.38921e+06	2.48746e+06
P06129	P06129		btuB		1.35071e+07	1.39399e+07	1.37598e+07	1.42691e+07	1.39773e+07	1.29706e+07
P06136	P06136		ftsQ		1.74228e+06	1.85115e+06	1.81721e+06	1.61258e+06	1.58859e+06	1.87228e+06
P06149	P06149		dld		6.43337e+06	6.54385e+06	6.6008e+06	6.4108e+06	6.38422e+06	6.38805e+06
P06282	P06282		cdh		6.87465e+06	6.99443e+06	7.10263e+06	6.99927e+06	7.13373e+06	6.83053e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				8.19902e+06	9.07236e+06	9.18021e+06	9.40634e+06	8.26753e+06	9.11624e+06
P06610	P06610		btuE		7.41387e+06	8.20047e+06	7.92827e+06	7.49965e+06	7.26968e+06	7.33254e+06
P06612	P06612		topA		5.62977e+06	5.22451e+06	5.20647e+06	5.53975e+06	5.55792e+06	5.09108e+06
P06616	P06616		era		3.63835e+06	3.26753e+06	3.08947e+06	3.71596e+06	3.60398e+06	3.0426e+06
P06709	P06709		birA		909780	903527	907983	935373	1.04702e+06	824099
P06710	P06710		dnaX		1.35726e+06	1.16775e+06	1.02541e+06	1.36404e+06	1.32768e+06	1.13469e+06
P06715	P06715		gor		4.35767e+06	4.47016e+06	4.38956e+06	4.45936e+06	4.3125e+06	4.51111e+06
P06721	P06721		metC		600065	542557	525256	680639	572403	659540
P06722	P06722		mutH		973922	1.02224e+06	968359	936817	991039	1.19317e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)					7.61281e+06	7.64873e+06	2.05515e+06		8.44004e+06
P06846	P06846		ebgR		1.35281e+06	1.19916e+06	1.24858e+06	1.31263e+06	1.2672e+06	1.32139e+06
P06959	P06959		aceF		3.9182e+07	3.90524e+07	3.91989e+07	3.8291e+07	3.74538e+07	3.88209e+07
P06961	P06961		cca		1.48469e+06	1.39912e+06	1.37131e+06	1.4839e+06	1.39877e+06	1.49117e+06
P06968	P06968		dut		9.69835e+06	9.2125e+06	9.41401e+06	1.01691e+07	9.61446e+06	9.55533e+06
P06971	P06971		fhuA		1.25686e+07	1.3173e+07	1.31181e+07	1.2428e+07	1.31207e+07	1.29635e+07
P06974	P06974		fliM		1.64414e+06	1.72445e+06	1.66658e+06	1.64714e+06	1.79841e+06	1.65029e+06
P06983	P06983		hemC		1.37649e+07	1.19906e+07	1.21792e+07	1.37759e+07	1.35398e+07	1.17655e+07
P06986	P06986		hisC		4.29852e+06	4.51649e+06	4.70192e+06	4.05157e+06	4.12922e+06	4.43123e+06
P06987	P06987		hisB		1.17561e+06	1.3173e+06	1.24667e+06	1.17794e+06	1.11147e+06	1.18362e+06
P06988	P06988		hisD		3.9951e+06	3.81765e+06	3.84094e+06	4.11528e+06	3.88469e+06	3.71053e+06
P06992	P06992		rsmA		3.03842e+06	3.07894e+06	3.04863e+06	3.04211e+06	3.08096e+06	3.20065e+06
P06993	P06993		malT			379784	405180			
P06996	P06996		ompC		2.89123e+08	2.59105e+08	2.58884e+08	2.97986e+08	2.90678e+08	2.7129e+08
P06999	P06999		pfkB		2.70998e+06	2.65907e+06	2.65317e+06	2.91088e+06	2.64221e+06	2.68218e+06
P07000	P07000		pldB		474068	585374	593538	532769	514298	484122
P07001	P07001		pntA		5.49599e+06	5.18833e+06	4.67533e+06	5.27533e+06	5.34029e+06	5.55205e+06
P07003	P07003		poxB		2.33236e+06	2.20611e+06	2.19148e+06	2.41903e+06	2.38211e+06	2.16741e+06
P07004	P07004		proA		2.62366e+07	2.54808e+07	2.46397e+07	2.53542e+07	2.58615e+07	2.4302e+07
P07012	P07012		prfB		7.90666e+06	7.57622e+06	7.75746e+06	8.76924e+06	8.30312e+06	7.80455e+06
P07014	P07014		sdhB		4.47946e+06	4.24149e+06	4.15261e+06	4.51544e+06	4.45531e+06	4.31452e+06
P07017	P07017		tar		9.89171e+06	1.0413e+07	1.01367e+07	9.63877e+06	9.73301e+06	1.04968e+07
P07021	P07021		yfiB		824384	978337	897795	766574	809566	1.0059e+06
P07023	P07023		tyrA		2.1331e+06	2.44254e+06	2.36974e+06	2.27434e+06	2.11906e+06	2.42784e+06
P07024	P07024		ushA		4.69807e+06	4.5737e+06	4.63033e+06	4.70447e+06	4.73817e+06	4.52156e+06
P07026	P07026		sdiA		1.70775e+06	1.67181e+06	1.76911e+06	1.62189e+06	1.66646e+06	1.86263e+06
P07117	P07117		putP		366686	397827	368231	347626	479312	420107
P07118	P07118		valS		2.2109e+07	2.29758e+07	2.29217e+07	2.22687e+07	2.22999e+07	2.2516e+07
P07330	P07330		cheB		1.19815e+06	1.14732e+06	1.0005e+06	1.28936e+06	1.28553e+06	1.02057e+06
P07363	P07363		cheA		1.88727e+06	1.66809e+06	1.77269e+06	1.91271e+06	1.92451e+06	1.79767e+06
P07395	P07395		pheT		1.8778e+07	1.81476e+07	1.81817e+07	1.85568e+07	1.8661e+07	1.81626e+07
P07604	P07604		tyrR		2.60678e+06	2.6737e+06	2.5208e+06	2.53024e+06	2.6442e+06	2.5556e+06
P07639	P07639		aroB		3.11852e+06	3.04386e+06	2.87717e+06	3.18326e+06	2.95174e+06	2.86108e+06
P07649	P07649		truA		1.84543e+06	1.64691e+06	1.79329e+06	1.95125e+06	1.91529e+06	1.91009e+06
P07650	P07650		deoA		6.47803e+06	6.57513e+06	6.50207e+06	6.48217e+06	6.4481e+06	6.41099e+06
P07658	P07658		fdhF		820340	881107	886384	936718	842608	866416
P07762	P07762		glgB		3.26119e+06	3.21052e+06	3.20984e+06	3.12004e+06	3.24409e+06	3.13351e+06
P07813	P07813		leuS		1.42578e+07	1.47849e+07	1.48392e+07	1.42924e+07	1.47705e+07	1.42385e+07
P07821	P07821		fhuC		491100	400566			545440	
P07822	P07822		fhuD		392245	372144	406135	317561	404730	321745
P07862	P07862		ddlB		5.81395e+06	5.28171e+06	5.54503e+06	5.60796e+06	5.91e+06	5.45091e+06
P07913	P07913		tdh		3.62658e+06	3.49421e+06	3.53352e+06	3.81968e+06	3.50208e+06	3.56827e+06
P08178	P08178		purM		1.53602e+06	1.5261e+06	1.74302e+06	1.67459e+06	1.74909e+06	1.62526e+06
P08179	P08179		purN		4.45461e+06	4.23839e+06	4.53319e+06	4.28269e+06	4.03819e+06	4.13265e+06
P08189	P08189		fimF		1.02655e+06	977785	999631	1.06102e+06	1.07811e+06	1.00135e+06
P08190	P08190		fimG		2.17196e+06	2.07336e+06	1.9636e+06	2.2845e+06	2.25384e+06	1.93736e+06
P08191	P08191		fimH		2.8346e+06	2.67153e+06	2.66122e+06	2.71001e+06	2.85161e+06	2.83485e+06
P08192	P08192		folC		4.6583e+06	4.61171e+06	4.55718e+06	4.79661e+06	4.71231e+06	4.43392e+06
P08200	P08200		icd		2.19696e+07	2.245e+07	2.23609e+07	2.20249e+07	2.28602e+07	2.17981e+07
P08201	P08201		nirB		5.11715e+06	4.93901e+06	4.98788e+06	5.04836e+06	5.12084e+06	5.11232e+06
P08244	P08244		pyrF		9.48488e+06	9.19061e+06	9.33731e+06	9.31312e+06	9.49854e+06	8.96673e+06
P08245	P08245		yciH		759369	738756	768410	783159	782713	839863
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				8.22968e+06	1.15211e+07	1.16126e+07		8.62658e+06	1.12966e+07
P08312	P08312		pheS		1.30831e+07	1.29943e+07	1.25114e+07	1.28255e+07	1.29215e+07	1.27547e+07
P08331	P08331		cpdB		2.57053e+06	2.48571e+06	2.49067e+06	2.56478e+06	2.51927e+06	2.54468e+06
P08337	P08337		mutT		1.05092e+06	749559	806795	1.02048e+06	1.05272e+06	725944
P08373	P08373		murB		1.70615e+06	1.68874e+06	1.66376e+06	1.64084e+06	1.73694e+06	1.66629e+06
P08390	P08390		usg		4.9315e+06	5.2764e+06	5.19109e+06	4.90699e+06	4.98965e+06	5.3206e+06
P08395	P08395		sppA		5.79792e+06	5.57053e+06	5.69493e+06	6.01953e+06	5.54327e+06	5.48951e+06
P08506	P08506		dacC		5.56718e+06	5.49933e+06	5.67091e+06	5.6287e+06	5.53939e+06	5.50559e+06
P08622	P08622		dnaJ		5.74396e+06	5.32927e+06	5.30214e+06	5.72496e+06	5.71981e+06	5.44066e+06
P08660	P08660		lysC		2.73779e+06	2.67357e+06	2.76595e+06	2.65976e+06	2.80318e+06	2.80005e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)					1.92276e+07	1.90731e+07			1.93155e+07
P08839	P08839		ptsI		3.12624e+07	3.14807e+07	3.16758e+07	3.16015e+07	3.12131e+07	3.09825e+07
P08956	P08956		hsdR		2.19598e+06	2.21682e+06	2.19968e+06	2.10044e+06	1.99856e+06	2.33374e+06
P08957	P08957		hsdM		1.11328e+07	1.09776e+07	1.1035e+07	1.09025e+07	1.12066e+07	1.08964e+07
P08997	P08997		aceB		952029	953409	952648	929463	847587	864836
P09029	P09029		purK		1.15648e+06	1.14026e+06	1.14035e+06	1.09415e+06	1.08305e+06	1.12808e+06
P09030	P09030		xthA		2.67171e+06	2.47478e+06	2.41093e+06	2.64856e+06	2.64229e+06	2.41479e+06
P09053	P09053		avtA		2.41893e+06	2.48657e+06	2.49265e+06	2.30606e+06	2.44255e+06	2.34764e+06
P09126	P09126		hemD		1.3991e+06	1.26822e+06	1.18197e+06	1.28212e+06	1.38844e+06	1.31432e+06
P09127	P09127		hemX		5.98076e+06	6.06371e+06	5.97938e+06	5.76923e+06	5.90181e+06	6.03576e+06
P09147	P09147		galE		8.9483e+06	8.67372e+06	8.78829e+06	8.84377e+06	8.96598e+06	8.66634e+06
P09148	P09148		galT		1.38724e+06	1.33742e+06	1.34336e+06	1.35463e+06	1.43052e+06	1.2866e+06
P09152	P09152		narG		5.03568e+06	5.00839e+06	4.93634e+06	5.00366e+06	5.06123e+06	5.03376e+06
