Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P00490	P00490		malP		5.60737e+06	5.49047e+06	5.4437e+06	5.77796e+06	5.64045e+06	5.65782e+06
P00509	P00509		aspC		1.79862e+07	1.79359e+07	1.81771e+07	1.8274e+07	1.83629e+07	1.8261e+07
P00547	P00547		thrB		1.06859e+06	1.11068e+06	966159	1.01475e+06	1.0717e+06	1.05926e+06
P00550	P00550		mtlA		1.25093e+06	1.4757e+06	1.36233e+06	1.34283e+06	1.33123e+06	1.43632e+06
P00561	P00561		thrA		3.08023e+06	2.91815e+06	2.88522e+06	2.98575e+06	3.14138e+06	3.06206e+06
P00562	P00562		metL		3.31682e+06	3.33352e+06	3.25626e+06	3.23673e+06	3.39408e+06	3.22614e+06
P00579	P00579		rpoD		7.98467e+06	7.64558e+06	7.89346e+06	7.84446e+06	7.94284e+06	7.83946e+06
P00582	P00582		polA		3.41331e+06	3.37408e+06	3.51874e+06	3.50213e+06	3.53037e+06	3.54717e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				3.10903e+06	3.14658e+06	2.61732e+06	165803	4.04846e+06	3.26207e+06
P00803	P00803		lepB		5.19685e+06	5.00302e+06	5.80381e+06	5.89967e+06	5.00849e+06	5.40042e+06
P00805	P00805		ansB		2.12383e+07	2.11729e+07	2.12468e+07	2.16796e+07	2.14138e+07	2.17892e+07
P00811	P00811		ampC		1.17025e+06	1.12714e+06	1.14947e+06	1.09938e+06	1.11918e+06	1.09132e+06
P00861	P00861		lysA		809965	734069	776969	833392	575514	648253
P00864	P00864		ppc		3.244e+07	3.21251e+07	3.24291e+07	3.19508e+07	3.23602e+07	3.20274e+07
P00887	P00887		aroH		1.67719e+06	1.54323e+06	1.57198e+06	1.45226e+06	1.5687e+06	1.501e+06
P00888	P00888		aroF		2.18359e+06	2.11637e+06	2.18788e+06	2.15844e+06	2.22798e+06	2.105e+06
P00892	P00892		ilvG		1.10304e+06	1.08783e+06	1.04243e+06	1.06091e+06	1.16539e+06	1.19764e+06
P00914	P00914		phrB		826815	782394	649260	627370	717493	667397
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				1.56751e+07	1.51517e+07	1.58926e+07	4.28997e+06	3.63799e+06	4.56723e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				1.78171e+07	1.79785e+07	1.78792e+07	2.28796e+06	2.15945e+06	2.13836e+06
P00926	P00926		dsdA		1.45035e+06	1.35014e+06	1.33791e+06	1.44556e+06	1.41131e+06	1.35928e+06
P00934	P00934		thrC		4.55077e+06	4.68636e+06	4.7506e+06	4.7418e+06	4.5835e+06	4.64498e+06
P00935	P00935		metB		2.22039e+06	2.59131e+06	2.25936e+06	2.49232e+06	2.22638e+06	2.01454e+06
P00946	P00946		manA		1.13698e+07	1.1471e+07	1.17777e+07	1.20592e+07	1.17097e+07	1.15974e+07
P00954	P00954		trpS		1.38932e+07	1.46677e+07	1.46177e+07	1.37982e+07	1.33227e+07	1.3314e+07
P00956	P00956		ileS		2.61491e+07	2.56384e+07	2.58462e+07	2.50973e+07	2.55705e+07	2.52493e+07
P00957	P00957		alaS		1.82772e+07	1.8029e+07	1.80704e+07	1.78094e+07	1.75286e+07	1.75885e+07
P00959	P00959		metG		1.90835e+07	1.88631e+07	1.96336e+07	1.88654e+07	1.86672e+07	1.91678e+07
P00960	P00960		glyQ		7.09675e+06	6.80312e+06	7.19589e+06	6.73747e+06	7.04417e+06	6.91968e+06
P00961	P00961		glyS		1.54386e+07	1.52339e+07	1.53077e+07	1.49092e+07	1.51436e+07	1.4976e+07
P00962	P00962		glnS		1.07371e+07	1.06861e+07	1.07965e+07	1.11207e+07	1.09468e+07	1.09317e+07
P00963	P00963		asnA		1.42271e+07	1.49378e+07	1.48904e+07	1.41572e+07	1.40973e+07	1.46783e+07
P00968	P00968		carB		6.35449e+06	6.18154e+06	6.1136e+06	6.10612e+06	6.29306e+06	6.32304e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				1.0579e+07	1.18204e+07	1.11385e+07	1.64154e+06	1.62088e+06	1.73895e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				1.36402e+07	1.15695e+07	1.37e+07	1.57784e+06	1.50984e+06	1.45675e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				2.11078e+07	2.10871e+07	2.11732e+07	3.19621e+06	3.34125e+06	3.24776e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				1.29137e+07	1.19003e+07	1.26391e+07	1.69158e+06	1.87658e+06	1.81763e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				9.57806e+06	9.42498e+06	9.10427e+06	1.47741e+06	1.49416e+06	1.46626e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				1.96071e+07	1.88842e+07	1.99893e+07	2.29798e+06	2.3891e+06	2.30776e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.68673e+07	1.75768e+07	1.70345e+07	4.75427e+06	3.02987e+06	2.91256e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				1.03751e+07	1.0288e+07	1.07225e+07	1.67558e+06	1.61822e+06	1.49488e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				1.27406e+07	1.31803e+07	1.25589e+07	1.34937e+06	1.36615e+06	1.34653e+06
P02358	P02358		rpsF		1.312e+08	1.2832e+08	1.35212e+08	1.25887e+08	1.27421e+08	1.27882e+08
P02359	P02359		rpsG		1.111e+08	1.16938e+08	1.12927e+08	1.11227e+08	1.09684e+08	1.0739e+08
P02413	P02413		rplO		1.13019e+08	1.09764e+08	1.11949e+08	1.18346e+08	1.16285e+08	1.17931e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				1.04961e+06	1.06658e+06	1.08584e+06			219697
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				2.37199e+06	2.32276e+06	2.39145e+06	706892	372003	510997
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				2.43758e+07	2.42628e+07	2.39572e+07	3.25817e+06	3.10833e+06	3.1973e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				1.42112e+07	1.37031e+07	1.41783e+07	1.97602e+06	1.88909e+06	2.00535e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				1.48922e+07	1.45931e+07	1.49812e+07	2.22923e+06	2.12914e+06	2.22046e+06
P02918	P02918		mrcA		4.08261e+06	3.90934e+06	4.13364e+06	3.55708e+06	3.88907e+06	3.74112e+06
P02919	P02919		mrcB		1.77147e+06	1.52214e+06	1.74726e+06	1.65487e+06	1.8077e+06	1.81157e+06
P02925	P02925		rbsB		9.36298e+06	9.45613e+06	9.4816e+06	9.53668e+06	9.19369e+06	9.37513e+06
P02930	P02930		tolC		2.08491e+07	2.08676e+07	2.13533e+07	2.27118e+07	2.21112e+07	2.28113e+07
P02931	P02931		ompF		3.14343e+07	3.03088e+07	3.07905e+07	3.14501e+07	3.16092e+07	3.16263e+07
P02942	P02942		tsr		1.44354e+07	1.42223e+07	1.45008e+07	1.40075e+07	1.41895e+07	1.40586e+07
P02943	P02943		lamB		1.64125e+06	1.70273e+06	1.6366e+06	1.69723e+06	1.72108e+06	1.72175e+06
P03004	P03004		dnaA		2.15256e+06	2.01256e+06	2.09288e+06	2.07084e+06	2.10019e+06	1.98103e+06
P03007	P03007		dnaQ		1.40039e+06	1.33448e+06	1.17311e+06	1.411e+06	1.27362e+06	1.40184e+06
P03012	P03012		tnpR		1.18004e+06	991511	1.0384e+06	1.12181e+06	1.14873e+06	1.17089e+06
P03018	P03018		uvrD		3.63373e+06	3.61921e+06	3.60991e+06	3.49439e+06	3.63821e+06	3.60202e+06
P03024	P03024		galR		1.31844e+06	1.37767e+06	1.34699e+06	1.26124e+06	1.23728e+06	1.43564e+06
P03817	P03817		mioC		8.04416e+06	8.19504e+06	7.78146e+06	8.30111e+06	8.4224e+06	8.42462e+06
P03841	P03841		malM		1.05417e+07	9.7946e+06	9.96376e+06	1.03212e+07	1.09206e+07	1.09721e+07
P04036	P04036		dapB		5.05315e+06	4.68916e+06	4.97321e+06	4.92354e+06	5.01782e+06	5.03795e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				7.31758e+06	7.43229e+06	7.4976e+06	1.58385e+06	1.85674e+06	2.02484e+06
P04079	P04079		guaA		1.47461e+07	1.49596e+07	1.5072e+07	1.50838e+07	1.5266e+07	1.50881e+07
P04335	P04335		frsA		4.5064e+06	4.62143e+06	4.65471e+06	4.66557e+06	4.33041e+06	4.60536e+06
P04425	P04425		gshB		8.11432e+06	7.91622e+06	8.22037e+06	7.91448e+06	8.15082e+06	8.05334e+06
P04693	P04693		tyrB		3.90208e+06	4.05975e+06	3.92982e+06	3.96528e+06	3.90638e+06	3.91929e+06
P04805	P04805		gltX		2.43755e+07	2.33528e+07	2.46527e+07	2.42002e+07	2.39749e+07	2.37005e+07
P04825	P04825		pepN		1.53751e+07	1.53947e+07	1.56216e+07	1.50279e+07	1.53506e+07	1.46992e+07
P04846	P04846		nlpA		3.36012e+06	3.18123e+06	3.37324e+06	3.46139e+06	3.24788e+06	3.50824e+06
P04949	P04949		fliC		3.51768e+07	3.43703e+07	3.69901e+07	4.10378e+07	3.82692e+07	4.0744e+07
P04951	P04951		kdsB		6.37545e+06	6.3624e+06	6.16302e+06	6.32428e+06	6.34405e+06	6.44922e+06
P04982	P04982		rbsD		1.25308e+06	1.2137e+06	1.22574e+06	1.3072e+06	1.25298e+06	1.26478e+06
P04994	P04994		xseA		814814	860604	798302	973040	1.06728e+06	985918
P04995	P04995		sbcB		1.27256e+07	1.21949e+07	1.21023e+07	1.28204e+07	1.25741e+07	1.30212e+07
P05020	P05020		pyrC		6.63935e+06	6.67714e+06	6.70254e+06	6.67232e+06	6.65507e+06	6.38772e+06
P05041	P05041		pabB		2.03508e+06	2.07807e+06	2.0434e+06	2.05333e+06	2.13713e+06	2.03436e+06
P05055	P05055		pnp		3.48699e+07	3.5639e+07	3.5852e+07	3.40482e+07	3.39346e+07	3.35237e+07
P05100	P05100		tag		1.47401e+06	1.58805e+06	1.53046e+06	1.57715e+06	1.45694e+06	1.61128e+06
P05194	P05194		aroD		1.37014e+06	1.31855e+06	1.28245e+06	1.37314e+06	1.38573e+06	1.31653e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				1.76348e+07	1.88017e+07	1.74721e+07	2.35179e+06	3.1322e+06	2.27894e+06
P05458	P05458		ptrA		2.72829e+06	2.4358e+06	2.72279e+06	2.66505e+06	2.88143e+06	2.77291e+06
P05459	P05459		pdxB		6.31777e+06	6.41974e+06	6.38971e+06	6.49476e+06	6.41316e+06	6.44702e+06
P05637	P05637		apaH		3.18093e+06	3.18867e+06	3.24477e+06	2.99755e+06	3.51617e+06	3.36905e+06
P05719	P05719		hsdS		1.36556e+06	1.39135e+06	1.39059e+06	1.5016e+06	1.50282e+06	1.44617e+06
P05791	P05791		ilvD		3.11304e+06	3.25409e+06	3.15168e+06	3.19267e+06	3.07403e+06	3.18302e+06
P05793	P05793		ilvC		7.72435e+06	7.61056e+06	7.50213e+06	7.77735e+06	7.85241e+06	7.66635e+06
P05825	P05825		fepA		4.86658e+06	4.79897e+06	4.83795e+06	4.97468e+06	5.07351e+06	4.88652e+06
P05852	P05852		gcp		2.64525e+06	2.40107e+06	2.75992e+06	2.53737e+06	2.63196e+06	2.65734e+06
P06129	P06129		btuB		1.49682e+07	1.49047e+07	1.50089e+07	1.53729e+07	1.5139e+07	1.51514e+07
P06136	P06136		ftsQ		2.24799e+06	2.24663e+06	2.1924e+06	2.21714e+06	2.20148e+06	2.25846e+06
P06149	P06149		dld		6.33874e+06	6.33617e+06	6.25653e+06	6.26281e+06	6.26521e+06	6.19612e+06
P06282	P06282		cdh		2.7215e+06	2.67038e+06	2.67716e+06	2.75082e+06	2.69937e+06	2.66789e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.05014e+07	1.02602e+07	1.06839e+07	2.15705e+06	1.9674e+06	2.43432e+06
P06610	P06610		btuE		8.16993e+06	8.42479e+06	8.17044e+06	7.9433e+06	8.03973e+06	7.49501e+06
P06612	P06612		topA		5.68654e+06	5.62974e+06	5.71357e+06	5.77517e+06	5.68978e+06	5.73698e+06
P06616	P06616		era		3.39536e+06	3.22461e+06	3.45143e+06	3.58643e+06	3.59509e+06	3.64365e+06
P06709	P06709		birA		1.02753e+06	909095	972329	1.00647e+06	1.02075e+06	1.07407e+06
P06710	P06710		dnaX		1.28939e+06	1.17373e+06	1.22324e+06	1.19929e+06	1.2937e+06	1.35035e+06
P06715	P06715		gor		3.33424e+06	3.20258e+06	3.31617e+06	3.1077e+06	3.12768e+06	3.04092e+06
P06721	P06721		metC		618452	663468		681290	591552	656057
P06722	P06722		mutH		1.24702e+06	1.2528e+06	1.26833e+06	1.23089e+06	1.22731e+06	1.15468e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				5.98627e+06	5.96704e+06	6.1383e+06	905290	872141	839631
P06846	P06846		ebgR		1.63737e+06	1.72407e+06	1.57061e+06	1.70811e+06	1.55311e+06	1.58919e+06
P06959	P06959		aceF		5.9922e+07	6.04041e+07	6.06494e+07	6.10223e+07	5.92265e+07	6.04809e+07
P06961	P06961		cca		1.65404e+06	1.58993e+06	1.66767e+06	1.60447e+06	1.66043e+06	1.626e+06
P06968	P06968		dut		8.3399e+06	8.2276e+06	8.33892e+06	8.53256e+06	8.06129e+06	8.53451e+06
P06971	P06971		fhuA		1.41983e+07	1.42799e+07	1.39727e+07	1.42897e+07	1.42732e+07	1.37895e+07
P06974	P06974		fliM		1.22349e+06	1.20811e+06	1.27386e+06	1.32106e+06	1.2946e+06	1.28187e+06
P06983	P06983		hemC		1.09222e+07	1.0863e+07	1.10206e+07	1.11203e+07	1.11191e+07	1.11486e+07
P06986	P06986		hisC		4.58958e+06	4.64676e+06	4.72101e+06	4.53822e+06	4.35085e+06	4.43188e+06
P06987	P06987		hisB		1.20212e+06	1.16147e+06	1.11762e+06	1.0595e+06	1.15129e+06	1.15309e+06
P06988	P06988		hisD		3.26002e+06	3.10626e+06	3.19376e+06	3.25291e+06	3.31508e+06	3.4802e+06
P06992	P06992		rsmA		2.52336e+06	2.46628e+06	2.4573e+06	2.42917e+06	2.19513e+06	2.423e+06
P06993	P06993		malT		378380	394328	348256	445313	322564	322151
P06996	P06996		ompC		1.88571e+08	1.8793e+08	1.92362e+08	2.01909e+08	1.95317e+08	2.00919e+08
P06999	P06999		pfkB		2.75085e+06	2.74468e+06	2.53535e+06	2.53434e+06	2.62809e+06	2.8005e+06
P07000	P07000		pldB		540606	587741	579015	577540	591114	523251
P07001	P07001		pntA		4.15263e+06	4.20962e+06	4.12003e+06	4.33213e+06	4.00151e+06	4.29993e+06
P07003	P07003		poxB		2.56435e+06	2.53963e+06	2.49391e+06	2.56924e+06	2.5016e+06	2.64691e+06
P07004	P07004		proA		2.57274e+07	2.54723e+07	2.62788e+07	2.62034e+07	2.67663e+07	2.5936e+07
P07012	P07012		prfB		8.61143e+06	8.60042e+06	8.90436e+06	8.627e+06	8.52088e+06	8.68528e+06
P07014	P07014		sdhB		4.81235e+06	4.7333e+06	4.59956e+06	4.66946e+06	4.704e+06	4.78285e+06
P07017	P07017		tar		4.74288e+06	4.58515e+06	4.70166e+06	4.75947e+06	4.61408e+06	4.53773e+06
P07021	P07021		yfiB		983864	997123	903407	912867	898172	954475
P07023	P07023		tyrA		2.62298e+06	2.81435e+06	2.58143e+06	2.70563e+06	2.56858e+06	2.5022e+06
P07024	P07024		ushA		4.91864e+06	5.05562e+06	5.10753e+06	5.09788e+06	5.17083e+06	5.2245e+06
P07026	P07026		sdiA		1.84593e+06	1.82772e+06	1.74168e+06	1.78123e+06	1.69964e+06	1.82893e+06
P07117	P07117		putP		428825	431179	403411	392299	441609	408569
P07118	P07118		valS		2.51204e+07	2.49619e+07	2.48884e+07	2.4559e+07	2.49632e+07	2.42983e+07
P07330	P07330		cheB		1.43447e+06	1.30005e+06	1.45429e+06	1.52302e+06	1.42395e+06	1.49441e+06
P07363	P07363		cheA		4.93181e+06	4.75448e+06	4.95084e+06	4.94032e+06	4.9054e+06	5.10965e+06
P07395	P07395		pheT		1.46598e+07	1.46564e+07	1.5103e+07	1.5178e+07	1.49193e+07	1.52308e+07
P07604	P07604		tyrR		2.13094e+06	2.12233e+06	2.09828e+06	2.21226e+06	2.25208e+06	2.28149e+06
P07639	P07639		aroB		3.72699e+06	3.66312e+06	3.65311e+06	3.71314e+06	3.7092e+06	3.76265e+06
P07648	P07648		recC		683563	636880	510506	618270	804826	663544
P07649	P07649		truA		2.03184e+06	1.90889e+06	2.14418e+06	2.10697e+06	2.12807e+06	2.03621e+06
P07650	P07650		deoA		7.05612e+06	7.066e+06	7.0825e+06	6.57459e+06	6.93653e+06	7.00702e+06
P07658	P07658		fdhF		958794	947465	948690	934042	1.00022e+06	1.00078e+06
P07762	P07762		glgB		2.74066e+06	2.70336e+06	2.66767e+06	2.64293e+06	2.83428e+06	2.73231e+06
P07813	P07813		leuS		1.50264e+07	1.4823e+07	1.50096e+07	1.47099e+07	1.51261e+07	1.46696e+07
P07821	P07821		fhuC		915443	1.07623e+06	868119	958116	941185	985335
P07822	P07822		fhuD		519389	499721	485335	421273	514664	497358
P07862	P07862		ddlB		2.33204e+06	2.17829e+06	2.29331e+06	2.47584e+06	2.48012e+06	2.5014e+06
P07913	P07913		tdh		4.33132e+06	4.30503e+06	4.38485e+06	4.34929e+06	4.18705e+06	4.3131e+06
P08178	P08178		purM		3.0452e+06	3.09976e+06	2.90569e+06	3.05238e+06	3.0385e+06	2.84279e+06
P08179	P08179		purN		977887	1.03558e+06	1.00208e+06	1.04654e+06	992809	1.03027e+06
P08189	P08189		fimF		1.2262e+06	1.16568e+06	1.19765e+06	1.35599e+06	1.34716e+06	1.29589e+06
P08190	P08190		fimG		2.26849e+06	2.01397e+06	2.23868e+06	2.07688e+06	2.36091e+06	2.282e+06
P08191	P08191		fimH		2.90187e+06	2.90371e+06	2.9866e+06	3.11991e+06	3.04102e+06	3.32605e+06
P08192	P08192		folC		3.91697e+06	3.81733e+06	3.90011e+06	3.89775e+06	3.90527e+06	4.02783e+06
P08194	P08194		glpT				207646	203703	289533	
P08200	P08200		icd		2.45486e+07	2.37896e+07	2.43894e+07	2.31669e+07	2.41993e+07	2.30563e+07
P08201	P08201		nirB		6.05825e+06	5.94807e+06	5.88801e+06	5.92655e+06	5.85583e+06	5.9839e+06
P08244	P08244		pyrF		9.52498e+06	9.48001e+06	9.73215e+06	1.00466e+07	1.0257e+07	1.02365e+07
P08245	P08245		yciH		768029	787645	786137	765470	760085	737826
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				1.00982e+07	1.05069e+07	1.04078e+07	1.59197e+06	1.44544e+06	1.76517e+06
P08312	P08312		pheS		1.37371e+07	1.33478e+07	1.39508e+07	1.35764e+07	1.37355e+07	1.37373e+07
P08331	P08331		cpdB		2.61357e+06	2.57249e+06	2.5788e+06	2.66006e+06	2.61248e+06	2.65155e+06
P08337	P08337		mutT		969162	958840	946085	1.04618e+06	1.00765e+06	1.03059e+06
P08373	P08373		murB		1.75294e+06	1.73437e+06	1.78977e+06	1.73801e+06	1.83958e+06	1.73199e+06
P08390	P08390		usg		5.55839e+06	5.39708e+06	5.52143e+06	5.8432e+06	5.72753e+06	5.6987e+06
P08395	P08395		sppA		2.08116e+06	2.0493e+06	2.0736e+06	2.2177e+06	2.13927e+06	2.13222e+06
P08506	P08506		dacC		6.32954e+06	6.1699e+06	6.32952e+06	6.40135e+06	6.33599e+06	6.31628e+06
P08622	P08622		dnaJ		6.31577e+06	6.23153e+06	6.3254e+06	6.15096e+06	6.30362e+06	6.2858e+06
P08660	P08660		lysC		2.59094e+06	2.56428e+06	2.47704e+06	2.40469e+06	2.33333e+06	2.39982e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				9.97793e+06	9.63784e+06	1.00461e+07	1.20274e+06	1.25569e+06	1.21598e+06
P08839	P08839		ptsI		7.54981e+07	7.546e+07	7.63801e+07	7.29854e+07	7.39127e+07	7.42237e+07
P08956	P08956		hsdR		2.50824e+06	2.4305e+06	2.30135e+06	2.2975e+06	2.34136e+06	2.31167e+06
P08957	P08957		hsdM		1.15101e+07	1.14377e+07	1.15141e+07	1.13035e+07	1.14989e+07	1.13757e+07
P08997	P08997		aceB		956299	1.03878e+06	994012	1.02519e+06	910735	897382
P09029	P09029		purK		1.36772e+06	1.23924e+06	1.20107e+06	1.0748e+06	1.14332e+06	1.0815e+06
P09030	P09030		xthA		3.77053e+06	3.90577e+06	3.82849e+06	3.82025e+06	3.78695e+06	3.90558e+06
P09053	P09053		avtA		2.34899e+06	2.58821e+06	2.38714e+06	2.57846e+06	2.33672e+06	2.44038e+06
