Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0A8D3	P0A8D3		yaiI		1.83164e+06	1.84513e+06	1.90414e+06	1.83271e+06	1.93603e+06	1.88509e+06
P0A8D6	P0A8D6		ymdB		3.30947e+06	3.2925e+06	3.13917e+06	3.02417e+06	3.42543e+06	3.30035e+06
P0A8E1	P0A8E1		ycfP		7.61616e+06	7.70662e+06	7.83991e+06	7.3205e+06	7.63219e+06	7.1847e+06
P0A8E7	P0A8E7		yajQ		1.60147e+07	1.64153e+07	1.63508e+07	1.64964e+07	1.62541e+07	1.68596e+07
P0A8F0	P0A8F0		upp		3.32335e+07	3.41153e+07	3.39028e+07	3.33662e+07	3.29564e+07	3.32109e+07
P0A8F4	P0A8F4		udk		7.1054e+06	7.20505e+06	7.18499e+06	7.40075e+06	7.01331e+06	7.13712e+06
P0A8F8	P0A8F8		uvrB		1.77834e+06	1.98627e+06	1.70082e+06	1.93589e+06	1.84193e+06	1.92517e+06
P0A8G0	P0A8G0		uvrC		422294	383758	457333	468658	423762	515632
P0A8G3	P0A8G3		uxaC		1.84904e+06	1.86981e+06	1.91024e+06	1.88491e+06	1.97624e+06	1.89206e+06
P0A8G6	P0A8G6		wrbA		8.49872e+06	8.361e+06	8.76984e+06	8.8901e+06	8.71106e+06	8.67149e+06
P0A8G9	P0A8G9		xseB		9.60438e+06	9.62363e+06	9.60769e+06	1.00232e+07	9.36603e+06	9.28986e+06
P0A8H8	P0A8H8		yacG		1.97423e+06	1.90519e+06	1.97149e+06	2.13856e+06	2.01644e+06	1.89741e+06
P0A8I1	P0A8I1		yqgF		1.59555e+06	1.67232e+06	1.67052e+06	1.71597e+06	1.52595e+06	1.59305e+06
P0A8I3	P0A8I3		yaaA		3.35856e+06	3.23925e+06	3.26533e+06	3.20545e+06	3.33157e+06	3.23995e+06
P0A8I5	P0A8I5		trmB		7.25981e+06	6.82788e+06	7.06148e+06	6.846e+06	7.07637e+06	6.7433e+06
P0A8I8	P0A8I8		rlmH		4.06421e+06	3.87349e+06	3.86377e+06	4.0476e+06	4.04752e+06	4.15919e+06
P0A8J2	P0A8J2		dnaT		1.05755e+06	1.04934e+06	1.08142e+06	1.13376e+06	1.06318e+06	1.08393e+06
P0A8J4	P0A8J4		ybeD		1.53557e+07	1.45134e+07	1.51193e+07	1.55037e+07	1.48489e+07	1.54331e+07
P0A8J8	P0A8J8		rhlB		5.31993e+06	5.31673e+06	5.39222e+06	5.46278e+06	5.55931e+06	5.54091e+06
P0A8K1	P0A8K1		psd		4.3967e+06	4.74632e+06	4.57423e+06	4.5931e+06	4.46495e+06	4.41564e+06
P0A8K5	P0A8K5		yaeP		1.60253e+06	1.89239e+06	1.46541e+06	1.66817e+06	1.19483e+06	1.39129e+06
P0A8L1	P0A8L1		serS		2.22579e+07	2.27499e+07	2.27343e+07	2.1456e+07	2.16006e+07	2.14305e+07
P0A8L5	P0A8L5		ycgN		1.23991e+06	1.13199e+06	1.14028e+06	1.12409e+06	1.15572e+06	1.14388e+06
P0A8L7	P0A8L7		yciU		1.98722e+06	1.9098e+06	2.02675e+06	1.86171e+06	2.10622e+06	1.88345e+06
P0A8M0	P0A8M0		asnS		2.85596e+07	2.89201e+07	2.80636e+07	2.81273e+07	2.82937e+07	2.79906e+07
P0A8M3	P0A8M3		thrS		1.18243e+07	1.17617e+07	1.19155e+07	1.13284e+07	1.13031e+07	1.13795e+07
P0A8M6	P0A8M6		yeeX		1.1558e+07	1.2148e+07	1.24214e+07	1.22501e+07	1.12945e+07	1.13295e+07
P0A8N0	P0A8N0		matP		376986	479157	488814	371107	392722	406449
P0A8N3	P0A8N3		lysS		3.97108e+07	3.8852e+07	3.88776e+07	3.82232e+07	3.89134e+07	3.87331e+07
P0A8N5	P0A8N5		lysU		2.05182e+07	2.00298e+07	2.03028e+07	2.10469e+07	2.15168e+07	2.11428e+07
P0A8N7	P0A8N7		epmA		3.51846e+07	3.66049e+07	3.4865e+07	3.52792e+07	3.69513e+07	3.55295e+07
P0A8P3	P0A8P3		yggX		2.3323e+07	2.25582e+07	2.27392e+07	2.19063e+07	2.12224e+07	2.08392e+07
P0A8P6	P0A8P6		xerC		519353	466499	557650	437336	508442	499675
P0A8Q0	P0A8Q0		frdC		1.78289e+06	1.84817e+06	1.88586e+06	1.81718e+06	1.8541e+06	1.71282e+06
P0A8Q6	P0A8Q6		clpS		1.51768e+06	1.49094e+06	1.36747e+06	1.61341e+06	1.65327e+06	1.57738e+06
P0A8R0	P0A8R0		rraA		1.95757e+07	1.75945e+07	1.95834e+07	2.00769e+07	1.93022e+07	2.01906e+07
P0A8R9	P0A8R9		hdfR		1.43899e+06	1.32738e+06	1.31978e+06	1.40235e+06	1.27129e+06	1.33088e+06
P0A8S1	P0A8S1		iciA		2.84556e+06	2.78739e+06	2.75286e+06	2.95995e+06	2.85868e+06	2.96933e+06
P0A8T1	P0A8T1		prmA		8.64494e+06	8.9392e+06	8.80954e+06	8.66992e+06	8.73776e+06	8.79953e+06
P0A8T7	P0A8T7		rpoC		5.24742e+07	5.22932e+07	5.26908e+07	5.2515e+07	5.28552e+07	5.20536e+07
P0A8U0	P0A8U0		syd		718410	806468	649043	611808	615614	630001
P0A8U2	P0A8U2		yafD		161635	149657	168407	74829.5	83978.2	84662.6
P0A8U6	P0A8U6		metJ		8.45938e+06	8.10937e+06	8.58653e+06	8.14475e+06	8.26168e+06	8.2201e+06
P0A8V0	P0A8V0		rbn		301709	386627	351136	319865	334667	357998
P0A8V2	P0A8V2		rpoB		7.01949e+07	7.02374e+07	7.06006e+07	6.862e+07	6.9746e+07	7.04921e+07
P0A8V6	P0A8V6		fadR		6.17045e+06	6.34333e+06	6.27339e+06	6.13679e+06	6.17806e+06	6.28925e+06
P0A8W0	P0A8W0		nanR		2.65833e+06	2.46332e+06	2.59099e+06	2.55724e+06	2.40455e+06	2.4483e+06
P0A8W2	P0A8W2		slyA		7.649e+06	8.17886e+06	7.97048e+06	8.25197e+06	8.12783e+06	8.23428e+06
P0A8W5	P0A8W5		yqgE		3.03557e+06	3.09318e+06	3.06975e+06	2.96352e+06	3.05256e+06	2.96969e+06
P0A8W8	P0A8W8		yfbU		1.82709e+07	1.82105e+07	1.80209e+07	1.73159e+07	1.81523e+07	1.76204e+07
P0A8X0	P0A8X0		yjgA		8.08919e+06	8.00235e+06	7.79537e+06	8.00583e+06	8.09245e+06	8.25865e+06
P0A8X2	P0A8X2		yceI		1.22425e+06	1.19629e+06	1.07784e+06	1.21013e+06	1.17649e+06	1.16627e+06
P0A8Y1	P0A8Y1		yjjG		1.40239e+06	1.45561e+06	1.46359e+06	1.5717e+06	1.65486e+06	1.66202e+06
P0A8Y3	P0A8Y3		yihX		2.95529e+06	2.98876e+06	2.98636e+06	2.85494e+06	2.90781e+06	2.93398e+06
P0A8Y5	P0A8Y5		yidA		4.79971e+06	5.01166e+06	4.93518e+06	4.99113e+06	4.94581e+06	4.95905e+06
P0A8Z0	P0A8Z0		yciA		2.15385e+06	2.05789e+06	2.16148e+06	2.00849e+06	2.11485e+06	2.14504e+06
P0A8Z3	P0A8Z3		ybgC		463888	363073	514035	421751	357121	444918
P0A8Z7	P0A8Z7		yqiA		317961	336559	355108	413669	419174	394978
P0A901	P0A901		blc		2.27195e+06	2.2279e+06	2.38722e+06	2.17484e+06	2.37682e+06	2.12624e+06
P0A903	P0A903		bamC		2.09942e+07	2.16116e+07	2.17788e+07	2.14767e+07	2.15094e+07	2.13781e+07
P0A905	P0A905		slyB		3.03546e+07	2.97999e+07	2.99657e+07	3.18953e+07	3.13801e+07	3.19239e+07
P0A908	P0A908		mipA		2.34106e+06	2.19113e+06	2.21449e+06	1.93377e+06	2.14307e+06	2.08174e+06
P0A910	P0A910		ompA		6.19767e+08	6.41054e+08	6.38998e+08	6.57554e+08	6.39492e+08	6.40887e+08
P0A912	P0A912		pal		5.97607e+07	5.93408e+07	6.0252e+07	6.49646e+07	6.15884e+07	6.3491e+07
P0A915	P0A915		ompW		1.63097e+07	1.5875e+07	1.65475e+07	1.58987e+07	1.59846e+07	1.5559e+07
P0A917	P0A917		ompX		1.86564e+07	1.87148e+07	1.9477e+07	1.90425e+07	1.88147e+07	1.93581e+07
P0A921	P0A921		pldA		1.91576e+06	1.95563e+06	1.87389e+06	1.94615e+06	1.80582e+06	1.84151e+06
P0A927	P0A927		tsx		8.78252e+06	8.47046e+06	9.17131e+06	8.59712e+06	9.07023e+06	8.66592e+06
P0A932	P0A932		gfcE		1.91123e+07	1.90746e+07	1.85621e+07	1.97835e+07	1.84462e+07	1.89271e+07
P0A935	P0A935		mltA		6.053e+06	5.73151e+06	6.11726e+06	5.59444e+06	5.91602e+06	5.68278e+06
P0A937	P0A937		bamE		5.39542e+06	5.47809e+06	5.79559e+06	5.93829e+06	6.12383e+06	5.87604e+06
P0A940	P0A940		bamA		1.47289e+07	1.45736e+07	1.49517e+07	1.45626e+07	1.47557e+07	1.5104e+07
P0A944	P0A944		rimI		714481	761934	756048	747278	625157	703834
P0A948	P0A948		rimJ		428808	432457	327286	533889	388755	383907
P0A951	P0A951		speG		1.12801e+06	1.33599e+06	1.30421e+06	1.34702e+06	1.23454e+06	1.49026e+06
P0A953	P0A953		fabB		2.13418e+07	2.10791e+07	2.13943e+07	2.05791e+07	2.09167e+07	2.07867e+07
P0A955	P0A955		eda		2.73659e+07	2.81816e+07	2.8411e+07	2.77077e+07	2.62728e+07	2.79979e+07
P0A959	P0A959		alaA		2.21983e+06	2.1793e+06	2.14695e+06	2.1069e+06	2.07574e+06	2.12068e+06
P0A962	P0A962		ansA		1.98417e+06	2.0278e+06	2.09108e+06	2.02591e+06	1.90094e+06	2.05746e+06
P0A964	P0A964		cheW		1.67654e+07	1.59847e+07	1.65885e+07	1.6052e+07	1.65116e+07	1.64674e+07
P0A968	P0A968		cspD		751111	756308	773533	778302	708618	710302
P0A972	P0A972		cspE		9.88382e+07	9.56895e+07	1.03193e+08	1.29615e+08	1.29549e+08	1.29685e+08
P0A978	P0A978		cspG		5.55504e+06	5.84015e+06	6.11067e+06	5.64986e+06	6.01901e+06	6.12875e+06
P0A988	P0A988		dnaN		4.37165e+06	4.22032e+06	4.38392e+06	4.38118e+06	4.39878e+06	4.39853e+06
P0A991	P0A991		fbaB		8.31208e+06	8.11208e+06	8.45407e+06	8.67829e+06	8.56153e+06	8.60826e+06
P0A993	P0A993		fbp		1.72132e+07	1.73565e+07	1.74968e+07	1.72941e+07	1.71639e+07	1.74769e+07
P0A996	P0A996		glpC		2.2121e+06	2.18325e+06	2.12552e+06	2.09134e+06	2.24424e+06	2.19088e+06
P0A998	P0A998		ftnA		4.55777e+07	4.82258e+07	4.92521e+07	4.85444e+07	4.44066e+07	4.67111e+07
P0A9A2	P0A9A2		ftnB		1.1126e+06	986769	979696	1.08305e+06	1.07711e+06	1.10646e+06
P0A9A6	P0A9A6		ftsZ		1.38851e+07	1.42138e+07	1.42855e+07	1.3791e+07	1.39156e+07	1.39036e+07
P0A9A9	P0A9A9		fur		1.6318e+07	1.61239e+07	1.6322e+07	1.5855e+07	1.58683e+07	1.58662e+07
P0A9B2	P0A9B2		gapA		3.04888e+08	3.13115e+08	3.20231e+08	3.33987e+08	3.21503e+08	3.29429e+08
P0A9B6	P0A9B6		epd		2.19562e+06	2.24465e+06	2.25207e+06	2.32139e+06	2.16028e+06	2.19125e+06
P0A9C0	P0A9C0		glpA		2.19213e+06	2.15012e+06	2.19146e+06	2.13419e+06	2.24672e+06	2.20944e+06
P0A9C3	P0A9C3		galM		6.95131e+06	6.87832e+06	7.29259e+06	7.31384e+06	7.01306e+06	7.22416e+06
P0A9C5	P0A9C5		glnA		4.00797e+07	3.92795e+07	4.055e+07	3.84686e+07	3.90113e+07	3.89514e+07
P0A9C9	P0A9C9		glpX		5.36404e+06	5.1988e+06	5.33578e+06	5.30161e+06	5.33802e+06	5.24194e+06
P0A9D2	P0A9D2		gstA		6.99934e+06	7.12831e+06	7.04997e+06	6.9616e+06	6.96973e+06	6.68508e+06
P0A9D4	P0A9D4		cysE		4.00579e+06	3.84078e+06	3.839e+06	3.61424e+06	3.15754e+06	3.45318e+06
P0A9D8	P0A9D8		dapD		4.04854e+07	4.03206e+07	4.00946e+07	3.97832e+07	3.88169e+07	3.97503e+07
P0A9E5	P0A9E5		fnr		6.51545e+06	6.17371e+06	6.06813e+06	6.57659e+06	6.6728e+06	6.45114e+06
P0A9F1	P0A9F1		mntR		1.18949e+06	1.46278e+06	1.39264e+06	1.5755e+06	1.36075e+06	1.30986e+06
P0A9F3	P0A9F3		cysB		3.61726e+06	3.56116e+06	3.56321e+06	3.52801e+06	3.43209e+06	3.46737e+06
P0A9F6	P0A9F6		gcvA		275177	252657	235325	195413	199623	197397
P0A9G2	P0A9G2		nhaR		1.18258e+06	1.33657e+06	1.19741e+06	1.35105e+06	1.11542e+06	1.26711e+06
P0A9G4	P0A9G4		cueR		459843	300552	435517		292628	402700
P0A9G6	P0A9G6		aceA		7.24892e+06	6.99766e+06	7.43375e+06	7.40913e+06	7.32727e+06	7.43307e+06
P0A9G8	P0A9G8		modE		2.56619e+06	2.66667e+06	2.51212e+06	2.65879e+06	2.81312e+06	2.71986e+06
P0A9H1	P0A9H1		mug		1.76608e+06	1.77453e+06	1.70016e+06	1.81113e+06	1.912e+06	1.81742e+06
P0A9H5	P0A9H5		btuR		897831	980615	845144	898870	786005	930936
P0A9H7	P0A9H7		cfa		2.4697e+06	2.42442e+06	2.41514e+06	2.51369e+06	2.58939e+06	2.55158e+06
P0A9H9	P0A9H9		cheZ		2.15771e+06	2.21888e+06	2.26434e+06	2.22972e+06	2.2445e+06	2.18907e+06
P0A9I1	P0A9I1		citE		6.11075e+06	6.15567e+06	6.08595e+06	6.61802e+06	6.328e+06	6.3561e+06
P0A9I3	P0A9I3		gcvR		2.3574e+06	2.37664e+06	2.54472e+06	2.49548e+06	2.40711e+06	2.52749e+06
P0A9I8	P0A9I8		nirD		3.28292e+06	3.20528e+06	3.32105e+06	3.06919e+06	3.16779e+06	2.94123e+06
P0A9J0	P0A9J0		rng		5.27698e+06	5.4801e+06	5.14759e+06	5.52323e+06	5.40639e+06	5.56617e+06
P0A9J4	P0A9J4		panE		2.82645e+06	2.74651e+06	3.01154e+06	2.99835e+06	2.96247e+06	2.97417e+06
P0A9J6	P0A9J6		rbsK		3.28293e+06	3.48473e+06	3.70578e+06	3.42674e+06	3.25336e+06	3.2936e+06
P0A9J8	P0A9J8		pheA		2.27909e+06	2.28763e+06	2.38581e+06	2.08198e+06	2.04511e+06	2.11192e+06
P0A9K3	P0A9K3		ybeZ		6.05939e+06	5.98321e+06	6.10364e+06	5.95408e+06	6.07627e+06	6.08228e+06
P0A9K7	P0A9K7		phoU		2.50744e+06	2.45581e+06	2.41557e+06	2.52292e+06	2.56126e+06	2.4574e+06
P0A9K9	P0A9K9		slyD		9.03643e+07	9.15426e+07	8.82012e+07	9.03159e+07	8.67337e+07	8.90548e+07
P0A9L3	P0A9L3		fklB		2.0822e+07	2.04463e+07	2.0244e+07	1.8983e+07	1.91646e+07	1.90492e+07
P0A9L5	P0A9L5		ppiC		2.62756e+06	2.54804e+06	2.4655e+06	2.53417e+06	2.58702e+06	2.58052e+06
P0A9L8	P0A9L8		proC		3.06481e+06	3.09525e+06	3.21999e+06	2.82004e+06	2.83533e+06	2.899e+06
P0A9M0	P0A9M0		lon		1.06431e+07	1.0457e+07	1.05501e+07	1.0565e+07	1.06394e+07	1.08145e+07
P0A9M2	P0A9M2		hpt		6.01393e+06	5.89799e+06	5.96484e+06	5.54737e+06	5.65061e+06	5.73573e+06
P0A9M5	P0A9M5		gpt		8.06453e+07	7.85089e+07	8.00803e+07	7.9455e+07	7.81742e+07	8.12388e+07
P0A9M8	P0A9M8		pta		4.73154e+07	4.68953e+07	4.80188e+07	4.82166e+07	4.83863e+07	4.85353e+07
P0A9N4	P0A9N4		pflA		5.30106e+06	5.16831e+06	5.38618e+06	5.30857e+06	5.26968e+06	5.2715e+06
P0A9P0	P0A9P0		lpdA		3.26867e+07	3.27606e+07	3.35211e+07	3.3777e+07	3.32703e+07	3.30069e+07
P0A9P4	P0A9P4		trxB		1.64735e+07	1.61848e+07	1.62524e+07	1.6021e+07	1.60801e+07	1.62387e+07
P0A9P6	P0A9P6		deaD		9.75239e+06	9.91501e+06	9.80148e+06	9.7532e+06	9.6194e+06	9.614e+06
P0A9Q1	P0A9Q1		arcA		2.64161e+07	2.59673e+07	2.68887e+07	2.5681e+07	2.57625e+07	2.53301e+07
P0A9Q5	P0A9Q5		accD		1.54886e+07	1.61141e+07	1.58474e+07	1.55356e+07	1.56477e+07	1.56586e+07
P0A9Q7	P0A9Q7		adhE		1.96059e+08	1.96207e+08	1.97813e+08	1.94257e+08	1.92701e+08	1.93507e+08
P0A9Q9	P0A9Q9		asd		2.16742e+07	2.08967e+07	2.1394e+07	2.13905e+07	2.17105e+07	2.09506e+07
P0A9R4	P0A9R4		fdx		8.54468e+06	8.49134e+06	8.39415e+06	8.12925e+06	8.87285e+06	8.19463e+06
P0A9R7	P0A9R7		ftsE		2.96737e+06	2.93509e+06	2.98583e+06	3.01604e+06	2.99129e+06	2.94209e+06
P0A9S1	P0A9S1		fucO		1.21025e+06	1.25189e+06	1.3872e+06	1.19268e+06	1.17872e+06	1.32308e+06
P0A9S5	P0A9S5		gldA		1.37008e+07	1.32833e+07	1.37197e+07	1.24135e+07	1.23343e+07	1.26578e+07
P0A9T0	P0A9T0		serA		5.02236e+06	5.05456e+06	5.10258e+06	4.90585e+06	4.99089e+06	5.00695e+06
P0A9T4	P0A9T4		tas		9.8511e+06	9.69387e+06	9.6777e+06	9.60103e+06	1.01522e+07	9.87537e+06
P0A9T6	P0A9T6		ybaQ		925732	872248	853935		1.09035e+06	1.16017e+06
P0A9T8	P0A9T8		ybbA		812394	745476	823205	780510	807361	791618
P0A9U1	P0A9U1		ybhF		493295	591709	499210	492224	499416	535891
P0A9U3	P0A9U3		ybiT		6.04871e+06	5.78609e+06	5.91723e+06	6.04842e+06	6.0538e+06	6.03261e+06
P0A9V1	P0A9V1		lptB		5.927e+06	6.12251e+06	5.98372e+06	5.9478e+06	5.97169e+06	6.11804e+06
P0A9W0	P0A9W0		ulaR		1.16309e+06	1.32597e+06	1.10625e+06	1.2465e+06	1.1064e+06	1.26956e+06
P0A9W3	P0A9W3		yjjK		7.9901e+06	8.13333e+06	8.20749e+06	8.1026e+06	7.94477e+06	8.15589e+06
P0A9W6	P0A9W6		yrbA		1.23702e+07	1.16063e+07	1.22489e+07	1.10637e+07	1.11498e+07	1.056e+07
P0A9W9	P0A9W9		yrdA		5.66089e+06	5.60364e+06	5.67687e+06	5.50288e+06	5.76142e+06	5.77615e+06
P0A9X4	P0A9X4		mreB		9.56248e+06	9.83186e+06	9.68982e+06	9.67492e+06	9.79406e+06	9.5317e+06
P0A9X9	P0A9X9		cspA		2.91646e+07	2.84872e+07	2.96476e+07	2.67688e+07	2.72147e+07	2.72076e+07
P0A9Y6	P0A9Y6		cspC		1.6317e+08	1.75692e+08	1.77706e+08	1.75272e+08	1.80382e+08	1.81395e+08
P0A9Z1	P0A9Z1		glnB		1.47341e+07	1.46055e+07	1.50799e+07	1.45369e+07	1.44528e+07	1.43957e+07
P0AA04	P0AA04		ptsH		4.69704e+07	4.46079e+07	4.85628e+07	6.71127e+07	6.20072e+07	6.38026e+07
P0AA10	P0AA10		rplM		6.58855e+07	6.35447e+07	6.46968e+07	6.38467e+07	6.59621e+07	6.52667e+07
P0AA16	P0AA16		ompR		8.19205e+06	8.59229e+06	8.47344e+06	8.61707e+06	8.37314e+06	8.42533e+06
P0AA25	P0AA25		trxA		2.87713e+07	2.88508e+07	2.9333e+07	2.68189e+07	2.7306e+07	2.71273e+07
P0AA31	P0AA31		yedF		3.78943e+06	3.55759e+06	3.92632e+06	4.08634e+06	3.81758e+06	3.98384e+06
P0AA37	P0AA37		rluA		346218	361848	415760	331560	338835	294918
P0AA39	P0AA39		rluC		1.12741e+06	1.11216e+06	1.08353e+06	1.10852e+06	1.05818e+06	1.143e+06
P0AA41	P0AA41		truC		393242	376262	390039	233763	424363	341863
P0AA43	P0AA43		rsuA		4.49877e+06	4.67607e+06	4.62501e+06	4.74977e+06	4.63495e+06	4.69694e+06
P0AA53	P0AA53		qmcA		1.86964e+06	1.7436e+06	1.68842e+06	1.90735e+06	1.90162e+06	1.98032e+06
P0AA86	P0AA86		dsbE		1.61725e+06	1.46841e+06	1.62946e+06	1.75026e+06	1.72615e+06	1.50344e+06
P0AA91	P0AA91		yeaY		1.44529e+06	1.41924e+06	1.44321e+06	1.47332e+06	1.35797e+06	1.53427e+06
P0AA93	P0AA93		ypdA		351017	451064	423258	367910	219575	298197
P0AA95	P0AA95		yacC		1.21786e+06	1.16201e+06	1.15507e+06	1.07959e+06	1.15514e+06	1.10275e+06
P0AA97	P0AA97		yaeQ		785633	795080	854951	756884	867073	879701
P0AAA1	P0AAA1		yagU		7.18272e+06	7.08721e+06	7.2164e+06	7.27694e+06	7.41126e+06	7.31957e+06
P0AAB4	P0AAB4		ubiD		2.17918e+06	2.11595e+06	2.08793e+06	2.12902e+06	2.10849e+06	2.26307e+06
P0AAB6	P0AAB6		galF		1.2111e+07	1.17198e+07	1.19434e+07	1.15559e+07	1.15604e+07	1.17095e+07
P0AAB8	P0AAB8		uspD		2.22858e+06	2.0819e+06	2.15855e+06	2.23944e+06	2.27522e+06	2.15648e+06
P0AAC0	P0AAC0		uspE		4.38896e+06	4.45504e+06	4.42256e+06	4.41943e+06	4.43838e+06	4.38914e+06
P0AAC8	P0AAC8		iscA		6.80226e+06	6.95344e+06	6.76201e+06	6.86847e+06	6.24367e+06	6.69766e+06
P0AAD6	P0AAD6		sdaC		333055	375920	385474	380566	418548	375986
P0AAF6	P0AAF6		artP		882328	1.04848e+06	913969	870032	1.03419e+06	897413
P0AAG3	P0AAG3		gltL		469563	454443	435379	493424	445321	459751
P0AAH0	P0AAH0		pstB		1.25701e+06	1.36482e+06	1.33513e+06	1.33066e+06	1.343e+06	1.31251e+06
P0AAH8	P0AAH8		sapF		633535	678400	640686	548171	593545	568243
P0AAI3	P0AAI3		ftsH		1.92252e+07	1.83294e+07	1.87388e+07	1.89401e+07	1.88788e+07	1.92333e+07
P0AAI5	P0AAI5		fabF		4.75629e+07	4.65079e+07	4.80954e+07	4.67714e+07	4.69903e+07	4.72421e+07
P0AAI9	P0AAI9		fabD		5.6851e+06	5.53159e+06	5.83517e+06	5.49028e+06	5.49669e+06	5.58116e+06
P0AAJ3	P0AAJ3		fdnH		4.55855e+06	4.66618e+06	4.67134e+06	4.69871e+06	4.81521e+06	4.73955e+06
P0AAJ5	P0AAJ5		fdoH		3.78044e+06	3.95064e+06	3.92184e+06	3.78611e+06	3.71505e+06	3.89984e+06
P0AAJ8	P0AAJ8		hybA		1.97435e+06	1.88911e+06	1.90971e+06	1.87996e+06	1.9011e+06	1.77356e+06
P0AAK1	P0AAK1		hycB		1.53111e+06	1.59866e+06	1.50273e+06	1.59846e+06	1.752e+06	1.61443e+06
P0AAL3	P0AAL3		napG		589974	527741	499806	520300	704601	503964
P0AAN1	P0AAN1		hybE		1.07858e+06	1.05496e+06	1.00755e+06	1.29685e+06	1.14157e+06	1.23307e+06
P0AAN3	P0AAN3		hypB		4.94645e+06	4.84559e+06	4.9317e+06	4.86315e+06	4.8407e+06	4.88222e+06
P0AAN5	P0AAN5		yaiA		1.27693e+06	1.37251e+06	1.40899e+06	1.35525e+06	1.28843e+06	1.46534e+06
P0AAN9	P0AAN9		iraP		364783	428315	338651	424795	502257	276713
P0AAP3	P0AAP3		frmR		3.6569e+06	3.92579e+06	3.61862e+06	3.76666e+06	3.51528e+06	3.65312e+06
P0AAQ2	P0AAQ2		yajD		5.11442e+06	5.1881e+06	4.9618e+06	5.0836e+06	4.92265e+06	5.10083e+06
P0AAR3	P0AAR3		ybaK		2.23302e+06	2.2449e+06	2.16663e+06	2.37061e+06	2.07109e+06	2.13849e+06
P0AAS0	P0AAS0		ylaC		434348	409797	369187	408209	442413	382124
P0AAS7	P0AAS7		ybcJ		3.0686e+06	2.89526e+06	2.96283e+06	2.7257e+06	2.63687e+06	2.74024e+06
P0AAT2	P0AAT2		ybdF		747590	749998	684861	603229	693160	657426
P0AAT4	P0AAT4		mscM		2.11224e+06	2.14422e+06	2.08589e+06	2.15613e+06	2.06422e+06	2.14751e+06
P0AAT6	P0AAT6		rsfS		3.38169e+06	3.26634e+06	3.35001e+06	2.91244e+06	3.11916e+06	3.01354e+06
P0AAT9	P0AAT9		ybeL		6.98886e+06	7.00057e+06	7.30049e+06	7.69184e+06	7.33391e+06	7.63013e+06
P0AAU7	P0AAU7		ybfE		1.49716e+06	1.65459e+06	1.41947e+06	1.51286e+06	1.34782e+06	1.42921e+06
P0AAV4	P0AAV4		ybgJ		1.30979e+06	1.2256e+06	1.19731e+06	1.14251e+06	1.22233e+06	1.16559e+06
P0AAX8	P0AAX8		ybiS		5.22323e+06	5.02784e+06	5.17574e+06	5.36728e+06	5.19794e+06	5.43649e+06
P0AAZ4	P0AAZ4		rarA		1.53672e+06	1.60576e+06	1.54344e+06	1.64106e+06	1.57152e+06	1.59525e+06
P0AAZ7	P0AAZ7		ycaR		6.70925e+06	6.35146e+06	6.83811e+06	6.26532e+06	6.22173e+06	6.06036e+06
P0AB03	P0AB03		ycbJ		1.81489e+06	1.58452e+06	1.92415e+06	2.03817e+06	1.80683e+06	1.8437e+06
P0AB10	P0AB10		ymbA		908165	1.04999e+06	963727	769549		950075
P0AB14	P0AB14		yccJ		2.95708e+06	2.85678e+06	3.00929e+06	2.8918e+06	3.00279e+06	2.77815e+06
P0AB18	P0AB18		tusE		1.38967e+06	1.39126e+06	1.39338e+06	1.47803e+06	1.43046e+06	1.47991e+06
P0AB24	P0AB24		efeO		3.85495e+06	3.81499e+06	3.86908e+06	3.9269e+06	3.952e+06	3.717e+06
P0AB26	P0AB26		yceB		2.53064e+06	2.48464e+06	2.44025e+06	2.32816e+06	2.18654e+06	2.34561e+06
P0AB28	P0AB28		yceD		8.69499e+06	8.66404e+06	8.45392e+06	9.05553e+06	8.8905e+06	9.05469e+06
P0AB38	P0AB38		lpoB		5.06958e+06	4.81649e+06	4.99551e+06	5.17004e+06	5.40513e+06	5.20556e+06
P0AB43	P0AB43		ycgL		1.70565e+06	1.62805e+06	1.63235e+06	1.60134e+06	1.5572e+06	1.57991e+06
P0AB46	P0AB46		ymgD		2.11521e+06	2.08148e+06	2.1111e+06	2.18674e+06	2.06641e+06	2.22289e+06
P0AB52	P0AB52		ychN		2.37052e+06	2.59175e+06	2.76164e+06	2.49695e+06	2.39539e+06	2.43436e+06
P0AB55	P0AB55		yciI		4.07803e+06	4.3411e+06	4.28593e+06	3.88335e+06	4.24415e+06	4.06323e+06
P0AB58	P0AB58		yciM		770810	606730	700887	598027	652298	621735
