Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
DECOY_sp|P64596|YRAP_ECOLI Uncharacterized protein YraP OS=Escherichia coli (strain K12) GN=yraP PE=4 SV=1	DECOY_sp|P64596|YRAP_ECOLI Uncharacterized protein YraP OS=Escherichia coli (strain K12) GN=yraP PE=4 SV=1				244419	243483	315721	329172	225243	
DECOY_sp|P76344|ZINT_ECOLI Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1	DECOY_sp|P76344|ZINT_ECOLI Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1				7.45359e+06	7.63903e+06	6.81677e+06	7.49518e+06	7.32609e+06	7.36224e+06
DECOY_sp|P77297|YAHE_ECOLI Uncharacterized protein YahE OS=Escherichia coli (strain K12) GN=yahE PE=4 SV=1	DECOY_sp|P77297|YAHE_ECOLI Uncharacterized protein YahE OS=Escherichia coli (strain K12) GN=yahE PE=4 SV=1				779190	711442	772890	622832		606018
DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1	DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1				1.77354e+06	1.63324e+06	1.8072e+06	1.65535e+06	1.42289e+06	1.65127e+06
DECOY_sp|Q47156|YAFN_ECOLI Antitoxin YafN OS=Escherichia coli (strain K12) GN=yafN PE=1 SV=1	DECOY_sp|Q47156|YAFN_ECOLI Antitoxin YafN OS=Escherichia coli (strain K12) GN=yafN PE=1 SV=1				830635	814378	758034	794081	808313	846918
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1.42681e+06	1.39104e+06	1.41565e+06	828739	732453	798563
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2.41846e+06	2.36429e+06	2.01326e+06	1.52475e+06	1.59287e+06	1.61589e+06
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2.69971e+06	2.73554e+06	2.74583e+06	1.71286e+06	1.72141e+06	1.69318e+06
P00350	P00350		gnd		3.7305e+07	3.76448e+07	3.72933e+07	3.7403e+07	3.7144e+07	3.65485e+07
P00363	P00363		frdA		5.05202e+07	4.91981e+07	4.9259e+07	5.08523e+07	5.21769e+07	5.06246e+07
P00370	P00370		gdhA		2.35523e+06	2.3215e+06	2.25996e+06	2.40351e+06	2.32591e+06	2.41034e+06
P00393	P00393		ndh		1.12663e+07	1.11968e+07	1.12559e+07	1.10943e+07	1.09174e+07	1.12363e+07
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				2.40738e+06	2.23632e+06	2.19966e+06	1.46825e+06	1.26217e+06	1.46905e+06
P00448	P00448		sodA		3.45141e+06	3.50773e+06	3.42554e+06	3.57056e+06	3.14494e+06	3.33651e+06
P00452	P00452		nrdA		7.39885e+06	7.4461e+06	7.37224e+06	7.55397e+06	7.38318e+06	7.42348e+06
P00490	P00490		malP		5.97435e+06	5.92206e+06	5.90463e+06	5.86849e+06	5.80601e+06	5.82636e+06
P00509	P00509		aspC		1.93864e+07	1.89368e+07	1.86933e+07	1.90926e+07	1.90481e+07	1.88056e+07
P00547	P00547		thrB		797423	710914	836495	939676	1.05364e+06	976881
P00550	P00550		mtlA		1.78138e+06	1.70778e+06	1.86523e+06	1.77004e+06	1.73781e+06	1.78765e+06
P00561	P00561		thrA		2.55127e+06	2.66181e+06	2.60901e+06	2.70983e+06	2.70957e+06	2.72107e+06
P00562	P00562		metL		3.0657e+06	2.99153e+06	3.10221e+06	3.00301e+06	3.1266e+06	2.96685e+06
P00579	P00579		rpoD		7.74047e+06	7.66622e+06	7.59537e+06	7.90442e+06	7.89644e+06	7.87367e+06
P00582	P00582		polA		3.56385e+06	3.5103e+06	3.39766e+06	3.47459e+06	3.50394e+06	3.56801e+06
P00803	P00803		lepB		5.14112e+06	4.93313e+06	4.88813e+06	5.34602e+06	4.81553e+06	4.71292e+06
P00805	P00805		ansB		1.19935e+07	1.19055e+07	1.21916e+07	1.2162e+07	1.20052e+07	1.23343e+07
P00811	P00811		ampC		1.48875e+06	1.51506e+06	1.62589e+06	1.58508e+06	1.49484e+06	1.57631e+06
P00861	P00861		lysA		276265	188054	263132	216866	269727	243963
P00864	P00864		ppc		1.13806e+07	1.13424e+07	1.12056e+07	1.13439e+07	1.17315e+07	1.14143e+07
P00887	P00887		aroH		1.83724e+06	1.91281e+06	1.91412e+06	1.72936e+06	1.71312e+06	1.81644e+06
P00888	P00888		aroF		2.10377e+06	2.03262e+06	2.10183e+06	2.09923e+06	2.15503e+06	2.15528e+06
P00892	P00892		ilvG		591317	533725	521795	529537	521146	575034
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				1.51559e+06	1.44049e+06	1.55092e+06	1.06902e+06	1.05745e+06	1.04973e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				2.70907e+06	2.82948e+06	2.74339e+06	1.58932e+06	1.55515e+06	1.51256e+06
P00934	P00934		thrC		4.65484e+06	4.65155e+06	4.61585e+06	4.60226e+06	4.46632e+06	4.66335e+06
P00935	P00935		metB		1.25678e+06	1.05202e+06	1.19885e+06	1.34834e+06	1.27816e+06	1.17701e+06
P00946	P00946		manA		1.09438e+07	1.11518e+07	1.10873e+07	1.14391e+07	1.14389e+07	1.13353e+07
P00954	P00954		trpS		1.45633e+07	1.43912e+07	1.38346e+07	1.38297e+07	1.37017e+07	1.37333e+07
P00956	P00956		ileS		2.56221e+07	2.56918e+07	2.55247e+07	2.56028e+07	2.55855e+07	2.55446e+07
P00957	P00957		alaS		1.45963e+07	1.46139e+07	1.45819e+07	1.43845e+07	1.42176e+07	1.42733e+07
P00959	P00959		metG		1.91468e+07	1.91272e+07	1.87631e+07	1.85604e+07	1.86327e+07	1.90112e+07
P00960	P00960		glyQ		4.97797e+06	4.97476e+06	4.97328e+06	4.75082e+06	4.52182e+06	4.79724e+06
P00961	P00961		glyS		1.45625e+07	1.42653e+07	1.43896e+07	1.47883e+07	1.46109e+07	1.46647e+07
P00962	P00962		glnS		1.1424e+07	1.13243e+07	1.13092e+07	1.13713e+07	1.12582e+07	1.12212e+07
P00963	P00963		asnA		1.86855e+07	1.83295e+07	1.84964e+07	1.74144e+07	1.70191e+07	1.75266e+07
P00968	P00968		carB		5.83905e+06	5.86141e+06	5.80747e+06	5.8396e+06	5.66375e+06	5.95407e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2.53859e+06	2.6792e+06	2.4711e+06	1.58166e+06	1.49261e+06	1.60122e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2.86976e+06	2.75728e+06	2.49709e+06	1.62269e+06	1.58233e+06	1.44867e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				3.02961e+06	3.02505e+06	3.07298e+06	2.38363e+06	2.13379e+06	2.4402e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2.729e+06	2.66289e+06	2.68031e+06	1.64994e+06	1.67492e+06	1.55968e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				1.04654e+06	1.0709e+06	1.02237e+06	647199	629021	709227
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				3.9597e+06	4.03477e+06	3.8636e+06	2.0029e+06	1.93918e+06	2.16648e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.70454e+06	1.77662e+06	1.81724e+06	901130	863282	782771
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2.9512e+06	2.91766e+06	2.65546e+06	1.78e+06	1.70142e+06	1.75335e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2.71271e+06	2.76401e+06	2.68464e+06	1.34626e+06	1.34569e+06	1.31761e+06
P02358	P02358		rpsF		1.36495e+08	1.38555e+08	1.32726e+08	1.32773e+08	1.36504e+08	1.35551e+08
P02359	P02359		rpsG		1.24565e+08	1.22854e+08	1.24315e+08	1.17779e+08	1.18797e+08	1.18095e+08
P02413	P02413		rplO		1.57639e+08	1.55427e+08	1.53767e+08	1.54279e+08	1.55307e+08	1.51108e+08
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				582576	597942	757143	452273	394844	374883
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				4.0965e+06	3.98425e+06	4.00892e+06	2.36572e+06	2.39149e+06	2.37653e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3.3056e+06	3.30414e+06	3.31023e+06	2.03302e+06	1.9577e+06	1.97108e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				2.94113e+06	2.93605e+06	2.98393e+06	1.77121e+06	1.71876e+06	1.76846e+06
P02918	P02918		mrcA		3.04468e+06	2.97133e+06	3.1029e+06	3.07991e+06	3.29408e+06	3.24203e+06
P02919	P02919		mrcB		1.85735e+06	1.7495e+06	1.71595e+06	1.79471e+06	1.84502e+06	1.85745e+06
P02925	P02925		rbsB		9.52842e+06	9.14165e+06	9.5325e+06	9.51378e+06	9.27125e+06	9.29531e+06
P02930	P02930		tolC		2.59104e+07	2.56457e+07	2.49136e+07	2.6005e+07	2.4007e+07	2.55071e+07
P02931	P02931		ompF		3.75388e+07	3.75352e+07	3.82652e+07	3.81504e+07	3.76305e+07	3.83717e+07
P02942	P02942		tsr		8.63996e+06	8.51643e+06	8.50094e+06	8.44903e+06	8.72012e+06	8.48197e+06
P02943	P02943		lamB		1.49875e+06	1.5215e+06	1.61965e+06	1.72759e+06	1.77685e+06	1.69288e+06
P03004	P03004		dnaA		1.89082e+06	1.82837e+06	1.99046e+06	1.93598e+06	1.98996e+06	1.77564e+06
P03007	P03007		dnaQ		686162	851467	815036	905285	771655	873159
P03018	P03018		uvrD		2.46563e+06	2.40529e+06	2.45867e+06	2.32863e+06	2.42986e+06	2.40752e+06
P03023	P03023		lacI			244011	295672			
P03024	P03024		galR		2.24729e+06	2.28259e+06	2.24114e+06	2.09834e+06	2.10635e+06	2.3209e+06
P03817	P03817		mioC		9.05043e+06	8.94566e+06	8.70619e+06	9.47731e+06	9.15342e+06	9.56364e+06
P03841	P03841		malM		1.01857e+07	1.02139e+07	1.02383e+07	1.00719e+07	1.02567e+07	1.06484e+07
P04036	P04036		dapB		5.31989e+06	5.15953e+06	5.14923e+06	5.39004e+06	5.49552e+06	5.28255e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1.59118e+06	1.49634e+06	1.69229e+06	1.30255e+06	1.15442e+06	1.31507e+06
P04079	P04079		guaA		2.10207e+07	2.08423e+07	2.09705e+07	2.08259e+07	2.0793e+07	2.09006e+07
P04335	P04335		frsA		4.51266e+06	4.62886e+06	4.36882e+06	4.53905e+06	4.44578e+06	4.57039e+06
P04425	P04425		gshB		7.84127e+06	7.61025e+06	7.64402e+06	8.15251e+06	7.95695e+06	8.37203e+06
P04693	P04693		tyrB		3.90103e+06	3.93339e+06	3.64164e+06	4.03949e+06	3.98493e+06	4.02205e+06
P04805	P04805		gltX		2.40354e+07	2.36048e+07	2.36368e+07	2.35919e+07	2.32127e+07	2.3355e+07
P04825	P04825		pepN		1.65243e+07	1.65126e+07	1.65732e+07	1.66496e+07	1.66305e+07	1.6539e+07
P04846	P04846		nlpA		3.50774e+06	3.40819e+06	3.0961e+06	3.36294e+06	3.2193e+06	3.37602e+06
P04949	P04949		fliC		3.94956e+07	3.99063e+07	3.88547e+07	3.95664e+07	3.69658e+07	3.97311e+07
P04951	P04951		kdsB		4.17208e+06	4.13297e+06	4.15328e+06	4.05503e+06	4.05528e+06	4.1528e+06
P04982	P04982		rbsD		1.3508e+06	1.41636e+06	1.40436e+06	1.33705e+06	1.31161e+06	1.31426e+06
P04994	P04994		xseA		851004	855955	765524	859545	857657	838390
P04995	P04995		sbcB		1.25361e+07	1.28449e+07	1.26237e+07	1.28748e+07	1.33005e+07	1.30397e+07
P05020	P05020		pyrC		5.01953e+06	5.06882e+06	4.99048e+06	5.18043e+06	5.0005e+06	4.85176e+06
P05041	P05041		pabB		1.8127e+06	1.91646e+06	1.89454e+06	1.98607e+06	1.90967e+06	1.91927e+06
P05055	P05055		pnp		4.46311e+07	4.38385e+07	4.41678e+07	4.28535e+07	4.3534e+07	4.31161e+07
P05100	P05100		tag		2.20648e+06	1.96158e+06	2.28316e+06	2.14459e+06	1.89526e+06	1.98039e+06
P05194	P05194		aroD		1.1807e+06	1.22887e+06	1.15072e+06	1.303e+06	1.39603e+06	1.15789e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				4.30492e+06	4.32545e+06	4.2828e+06	2.41268e+06	2.71418e+06	2.33582e+06
P05458	P05458		ptrA		1.06746e+06	1.09615e+06	1.07531e+06	1.08891e+06	1.13817e+06	1.1043e+06
P05459	P05459		pdxB		5.95592e+06	5.95427e+06	5.89151e+06	6.10931e+06	6.0516e+06	5.99009e+06
P05637	P05637		apaH		1.57167e+06	1.67124e+06	1.63546e+06	1.56384e+06	1.78949e+06	1.69385e+06
P05719	P05719		hsdS		1.17647e+06	1.13091e+06	1.10961e+06	1.17969e+06	1.15504e+06	1.23572e+06
P05791	P05791		ilvD		3.12213e+06	3.20725e+06	3.1112e+06	3.10847e+06	3.00987e+06	3.10628e+06
P05793	P05793		ilvC		5.68437e+06	5.79383e+06	5.47387e+06	5.9493e+06	5.83228e+06	5.80722e+06
P05825	P05825		fepA		2.0987e+06	2.13145e+06	2.0757e+06	2.19023e+06	2.16442e+06	2.16191e+06
P05852	P05852		gcp		2.49392e+06	2.50604e+06	2.45856e+06	2.43034e+06	2.47707e+06	2.44506e+06
P06129	P06129		btuB		1.46102e+07	1.43976e+07	1.45456e+07	1.58671e+07	1.56609e+07	1.54572e+07
P06136	P06136		ftsQ		636723	600362	592955	604127	601636	610210
P06149	P06149		dld		6.8747e+06	6.86231e+06	6.60396e+06	6.60764e+06	6.6307e+06	6.47055e+06
P06282	P06282		cdh		2.57371e+06	2.51285e+06	2.59295e+06	2.66147e+06	2.59004e+06	2.62278e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2.46863e+06	2.37562e+06	2.4759e+06	1.94576e+06	1.56342e+06	1.64886e+06
P06610	P06610		btuE		6.41764e+06	6.21088e+06	6.57268e+06	7.06994e+06	7.04605e+06	6.86236e+06
P06612	P06612		topA		5.52783e+06	5.5961e+06	5.55211e+06	5.80497e+06	5.58679e+06	5.82901e+06
P06616	P06616		era		3.61712e+06	3.69329e+06	3.657e+06	3.50048e+06	3.40879e+06	3.51297e+06
P06709	P06709		birA		1.00471e+06	1.04111e+06	842406	1.08565e+06	1.04526e+06	1.18033e+06
P06710	P06710		dnaX		1.30565e+06	1.42353e+06	1.33022e+06	1.43054e+06	1.48358e+06	1.55721e+06
P06715	P06715		gor		5.02385e+06	5.10374e+06	5.03297e+06	5.20073e+06	5.36749e+06	5.24046e+06
P06721	P06721		metC		682510	706414	655700	678777	613336	654576
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1.61932e+06	1.64123e+06	1.70036e+06	982908	968736	991293
P06846	P06846		ebgR		1.25558e+06	1.35826e+06	1.31541e+06	1.35275e+06	1.28694e+06	1.38357e+06
P06864	P06864		ebgA		423276			611718	526386	
P06959	P06959		aceF		5.9407e+07	5.98057e+07	5.84161e+07	5.93045e+07	5.82561e+07	5.91761e+07
P06961	P06961		cca		1.22476e+06	1.17784e+06	1.14802e+06	1.24975e+06	1.25328e+06	1.26072e+06
P06968	P06968		dut		7.94059e+06	8.02588e+06	7.94305e+06	8.34001e+06	8.2012e+06	8.41335e+06
P06971	P06971		fhuA		1.38858e+07	1.39026e+07	1.40406e+07	1.38266e+07	1.36213e+07	1.36265e+07
P06974	P06974		fliM		1.64971e+06	1.50446e+06	1.60137e+06	1.56595e+06	1.66431e+06	1.59808e+06
P06983	P06983		hemC		1.13782e+07	1.14593e+07	1.10938e+07	1.10804e+07	1.11802e+07	1.12723e+07
P06986	P06986		hisC		4.53418e+06	4.57204e+06	4.70906e+06	4.59591e+06	4.44599e+06	4.47602e+06
P06987	P06987		hisB		3.44652e+06	3.53092e+06	3.54959e+06	3.44961e+06	3.54645e+06	3.33074e+06
P06988	P06988		hisD		3.25092e+06	3.30407e+06	3.09588e+06	3.29604e+06	3.43482e+06	3.50672e+06
P06992	P06992		rsmA		2.31461e+06	2.41432e+06	2.31414e+06	2.44879e+06	2.43073e+06	2.45701e+06
P06993	P06993		malT		407344	397256	390550	442569	377789	451370
P06996	P06996		ompC		2.21833e+08	2.24318e+08	2.18855e+08	2.15189e+08	2.12763e+08	2.23586e+08
P06999	P06999		pfkB		2.97782e+06	2.8117e+06	2.82354e+06	2.67518e+06	2.5712e+06	2.75176e+06
P07000	P07000		pldB		619688	584610	586877	569675	578002	547028
P07001	P07001		pntA		4.14619e+06	4.40029e+06	4.2361e+06	4.36572e+06	4.03292e+06	4.32873e+06
P07003	P07003		poxB		2.26161e+06	2.25106e+06	2.25963e+06	2.15698e+06	2.18899e+06	2.15669e+06
P07004	P07004		proA		2.62213e+07	2.56919e+07	2.64622e+07	2.66968e+07	2.62815e+07	2.65257e+07
P07012	P07012		prfB		8.54999e+06	8.44242e+06	8.63895e+06	9.00549e+06	9.10828e+06	9.10308e+06
P07014	P07014		sdhB		4.63537e+06	4.71946e+06	4.62862e+06	4.82805e+06	4.81859e+06	4.95209e+06
P07017	P07017		tar		1.41488e+07	1.40133e+07	1.40921e+07	1.37443e+07	1.37701e+07	1.37957e+07
P07021	P07021		yfiB		1.03316e+06	1.0716e+06	1.03122e+06	998263	981744	1.02021e+06
P07023	P07023		tyrA		2.6993e+06	2.49066e+06	2.60978e+06	2.68408e+06	2.5441e+06	2.51198e+06
P07024	P07024		ushA		5.01973e+06	5.10401e+06	4.90593e+06	5.00847e+06	5.05835e+06	5.24683e+06
P07026	P07026		sdiA		1.74922e+06	1.8129e+06	1.77751e+06	1.73295e+06	1.64282e+06	1.76789e+06
P07118	P07118		valS		2.01681e+07	2.0044e+07	2.01171e+07	2.01946e+07	2.02553e+07	2.00801e+07
P07330	P07330		cheB		1.52035e+06	1.38162e+06	1.433e+06	1.52087e+06	1.46973e+06	1.56934e+06
P07363	P07363		cheA		7.41182e+06	7.52296e+06	7.24069e+06	7.36526e+06	7.36188e+06	7.76169e+06
P07395	P07395		pheT		1.57512e+07	1.56017e+07	1.50825e+07	1.54997e+07	1.51647e+07	1.56777e+07
P07604	P07604		tyrR		2.48027e+06	2.51028e+06	2.55799e+06	2.53798e+06	2.59398e+06	2.65873e+06
P07639	P07639		aroB		3.13727e+06	3.09484e+06	3.0984e+06	3.24857e+06	3.15543e+06	3.23068e+06
P07648	P07648		recC		1.02652e+06	974437	1.04936e+06	960959	935040	903352
P07649	P07649		truA		1.83151e+06	1.76642e+06	1.84779e+06	2.08977e+06	1.99311e+06	2.07768e+06
P07650	P07650		deoA		7.633e+06	7.7294e+06	7.52817e+06	7.3206e+06	7.25387e+06	7.41106e+06
P07658	P07658		fdhF		1.04324e+06	1.07122e+06	1.06447e+06	1.05932e+06	1.11375e+06	1.07391e+06
P07762	P07762		glgB		3.76815e+06	3.78566e+06	3.88092e+06	3.75838e+06	3.92561e+06	3.83868e+06
P07813	P07813		leuS		1.48249e+07	1.51025e+07	1.48488e+07	1.52572e+07	1.54295e+07	1.52588e+07
P07821	P07821		fhuC		1.66115e+06	1.65099e+06	1.54452e+06	1.7805e+06	1.58137e+06	1.47174e+06
