Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				610721	610454				399987
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				1.04093e+06	1.07281e+06	882585	817706	674820	933251
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1.3432e+07	1.31247e+07	2.00534e+06	2.34716e+06	1.86448e+06	1.17815e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				8.3893e+06	8.35258e+06	1.22937e+06	1.26087e+06	1.34514e+06	8.25186e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				7.60004e+06	7.65013e+06	1.40228e+06	1.65362e+06	1.20201e+06	7.6754e+06
P02918	P02918		mrcA		1.77105e+06	1.70418e+06	1.7376e+06	1.966e+06	1.71256e+06	1.7453e+06
P02919	P02919		mrcB		1.73423e+06	1.65153e+06	1.57994e+06	1.63145e+06	1.71242e+06	1.61493e+06
P02924	P02924		araF		1.17348e+06		1.09145e+06		1.0503e+06	912997
P02925	P02925		rbsB		8.96751e+06	9.22428e+06	9.21802e+06	9.13189e+06	9.15812e+06	8.77346e+06
P02930	P02930		tolC		2.51144e+07	2.49378e+07	2.56027e+07	2.59614e+07	2.52487e+07	2.47541e+07
P02931	P02931		ompF		2.22029e+07	2.21488e+07	2.16645e+07	2.2456e+07	2.20819e+07	2.20297e+07
P02932	P02932		phoE		1.07328e+06	1.22724e+06	1.00905e+06	365318	1.44664e+06	1.60019e+06
P02942	P02942		tsr		9.12553e+06	8.73863e+06	9.4809e+06	9.78529e+06	9.37257e+06	7.70999e+06
P02943	P02943		lamB		1.61177e+06	1.69138e+06	1.63818e+06	1.51072e+06	1.6507e+06	1.58738e+06
P03004	P03004		dnaA		2.06679e+06	2.18398e+06	1.99467e+06	1.98337e+06	2.01542e+06	2.15595e+06
P03007	P03007		dnaQ		657101	689946	730508	806505	631133	528830
P03018	P03018		uvrD		3.85438e+06	3.89107e+06	3.86356e+06	3.74867e+06	3.83858e+06	3.98045e+06
P03024	P03024		galR		1.47041e+06	1.41448e+06	1.32732e+06	1.36479e+06	1.26543e+06	1.53908e+06
P03817	P03817		mioC		9.39134e+06	9.44057e+06	9.53932e+06	9.69247e+06	9.93376e+06	8.57955e+06
P03841	P03841		malM		1.0093e+07	1.03124e+07	9.84919e+06	1.02537e+07	1.0453e+07	1.05794e+07
P04036	P04036		dapB		5.42871e+06	5.31556e+06	5.51717e+06	5.61138e+06	5.60057e+06	4.4702e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				2.76574e+06	2.86308e+06	1.18006e+06	1.26871e+06	1.22438e+06	2.23355e+06
P04079	P04079		guaA		2.09991e+07	2.09649e+07	2.05015e+07	2.05825e+07	2.0248e+07	1.976e+07
P04335	P04335		frsA		4.42166e+06	4.41844e+06	4.4093e+06	4.36613e+06	4.32365e+06	4.28934e+06
P04425	P04425		gshB		8.88749e+06	8.68102e+06	8.85424e+06	8.76878e+06	8.90269e+06	8.33331e+06
P04693	P04693		tyrB		4.04992e+06	3.88481e+06	3.98904e+06	4.05961e+06	3.98244e+06	4.22083e+06
P04805	P04805		gltX		1.8973e+07	1.93112e+07	1.89519e+07	1.88899e+07	1.88053e+07	1.87901e+07
P04825	P04825		pepN		1.61099e+07	1.62007e+07	1.60489e+07	1.59668e+07	1.59151e+07	1.47929e+07
P04846	P04846		nlpA		3.16621e+06	3.14224e+06	3.15456e+06	3.27976e+06	3.36575e+06	3.24989e+06
P04949	P04949		fliC		2.63409e+07	2.64113e+07	2.77571e+07	2.84578e+07	2.72311e+07	2.48514e+07
P04951	P04951		kdsB		5.61475e+06	5.42162e+06	5.56863e+06	5.39795e+06	5.46525e+06	5.85881e+06
P04982	P04982		rbsD		1.32542e+06	1.13408e+06	1.27621e+06	1.39154e+06	1.17793e+06	1.08087e+06
P04994	P04994		xseA		1.02964e+06	1.35072e+06	1.23062e+06	1.21986e+06	1.16444e+06	1.30824e+06
P04995	P04995		sbcB		1.28169e+07	1.27661e+07	1.32341e+07	1.27616e+07	1.31886e+07	1.27895e+07
P05020	P05020		pyrC		6.5866e+06	6.72606e+06	6.76058e+06	6.75912e+06	6.95261e+06	6.37264e+06
P05041	P05041		pabB		1.91012e+06	2.01411e+06	2.17263e+06	2.19081e+06	2.28804e+06	2.03686e+06
P05055	P05055		pnp		3.98219e+07	4.00502e+07	4.0176e+07	3.97698e+07	4.05019e+07	3.8201e+07
P05100	P05100		tag		1.60587e+06	1.75097e+06	1.55362e+06	1.58714e+06	1.56053e+06	1.65671e+06
P05194	P05194		aroD		1.43925e+06	1.48596e+06	1.40008e+06	1.41678e+06	1.28245e+06	1.4401e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				8.41628e+06	8.52042e+06	1.06411e+06	1.17038e+06	1.07489e+06	8.28232e+06
P05458	P05458		ptrA		1.42661e+06	1.39872e+06	1.30769e+06	1.33117e+06	1.33052e+06	1.32415e+06
P05459	P05459		pdxB		6.50629e+06	6.49984e+06	6.66508e+06	6.60789e+06	6.51984e+06	6.11776e+06
P05523	P05523		mutM		341234	254097	295350	290703	354232	326785
P05637	P05637		apaH		2.59877e+06	2.78058e+06	2.77367e+06	2.63455e+06	2.58768e+06	2.57198e+06
P05719	P05719		hsdS		1.08192e+06	1.05228e+06	1.17646e+06	1.123e+06	1.15339e+06	1.14317e+06
P05791	P05791		ilvD		3.17955e+06	3.23721e+06	3.16428e+06	3.19312e+06	3.0795e+06	2.98121e+06
P05793	P05793		ilvC		8.13387e+06	7.99835e+06	8.05262e+06	7.8466e+06	8.10876e+06	7.3729e+06
P05825	P05825		fepA		2.06695e+06	2.10686e+06	2.10086e+06	2.09478e+06	1.99269e+06	1.89624e+06
P05852	P05852		gcp		2.80242e+06	2.81081e+06	2.7508e+06	2.86137e+06	2.80099e+06	3.01014e+06
P06129	P06129		btuB		1.58403e+07	1.54583e+07	1.58471e+07	1.5577e+07	1.53463e+07	1.43629e+07
P06136	P06136		ftsQ		1.05575e+06	1.09182e+06	1.0108e+06	1.10693e+06	864718	1.22118e+06
P06149	P06149		dld		6.80181e+06	6.96114e+06	6.61227e+06	6.68084e+06	6.7975e+06	6.02841e+06
P06282	P06282		cdh		2.52971e+06	2.55199e+06	2.5874e+06	2.563e+06	2.57218e+06	2.47755e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				7.31412e+06	7.75741e+06	2.38402e+06	2.67791e+06	2.76377e+06	8.42574e+06
P06610	P06610		btuE		9.2612e+06	8.89117e+06	9.53401e+06	9.48405e+06	8.97047e+06	6.98437e+06
P06612	P06612		topA		4.94863e+06	4.74138e+06	4.82115e+06	4.94022e+06	4.81063e+06	5.00702e+06
P06616	P06616		era		4.35001e+06	4.05997e+06	4.11007e+06	3.97673e+06	4.02485e+06	4.22899e+06
P06709	P06709		birA		1.075e+06	1.05429e+06	1.01242e+06	1.05063e+06	1.05519e+06	1.04226e+06
P06710	P06710		dnaX		1.54045e+06	1.5199e+06	1.46352e+06	1.54661e+06	1.49365e+06	1.49339e+06
P06715	P06715		gor		5.72956e+06	5.63919e+06	5.45333e+06	5.49497e+06	5.39547e+06	5.1348e+06
P06721	P06721		metC		481360	380076	460203	435359	472802	397608
P06722	P06722		mutH		1.13199e+06	1.09713e+06	1.18353e+06	1.08563e+06	1.25011e+06	1.16774e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3.25212e+06	3.32508e+06	610836	546543	554645	3.28983e+06
P06846	P06846		ebgR		1.77771e+06	1.69006e+06	1.68771e+06	1.69973e+06	1.52946e+06	1.86207e+06
P06959	P06959		aceF		6.81501e+07	6.74569e+07	6.78156e+07	6.83136e+07	6.71569e+07	6.08285e+07
P06961	P06961		cca		2.48709e+06	2.28523e+06	2.38202e+06	2.28855e+06	2.36426e+06	2.45419e+06
P06968	P06968		dut		8.54764e+06	8.57575e+06	8.28131e+06	8.37271e+06	8.31477e+06	8.24193e+06
P06971	P06971		fhuA		1.40543e+07	1.39066e+07	1.34741e+07	1.36773e+07	1.33717e+07	1.33464e+07
P06974	P06974		fliM		1.34105e+06	1.29715e+06	1.25503e+06	1.28229e+06	1.36805e+06	1.17473e+06
P06983	P06983		hemC		1.07109e+07	1.07096e+07	1.14134e+07	1.09332e+07	1.12891e+07	9.60542e+06
P06986	P06986		hisC		4.62454e+06	4.72622e+06	4.41097e+06	4.46167e+06	4.35748e+06	4.83859e+06
P06987	P06987		hisB		1.0479e+06	1.02579e+06	1.06913e+06	1.07439e+06	1.09525e+06	891321
P06988	P06988		hisD		3.49147e+06	3.46118e+06	3.41601e+06	3.5655e+06	3.43571e+06	3.44061e+06
P06992	P06992		rsmA		2.28077e+06	2.27158e+06	2.25959e+06	2.1948e+06	2.03795e+06	2.0394e+06
P06993	P06993		malT		427287	444202	377732	369211	362991	526923
P06996	P06996		ompC		2.57295e+08	2.55033e+08	2.60253e+08	2.52111e+08	2.54538e+08	2.34706e+08
P06999	P06999		pfkB		1.25002e+06	1.34754e+06	1.30187e+06	1.14992e+06	1.03187e+06	1.20371e+06
P07000	P07000		pldB		526113	526045	606559	533031	566799	542409
P07001	P07001		pntA		3.40625e+06	3.494e+06	3.37072e+06	3.38097e+06	3.34852e+06	3.28599e+06
P07003	P07003		poxB		1.9323e+06	1.88992e+06	1.9192e+06	1.8331e+06	1.81646e+06	1.8268e+06
P07004	P07004		proA		5.5014e+06	5.39679e+06	5.36825e+06	5.49904e+06	5.41628e+06	5.04544e+06
P07012	P07012		prfB		9.31698e+06	9.2205e+06	9.41374e+06	9.42164e+06	9.4325e+06	8.68585e+06
P07014	P07014		sdhB		4.63112e+06	4.76257e+06	4.81226e+06	4.70913e+06	4.88802e+06	4.88246e+06
P07017	P07017		tar		1.1595e+07	1.15966e+07	1.12371e+07	1.12899e+07	1.13768e+07	1.03552e+07
P07021	P07021		yfiB		961188	949680	912777	933673	1.01382e+06	847702
P07023	P07023		tyrA		2.74085e+06	2.94406e+06	2.84975e+06	2.68861e+06	2.42589e+06	2.63967e+06
P07024	P07024		ushA		5.02e+06	4.93459e+06	4.89396e+06	5.16454e+06	5.13391e+06	5.34821e+06
P07026	P07026		sdiA		1.73637e+06	1.78434e+06	1.78219e+06	1.71795e+06	1.9319e+06	1.9563e+06
P07117	P07117		putP		457086	352321	457738	425983	477595	508604
P07118	P07118		valS		2.37764e+07	2.38944e+07	2.35942e+07	2.33287e+07	2.37207e+07	2.21198e+07
P07330	P07330		cheB		1.59397e+06	1.60807e+06	1.55978e+06	1.57343e+06	1.61501e+06	1.55287e+06
P07363	P07363		cheA		2.22761e+06	2.30931e+06	2.25736e+06	2.19551e+06	2.18211e+06	2.08864e+06
P07364	P07364		cheR		121944	117940	100895	109225	187907	
P07395	P07395		pheT		1.66565e+07	1.6572e+07	1.63596e+07	1.65322e+07	1.64713e+07	1.5959e+07
P07604	P07604		tyrR		2.63207e+06	2.76917e+06	2.75701e+06	2.67325e+06	2.75353e+06	2.81378e+06
P07639	P07639		aroB		3.77138e+06	3.71251e+06	3.72999e+06	3.87139e+06	3.77151e+06	3.52313e+06
P07649	P07649		truA		1.92723e+06	1.96845e+06	1.89076e+06	1.90026e+06	1.79053e+06	2.11481e+06
P07650	P07650		deoA		6.44072e+06	6.36434e+06	6.37646e+06	6.35407e+06	6.51732e+06	5.96333e+06
P07658	P07658		fdhF		969372	938713	928019	962447	959016	923475
P07762	P07762		glgB		2.60969e+06	2.64863e+06	2.56877e+06	2.59157e+06	2.59386e+06	2.69333e+06
P07813	P07813		leuS		1.50495e+07	1.48137e+07	1.48644e+07	1.48116e+07	1.49113e+07	1.38604e+07
P07821	P07821		fhuC		676526	657526	683491	620769	606623	641868
P07822	P07822		fhuD		387234	403033	414249	386923	395425	316566
P07862	P07862		ddlB		5.97339e+06	6.01277e+06	5.87757e+06	5.77687e+06	5.69433e+06	5.4884e+06
P07913	P07913		tdh		4.55722e+06	4.41267e+06	4.22155e+06	4.11759e+06	4.1535e+06	4.24463e+06
P08178	P08178		purM		1.83999e+06	1.86615e+06	1.73516e+06	1.71949e+06	1.60398e+06	1.64199e+06
P08179	P08179		purN		1.16607e+06	1.21952e+06	1.19618e+06	1.23497e+06	991212	643007
P08190	P08190		fimG		2.49667e+06	2.31857e+06	2.33332e+06	2.4718e+06	2.31271e+06	1.9924e+06
P08191	P08191		fimH		2.977e+06	3.00093e+06	3.00355e+06	2.96789e+06	2.96324e+06	3.16322e+06
P08192	P08192		folC		3.36022e+06	3.432e+06	3.32935e+06	3.39457e+06	3.36023e+06	3.52863e+06
P08200	P08200		icd		2.4898e+07	2.4186e+07	2.46387e+07	2.47673e+07	2.57138e+07	2.17195e+07
P08201	P08201		nirB		5.27195e+06	5.11263e+06	5.21832e+06	5.19761e+06	5.16981e+06	5.23508e+06
P08244	P08244		pyrF		9.65828e+06	9.68232e+06	9.56904e+06	9.89585e+06	9.98263e+06	9.31399e+06
P08245	P08245		yciH		777696	718247	695059	788668	765742	648074
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				5.49081e+06	5.421e+06	1.04996e+06	1.20687e+06	858585	4.56599e+06
P08312	P08312		pheS		1.33981e+07	1.32984e+07	1.32672e+07	1.31587e+07	1.34408e+07	1.22708e+07
P08331	P08331		cpdB		3.24453e+06	3.33901e+06	3.41006e+06	3.27264e+06	3.32627e+06	3.21709e+06
P08337	P08337		mutT		1.16232e+06	1.17353e+06	1.03799e+06	1.00501e+06	1.11558e+06	1.12257e+06
P08373	P08373		murB		1.88679e+06	1.85461e+06	1.79892e+06	1.75605e+06	1.7918e+06	1.89719e+06
P08390	P08390		usg		4.25581e+06	4.36959e+06	4.42217e+06	4.31973e+06	4.38021e+06	3.51335e+06
P08395	P08395		sppA		2.19427e+06	2.23757e+06	2.13027e+06	2.07243e+06	2.12811e+06	2.07889e+06
P08400	P08400		phoR		2.5145e+06	2.59705e+06	2.72485e+06	2.63388e+06	2.80888e+06	2.39608e+06
P08506	P08506		dacC		6.57754e+06	6.64099e+06	6.7208e+06	6.68901e+06	6.82016e+06	6.07733e+06
P08622	P08622		dnaJ		5.98944e+06	5.8886e+06	5.88164e+06	5.87479e+06	5.95699e+06	5.92152e+06
P08660	P08660		lysC		2.9605e+06	3.03796e+06	2.98239e+06	2.98759e+06	3.13074e+06	3.39658e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				4.75902e+06	4.83964e+06	468030	424506	418269	4.97992e+06
P08839	P08839		ptsI		3.46728e+07	3.43611e+07	3.4922e+07	3.55539e+07	3.461e+07	3.33413e+07
P08956	P08956		hsdR		2.34719e+06	2.42891e+06	2.37029e+06	2.4352e+06	2.35229e+06	2.28296e+06
P08957	P08957		hsdM		1.22565e+07	1.20172e+07	1.24721e+07	1.24552e+07	1.2465e+07	1.16864e+07
P09029	P09029		purK		1.27804e+06	1.27293e+06	1.20461e+06	1.20109e+06	1.21897e+06	1.43435e+06
P09030	P09030		xthA		2.48954e+06	2.456e+06	2.61227e+06	2.54039e+06	2.54789e+06	2.38267e+06
P09053	P09053		avtA		2.5048e+06	2.48543e+06	2.49328e+06	2.39701e+06	2.58721e+06	2.57316e+06
P09126	P09126		hemD		2.15874e+06	2.20226e+06	2.18885e+06	2.01119e+06	2.12991e+06	2.08426e+06
P09127	P09127		hemX		1.26432e+07	1.22294e+07	1.20313e+07	1.21866e+07	1.2162e+07	1.19428e+07
