Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1	DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1				2.81202e+06	2.94838e+06	3.021e+06	2.55161e+06	2.29873e+06	2.3871e+06
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1.41858e+06	1.40425e+06	1.42099e+06	838395	700874	696850
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2.39506e+06	2.39742e+06	2.03581e+06	1.2684e+06	1.39429e+06	1.23459e+06
P00350	P00350		gnd		3.73037e+07	3.70757e+07	3.67202e+07	3.72617e+07	3.73791e+07	3.68882e+07
P00363	P00363		frdA		5.00143e+07	4.98531e+07	4.91685e+07	5.10961e+07	5.13947e+07	5.05531e+07
P00370	P00370		gdhA		1.89122e+06	1.862e+06	1.86271e+06	1.95e+06	1.82015e+06	1.87228e+06
P00393	P00393		ndh		5.42198e+06	5.47387e+06	5.42043e+06	5.43298e+06	5.27728e+06	5.46648e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1.45945e+06	1.38663e+06	1.4303e+06	864991	762667	899230
P00448	P00448		sodA		3.61611e+06	3.55206e+06	3.61644e+06	3.75316e+06	3.6021e+06	3.51585e+06
P00452	P00452		nrdA		9.57421e+06	9.49963e+06	9.56156e+06	9.82793e+06	9.6325e+06	9.69014e+06
P00490	P00490		malP		5.93791e+06	5.90331e+06	5.82766e+06	5.84831e+06	5.61093e+06	5.6563e+06
P00509	P00509		aspC		1.94172e+07	1.90286e+07	1.86464e+07	1.9041e+07	1.87875e+07	1.87562e+07
P00547	P00547		thrB		558617	479626	496666	534766	471108	509526
P00550	P00550		mtlA		1.9868e+06	2.13077e+06	2.14346e+06	2.16716e+06	2.09671e+06	2.08983e+06
P00561	P00561		thrA		2.53781e+06	2.53494e+06	2.51863e+06	2.69582e+06	2.73036e+06	2.55242e+06
P00562	P00562		metL		3.0873e+06	2.99215e+06	3.09389e+06	2.94201e+06	2.91856e+06	2.90298e+06
P00579	P00579		rpoD		8.70829e+06	8.36702e+06	8.38757e+06	8.83379e+06	8.83681e+06	8.76816e+06
P00582	P00582		polA		3.53051e+06	3.53474e+06	3.48112e+06	3.42522e+06	3.42135e+06	3.5322e+06
P00803	P00803		lepB		4.76837e+06	4.6804e+06	4.83161e+06	5.32208e+06	5.08868e+06	4.74373e+06
P00805	P00805		ansB		1.19731e+07	1.23921e+07	1.21217e+07	1.23761e+07	1.22216e+07	1.23223e+07
P00811	P00811		ampC		788678	863140	865487	833587	907699	843406
P00864	P00864		ppc		1.14338e+07	1.12829e+07	1.11971e+07	1.15372e+07	1.14661e+07	1.14139e+07
P00887	P00887		aroH		1.61753e+06	1.73446e+06	1.67283e+06	1.37728e+06	1.5648e+06	1.39809e+06
P00888	P00888		aroF		2.15948e+06	2.1015e+06	2.02272e+06	2.03792e+06	2.06718e+06	1.94051e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				1.74189e+07	1.742e+07	1.68514e+07	1.33996e+07	1.26899e+07	1.3556e+07
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				3.92576e+06	4.13266e+06	3.87638e+06	2.15004e+06	2.34562e+06	2.19929e+06
P00934	P00934		thrC		4.92083e+06	4.66849e+06	4.62408e+06	4.54194e+06	4.44293e+06	4.44398e+06
P00946	P00946		manA		1.08106e+07	1.11517e+07	1.1114e+07	1.16034e+07	1.16783e+07	1.12551e+07
P00954	P00954		trpS		5.13947e+06	5.01426e+06	4.93482e+06	5.06409e+06	4.86334e+06	4.84898e+06
P00956	P00956		ileS		2.54137e+07	2.56818e+07	2.51357e+07	2.56149e+07	2.6338e+07	2.59229e+07
P00957	P00957		alaS		1.50853e+07	1.51233e+07	1.47873e+07	1.47612e+07	1.46726e+07	1.47722e+07
P00959	P00959		metG		1.90026e+07	1.89656e+07	1.8755e+07	1.85165e+07	1.87427e+07	1.90537e+07
P00960	P00960		glyQ		6.91503e+06	6.95202e+06	7.03664e+06	6.94605e+06	6.70393e+06	7.06053e+06
P00961	P00961		glyS		1.44087e+07	1.43207e+07	1.41721e+07	1.45049e+07	1.44339e+07	1.45312e+07
P00962	P00962		glnS		1.39021e+07	1.38077e+07	1.37132e+07	1.35434e+07	1.32932e+07	1.33999e+07
P00963	P00963		asnA		1.83766e+07	1.81088e+07	1.88876e+07	1.80593e+07	1.8215e+07	1.83673e+07
P00968	P00968		carB		5.1034e+06	5.10068e+06	5.18327e+06	5.15839e+06	5.134e+06	5.12135e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				7.43486e+06	7.61306e+06	7.21614e+06	4.55589e+06	4.38529e+06	4.32614e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2.71131e+06	2.76942e+06	2.58551e+06	1.56859e+06	1.54042e+06	1.45494e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				1.89188e+06	1.89954e+06	1.78399e+06	1.11458e+06	1.04917e+06	1.29168e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2.59746e+06	2.59079e+06	2.83733e+06	1.36951e+06	1.45831e+06	1.42659e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4.11337e+06	4.21359e+06	4.16625e+06	2.02434e+06	2.01566e+06	2.22224e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				753742	786889	770655	312861	370884	348349
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2.86709e+06	2.83234e+06	2.6308e+06	1.81962e+06	1.77802e+06	1.76403e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2.70999e+06	2.73921e+06	2.67265e+06	1.23383e+06	1.29683e+06	1.30261e+06
P02358	P02358		rpsF		1.17318e+08	1.17364e+08	1.14977e+08	1.15135e+08	1.18793e+08	1.19134e+08
P02359	P02359		rpsG		1.22302e+08	1.23128e+08	1.20945e+08	1.18978e+08	1.19284e+08	1.19541e+08
P02413	P02413		rplO		1.56595e+08	1.56363e+08	1.54221e+08	1.51819e+08	1.54921e+08	1.52495e+08
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				4.01957e+06	4.02263e+06	4.11056e+06	2.15515e+06	2.30204e+06	2.2273e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3.32147e+06	3.29505e+06	3.32041e+06	1.86214e+06	1.77921e+06	1.84083e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				2.60285e+06	2.65796e+06	2.60388e+06	1.52456e+06	1.51504e+06	1.54924e+06
P02918	P02918		mrcA		988326	954369	965632	920259	1.1652e+06	1.07783e+06
P02919	P02919		mrcB		1.8636e+06	1.52021e+06	1.58162e+06	1.76864e+06	1.69964e+06	1.73092e+06
P02925	P02925		rbsB		9.41619e+06	9.35058e+06	9.64688e+06	9.40949e+06	9.22611e+06	9.50384e+06
P02930	P02930		tolC		2.58e+07	2.57521e+07	2.5025e+07	2.62032e+07	2.43623e+07	2.56239e+07
P02931	P02931		ompF		3.15159e+07	3.14012e+07	3.20034e+07	3.18519e+07	3.12007e+07	3.15803e+07
P02942	P02942		tsr		1.38188e+07	1.38074e+07	1.38767e+07	1.39459e+07	1.44399e+07	1.39864e+07
P02943	P02943		lamB		1.56814e+06	1.53797e+06	1.61186e+06	1.6613e+06	1.70516e+06	1.64819e+06
P03004	P03004		dnaA		1.81468e+06	1.83735e+06	1.8666e+06	1.96387e+06	2.02277e+06	1.97328e+06
P03018	P03018		uvrD		1.85413e+06	1.76658e+06	1.81368e+06	1.73029e+06	1.82033e+06	1.86086e+06
P03817	P03817		mioC		9.70274e+06	9.36958e+06	9.16263e+06	1.00719e+07	1.00535e+07	1.00372e+07
P03841	P03841		malM		1.00891e+07	1.00589e+07	9.91508e+06	9.92813e+06	1.02558e+07	1.06494e+07
P04036	P04036		dapB		5.51387e+06	5.30194e+06	5.20556e+06	5.16945e+06	5.31747e+06	5.139e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				487393	563598	632619	295820	324859	260413
P04079	P04079		guaA		2.099e+07	2.07062e+07	2.09355e+07	2.09068e+07	2.11816e+07	2.0979e+07
P04335	P04335		frsA		4.37164e+06	4.59455e+06	4.41726e+06	4.50861e+06	4.57485e+06	4.54937e+06
P04425	P04425		gshB		7.79426e+06	7.75484e+06	7.77121e+06	8.04543e+06	8.08878e+06	8.11892e+06
P04693	P04693		tyrB		3.9211e+06	4.00627e+06	3.58294e+06	4.01519e+06	3.88444e+06	3.90795e+06
P04805	P04805		gltX		2.41633e+07	2.40598e+07	2.39175e+07	2.34257e+07	2.33369e+07	2.37377e+07
P04825	P04825		pepN		1.63248e+07	1.64885e+07	1.64047e+07	1.65552e+07	1.66526e+07	1.60792e+07
P04846	P04846		nlpA		3.35007e+06	3.50973e+06	3.16699e+06	3.32318e+06	3.25938e+06	3.37406e+06
P04949	P04949		fliC		3.8836e+07	3.9587e+07	3.80715e+07	3.87346e+07	3.74833e+07	3.94742e+07
P04951	P04951		kdsB		4.09757e+06	4.21804e+06	4.20707e+06	4.00271e+06	4.00337e+06	4.18506e+06
P04982	P04982		rbsD		1.14916e+06	1.14901e+06	1.14268e+06	1.3113e+06	1.17503e+06	1.2581e+06
P04995	P04995		sbcB		1.66849e+06	1.68444e+06	1.79112e+06	1.79675e+06	1.81191e+06	1.79401e+06
P05020	P05020		pyrC		6.2886e+06	6.31917e+06	6.32103e+06	6.16509e+06	6.21166e+06	6.15581e+06
P05041	P05041		pabB		1.73484e+06	1.80148e+06	1.6541e+06	1.77974e+06	1.60913e+06	1.76995e+06
P05055	P05055		pnp		4.38829e+07	4.37631e+07	4.30612e+07	4.3768e+07	4.37598e+07	4.34233e+07
P05100	P05100		tag		1.9213e+06	1.67035e+06	2.05132e+06	1.5901e+06	1.46023e+06	1.6271e+06
P05194	P05194		aroD		1.03617e+06	1.04731e+06	1.04447e+06	1.10455e+06	1.13684e+06	1.07368e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				4.41761e+06	4.18304e+06	4.20971e+06	2.45315e+06	2.66903e+06	2.28071e+06
P05458	P05458		ptrA		941237	966592	956440	872687	939778	893610
P05459	P05459		pdxB		5.99094e+06	5.91212e+06	6.00324e+06	6.00137e+06	5.97146e+06	5.91172e+06
P05637	P05637		apaH		1.67508e+06	1.59552e+06	1.53575e+06	1.56437e+06	1.69425e+06	1.66452e+06
P05719	P05719		hsdS		1.12772e+06	1.0728e+06	1.03533e+06	1.12969e+06	1.0926e+06	1.083e+06
P05791	P05791		ilvD		3.0698e+06	3.03575e+06	2.93057e+06	3.00542e+06	2.76622e+06	2.92416e+06
P05793	P05793		ilvC		5.21809e+06	5.18311e+06	4.9991e+06	4.97416e+06	5.0958e+06	4.94382e+06
P05825	P05825		fepA		1.97072e+06	2.06022e+06	1.97146e+06	2.24887e+06	2.17859e+06	2.09782e+06
P05852	P05852		gcp		2.64664e+06	2.69904e+06	2.69913e+06	2.59429e+06	2.62324e+06	2.69221e+06
P06129	P06129		btuB		1.47538e+07	1.47714e+07	1.48996e+07	1.58102e+07	1.51401e+07	1.52667e+07
P06149	P06149		dld		6.84226e+06	6.89922e+06	6.39903e+06	6.70673e+06	6.55665e+06	6.58958e+06
P06282	P06282		cdh		2.69669e+06	2.51281e+06	2.66836e+06	2.61236e+06	2.57754e+06	2.52561e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.10447e+06	1.08956e+06	997861	708507	611154	653543
P06610	P06610		btuE		8.92047e+06	8.90955e+06	9.14797e+06	9.88632e+06	9.86503e+06	9.33842e+06
P06612	P06612		topA		5.53894e+06	5.66983e+06	5.62069e+06	5.77453e+06	5.6373e+06	5.69525e+06
P06616	P06616		era		3.57619e+06	3.60259e+06	3.59828e+06	3.63506e+06	3.53113e+06	3.58404e+06
P06709	P06709		birA		976927	966015	1.10527e+06	998889	1.0286e+06	1.01886e+06
P06710	P06710		dnaX		1.40709e+06	1.4104e+06	1.34744e+06	1.33467e+06	1.37018e+06	1.59638e+06
P06715	P06715		gor		4.42936e+06	4.42549e+06	4.3804e+06	4.59516e+06	4.68421e+06	4.58909e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1.78794e+06	1.70283e+06	1.63977e+06	1.00143e+06	958097	885817
P06846	P06846		ebgR		1.26316e+06	1.12949e+06	1.346e+06	1.45711e+06	1.29483e+06	1.27134e+06
P06959	P06959		aceF		5.93817e+07	5.89842e+07	5.81714e+07	5.95129e+07	5.86601e+07	5.95245e+07
P06961	P06961		cca		885760	861187	954006	1.08224e+06	1.17131e+06	1.13079e+06
P06966	P06966		dicA		3.17155e+06	3.10683e+06	3.30983e+06	2.93953e+06	3.22474e+06	3.804e+06
P06968	P06968		dut		1.02175e+07	1.02447e+07	1.01548e+07	1.08486e+07	1.04105e+07	1.06054e+07
P06971	P06971		fhuA		1.3815e+07	1.37324e+07	1.40266e+07	1.37668e+07	1.37275e+07	1.3822e+07
P06974	P06974		fliM		1.86558e+06	1.89137e+06	1.86215e+06	1.79041e+06	1.78434e+06	1.857e+06
P06983	P06983		hemC		1.12573e+07	1.13271e+07	1.1188e+07	1.12377e+07	1.11617e+07	1.12333e+07
P06986	P06986		hisC		3.34991e+06	3.3029e+06	3.39044e+06	3.27906e+06	3.10832e+06	3.07526e+06
P06987	P06987		hisB		1.08778e+06	1.15205e+06	1.16535e+06	1.16411e+06	1.22177e+06	1.20364e+06
P06988	P06988		hisD		3.84509e+06	3.99878e+06	3.72554e+06	3.81047e+06	4.03414e+06	4.05778e+06
P06992	P06992		rsmA		2.15811e+06	2.28929e+06	2.11244e+06	2.22374e+06	2.06498e+06	2.16119e+06
P06996	P06996		ompC		2.20419e+08	2.26239e+08	2.14834e+08	2.13588e+08	2.14668e+08	2.22161e+08
P06999	P06999		pfkB		2.03556e+06	1.89242e+06	1.89893e+06	1.98502e+06	1.8768e+06	2.04283e+06
P07000	P07000		pldB		617366	584780	561730	562083	579024	477967
P07001	P07001		pntA		4.78595e+06	5.04619e+06	4.80547e+06	4.97238e+06	4.38373e+06	4.77822e+06
P07003	P07003		poxB		2.25803e+06	2.2336e+06	2.26099e+06	2.23727e+06	2.16168e+06	2.2366e+06
P07004	P07004		proA		2.61166e+07	2.60048e+07	2.61902e+07	2.64882e+07	2.68544e+07	2.59175e+07
P07012	P07012		prfB		8.56771e+06	8.38253e+06	8.47996e+06	9.12827e+06	9.12464e+06	9.17483e+06
P07014	P07014		sdhB		1.60679e+06	1.63629e+06	1.63144e+06	1.75751e+06	1.77042e+06	1.75865e+06
P07017	P07017		tar		3.52328e+06	3.54487e+06	3.63765e+06	3.49392e+06	3.51793e+06	3.52836e+06
P07021	P07021		yfiB		906009	929270	928704	875267	883314	906416
P07023	P07023		tyrA		2.68164e+06	2.58917e+06	2.61204e+06	2.53593e+06	2.55196e+06	2.49309e+06
P07024	P07024		ushA		4.92362e+06	4.76198e+06	4.87438e+06	4.87415e+06	4.67073e+06	4.88947e+06
P07026	P07026		sdiA		1.78063e+06	1.79881e+06	1.79653e+06	1.73991e+06	1.65099e+06	1.78124e+06
P07118	P07118		valS		2.32344e+07	2.32089e+07	2.30193e+07	2.33589e+07	2.36198e+07	2.33347e+07
P07330	P07330		cheB		1.07054e+06	1.04511e+06	937732	1.21159e+06	1.17873e+06	1.15457e+06
P07363	P07363		cheA		4.16053e+06	4.23753e+06	4.00542e+06	4.61248e+06	4.43374e+06	4.77504e+06
P07395	P07395		pheT		1.56802e+07	1.56936e+07	1.53877e+07	1.55102e+07	1.53391e+07	1.54233e+07
P07604	P07604		tyrR		2.36129e+06	2.39748e+06	2.4815e+06	2.42747e+06	2.53239e+06	2.44587e+06
P07639	P07639		aroB		3.28886e+06	3.19817e+06	3.08898e+06	3.15047e+06	3.15353e+06	3.10436e+06
P07649	P07649		truA		2.10818e+06	2.14802e+06	2.01019e+06	2.27154e+06	2.18186e+06	2.22005e+06
P07650	P07650		deoA		5.96724e+06	6.22661e+06	6.03618e+06	6.06735e+06	5.95591e+06	6.09556e+06
P07658	P07658		fdhF		863148	813065	810274	778675	917864	872371
P07762	P07762		glgB		3.20053e+06	3.27172e+06	3.2918e+06	3.22262e+06	3.50459e+06	3.34835e+06
P07813	P07813		leuS		1.46488e+07	1.48893e+07	1.48413e+07	1.49883e+07	1.52411e+07	1.52017e+07
P07821	P07821		fhuC		498745	543277	553509	639227	539908	577615
P07862	P07862		ddlB		2.38781e+06	2.35642e+06	2.41092e+06	2.48486e+06	2.41975e+06	2.56239e+06
P07913	P07913		tdh		4.38644e+06	4.25339e+06	4.41722e+06	4.15362e+06	4.06163e+06	4.20365e+06
P08178	P08178		purM		1.71337e+06	1.67105e+06	1.79648e+06	1.93745e+06	1.67037e+06	1.8089e+06
P08179	P08179		purN		2.95932e+06	2.84449e+06	2.98403e+06	2.86633e+06	2.46333e+06	2.78567e+06
P08189	P08189		fimF		817752	788692	698804	775257	799797	709939
P08190	P08190		fimG		1.66052e+06	1.77037e+06	1.70677e+06	1.65658e+06	1.86187e+06	1.78906e+06
P08191	P08191		fimH		2.82931e+06	2.73017e+06	2.86123e+06	2.96479e+06	2.90294e+06	2.98399e+06
P08192	P08192		folC		3.77489e+06	3.9411e+06	3.81057e+06	3.93947e+06	3.8841e+06	3.91919e+06
P08200	P08200		icd		2.46342e+07	2.34172e+07	2.31894e+07	2.4919e+07	2.54663e+07	2.44848e+07
P08201	P08201		nirB		5.28978e+06	5.20621e+06	5.33075e+06	5.48313e+06	5.46705e+06	5.38431e+06
P08244	P08244		pyrF		1.00518e+07	9.95312e+06	1.03815e+07	9.69552e+06	1.02649e+07	9.84783e+06
P08245	P08245		yciH		757355	735379	673298	713972	696588	703908
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				1.06476e+06	1.03822e+06	1.07315e+06	737580	645034	851985
P08312	P08312		pheS		1.38408e+07	1.39816e+07	1.4017e+07	1.37396e+07	1.38217e+07	1.38335e+07
P08331	P08331		cpdB		3.38536e+06	3.34306e+06	3.34317e+06	3.4368e+06	3.32768e+06	3.45487e+06
P08337	P08337		mutT		1.4813e+06	1.48193e+06	1.49023e+06	1.22569e+06	1.30089e+06	1.32268e+06
P08373	P08373		murB		1.70612e+06	1.61142e+06	1.73226e+06	1.78111e+06	1.89325e+06	1.69992e+06
P08390	P08390		usg		5.5264e+06	5.58161e+06	5.51396e+06	5.82228e+06	5.81155e+06	5.51733e+06
P08395	P08395		sppA		3.11464e+06	3.02215e+06	3.17685e+06	3.11701e+06	3.10977e+06	3.08236e+06
P08506	P08506		dacC		6.14236e+06	6.10027e+06	6.14306e+06	6.36179e+06	6.21757e+06	6.44059e+06
P08622	P08622		dnaJ		6.70309e+06	6.7149e+06	6.63558e+06	6.87701e+06	6.85726e+06	6.96379e+06
P08660	P08660		lysC		2.50814e+06	2.49969e+06	2.57384e+06	2.40399e+06	2.3597e+06	2.41472e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2.30752e+06	2.31572e+06	2.31395e+06	1.29928e+06	1.30452e+06	1.14047e+06
P08839	P08839		ptsI		3.33694e+07	3.38535e+07	3.36103e+07	3.32565e+07	3.3668e+07	3.38192e+07
