Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	6	6	5.81771e+06	6.90154e+06	5.64821e+06	6.52337e+06	6.31899e+06	6.39878e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1	1.14008e+06		1.30793e+06	1.47189e+06	1.36518e+06	1.28705e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	9	9	1.23121e+07	1.31132e+07	1.25375e+07	1.29129e+07	1.18531e+07	1.27224e+07
P46118	HEXR_ECOLI	hexR	HTH-type transcriptional regulator HexR	2	2	937079	1.06372e+06	1.04091e+06		1.20795e+06	952292
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	6.38692e+06	7.08212e+06	6.03661e+06	5.63812e+06	6.68238e+06	
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	1	1	1.05373e+06	850357	718071	631023	818741	1.06073e+06
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	7	7	3.46163e+07	3.7448e+07	3.60374e+07	3.58691e+07	3.52631e+07	3.41888e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1	8.21687e+07	7.41193e+07	7.68732e+07	7.34456e+07	7.98342e+07	7.46806e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	5	5	1.21906e+07	1.08973e+07	1.41116e+07	1.18906e+07	1.23333e+07	1.22031e+07
P46837	YHGF_ECOLI	yhgF	Protein YhgF	29	29	3.51569e+07	3.71023e+07	3.59762e+07	3.69944e+07	3.59551e+07	3.6724e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	3.14098e+06	3.9498e+06	4.27126e+06	3.48789e+06	4.25123e+06	4.36265e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	12	12	3.31761e+07	3.3732e+07	3.44008e+07	3.36871e+07	3.30123e+07	3.37073e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2	2.63337e+06	3.07781e+06	2.4977e+06	2.83172e+06	1.96321e+06	3.11878e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	2	2	3.88431e+06		3.09917e+06	3.98954e+06	4.82603e+06	
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	11	11	1.58644e+07	1.29271e+07	1.33217e+07	1.39445e+07	1.47554e+07	1.35205e+07
P50456	MLC_ECOLI	mlc	Protein mlc	5	5	4.3206e+06	4.30167e+06	4.3864e+06	4.09919e+06	4.18676e+06	4.38162e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	2	2	2.92679e+06	2.86871e+06	2.31219e+06	2.20199e+06	3.34077e+06	3.01282e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	9.12565e+06	9.94763e+06	9.32932e+06	1.05643e+07	8.85382e+06	1.00175e+07
P51965ups|UB2E1_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		1	1	2.55922e+07		2.43897e+07		2.77891e+07	
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	5.10048e+06	4.13369e+06	5.91632e+06	4.82849e+06	5.23176e+06	4.55307e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	5.61853e+06	5.35056e+06	5.36518e+06	5.67878e+06	5.55818e+06	5.52921e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	2.73701e+06	3.19719e+06	2.81693e+06	3.66581e+06	3.22253e+06	4.05934e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	2.79026e+07	2.61925e+07	2.65264e+07	2.77527e+07	2.78203e+07	2.6678e+07
P52062	YGGW_ECOLI	yggW	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	1	1				1.91692e+06		1.45477e+06
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	2.64067e+06	2.82558e+06	2.23557e+06	2.24941e+06	2.15021e+06	2.26075e+06
P52095	DCLZ_ECOLI	ldcC	Lysine decarboxylase, constitutive	1	1	643260	702147		500378		779642
P52097	TILS_ECOLI	tilS	tRNA(Ile)-lysidine synthase	2	2						1.35239e+06
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.63394e+07	1.53121e+07	1.62967e+07	1.54008e+07	1.76005e+07	1.53683e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	1.97234e+07	1.93794e+07	1.96271e+07	1.85602e+07	1.95178e+07	1.89821e+07
P52126	YFJK_ECOLI	yfjK	Uncharacterized protein YfjK	1	1	2.18698e+06	2.16684e+06				
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	3	3	1.13716e+06	687418	1.28228e+06	1.16304e+06	1.2044e+06	753618
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1		446719		559263		560080
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	2	2	1.0678e+06	1.641e+06	924211	1.48392e+06	988447	1.38637e+06
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1	1.02467e+06	1.38795e+06	1.21248e+06	706818	1.53468e+06	1.12816e+06
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	12	12	3.1845e+07	3.57288e+07	3.17911e+07	3.39049e+07	3.34193e+07	3.5116e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	2.39786e+06	2.80097e+06	2.90527e+06	2.96122e+06	2.4208e+06	2.66013e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	14	14	6.14445e+06	5.32929e+06	6.25991e+06	5.17174e+06	6.14178e+06	5.9428e+06
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	8	8	1.1407e+08	1.18222e+08	1.19175e+08	1.14535e+08	1.15225e+08	1.17357e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	2	2		7.16004e+06	6.97375e+06	8.91741e+06	5.86935e+06	
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		9	9	6.32237e+07	2.47034e+06	6.34569e+07		6.25375e+07	2.92722e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	3	3	1.85253e+06	2.0473e+06		2.03549e+06		1.9592e+06
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	3	3	5.63997e+06	4.83142e+06	4.98686e+06	5.90968e+06	5.00049e+06	6.0811e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	2.35064e+06	2.43948e+06	2.62405e+06	2.39001e+06	2.55649e+06	2.74138e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	23	23	2.1818e+07	2.17152e+07	2.13331e+07	2.02017e+07	2.24487e+07	2.09449e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	18	18	7.11112e+06	7.07699e+06	7.42058e+06	7.32453e+06	7.06489e+06	6.94466e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	6	6	2.95801e+07	2.94702e+07	2.97392e+07	2.80645e+07	2.93645e+07	2.86573e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	8	8	2.58198e+07	2.58863e+07	2.52778e+07	2.56587e+07	2.46777e+07	2.63126e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	5.97503e+08	6.69298e+08	5.91416e+08	6.553e+08	6.17242e+08	6.56812e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	10	10	1.17507e+09	1.22097e+09	1.14635e+09	1.22009e+09	1.19101e+09	1.04804e+09
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	4	4	6.18025e+06	6.01341e+06	6.21388e+06	5.94414e+06	6.45768e+06	6.37586e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6	5.04428e+07	5.08061e+07	5.10105e+07	4.93419e+07	4.98468e+07	5.05844e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	7	7	8.51968e+06	9.97875e+06	8.95268e+06	9.02587e+06	8.61277e+06	8.85029e+06
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	2	2	7.9364e+06	6.83061e+06	8.12458e+06	6.09748e+06	7.61139e+06	7.05462e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	9.35358e+08	9.19268e+08	9.53459e+08	9.23469e+08	9.78467e+08	9.45838e+08
P60651	SPEB_ECOLI	speB	Agmatinase	5	5	1.02969e+08	1.01909e+08	9.73302e+07	1.02526e+08	1.05389e+08	1.03282e+08
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	11	11	6.26147e+06	6.92118e+06	6.8357e+06	7.09567e+06	6.8466e+06	6.85307e+06
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	11	11	7.01364e+07	7.36509e+07	7.15649e+07	7.29715e+07	6.99302e+07	7.36031e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	2	2		1.32668e+06	1.20591e+06	1.44408e+06	1.54345e+06	1.4263e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	15	15	8.19188e+08	8.41249e+08	8.61784e+08	8.20974e+08	8.15695e+08	7.79854e+08
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	10	10	1.3751e+07	1.29184e+07	1.2941e+07	1.30589e+07	1.40187e+07	1.26446e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	5	5	1.16579e+07	1.16844e+07	1.19043e+07	1.16339e+07	1.18313e+07	1.1532e+07
P60785	LEPA_ECOLI	lepA	Elongation factor 4	18	18	3.3694e+07	3.19994e+07	3.332e+07	3.20578e+07	3.34897e+07	3.23195e+07
P60869	YBJL_ECOLI	ybjL	Putative transport protein YbjL	1	1	767918	511892	703609	626186	748870	724755
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	21	21	8.94362e+07	8.62208e+07	8.87543e+07	8.57298e+07	8.82876e+07	8.58093e+07
P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	3	3		1.56792e+06	1.84754e+06		1.53691e+06	1.70615e+06
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11	8.13201e+08	9.18283e+08	8.04559e+08	9.05767e+08	8.14118e+08	8.94328e+08
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	11	11	3.9888e+07	4.25769e+07	4.1464e+07	4.1504e+07	4.07684e+07	4.08408e+07
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	11	11	1.64334e+07	1.74427e+07	1.77429e+07	1.65801e+07	1.81375e+07	1.69913e+07
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9	6.96498e+07	6.97773e+07	6.83851e+07	6.76478e+07	6.75903e+07	7.0405e+07
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		3	3	1.26663e+08		1.28747e+08		1.23061e+08	
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	10	10	2.09836e+08	2.18717e+08	2.05615e+08	2.25201e+08	2.09489e+08	2.17962e+08
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		3	3	2.78382e+07		2.87048e+07		2.8212e+07	
P61887	RMLA2_ECOLI	rmlA2	Glucose-1-phosphate thymidylyltransferase 2	3	3	3.2599e+06	3.70922e+06	3.62722e+06	3.35235e+06	3.29856e+06	3.49951e+06
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	15	15	8.41928e+07	9.00151e+07	8.48519e+07	8.90337e+07	8.38398e+07	8.913e+07
P61949	FLAV_ECOLI	fldA	Flavodoxin-1	6	6	1.37305e+08	1.3387e+08	1.45253e+08	1.35103e+08	1.44834e+08	1.37345e+08
P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	19	19	1.24627e+09	1.27025e+09	1.24922e+09	1.19126e+09	1.2555e+09	1.2224e+09
P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H	4	4		1.23156e+06		1.3645e+06	922006	1.06351e+06
P62556	SOPA_ECOLI	sopA	Protein SopA	8	8	1.98126e+07	1.98793e+07	2.03717e+07	2.02653e+07	2.0067e+07	2.07006e+07
P62558	SOPB_ECOLI	sopB	Protein SopB	10	10	2.39144e+07	2.39199e+07	2.37674e+07	2.32493e+07	2.34292e+07	2.39929e+07
P62601	TREF_ECOLI	treF	Cytoplasmic trehalase	2	2	210493	426911		304917	231532	317860
P62615	ISPE_ECOLI	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	2	2	7.03445e+06	7.81213e+06	7.21074e+06	7.5402e+06	7.38673e+06	7.56402e+06
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	4	4	1.01948e+07	8.61156e+06	9.34518e+06	7.52791e+06	9.72614e+06	9.16943e+06
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	20	20	2.51483e+07	2.59838e+07	2.5835e+07	2.6514e+07	2.57609e+07	2.56755e+07
P62623	ISPH_ECOLI	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	8	8	7.55548e+06	7.90339e+06	8.25153e+06	7.15277e+06	7.6554e+06	7.97797e+06
P62672	APAG_ECOLI	apaG	Protein ApaG	2	2	4.8354e+06	4.82798e+06	4.9215e+06	4.98915e+06	4.81093e+06	4.89353e+06
P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	19	19	2.14879e+08	2.17075e+08	2.25687e+08	2.14716e+08	2.0953e+08	2.16129e+08
P62768	YAEH_ECOLI	yaeH	UPF0325 protein YaeH	11	11	3.02887e+07	3.15209e+07	3.01375e+07	2.96831e+07	3.04095e+07	3.09849e+07
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		7	7	1.22602e+08		1.24163e+08		1.26631e+08	
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		4	4	1.89733e+07	1.01587e+06	1.90235e+07	980094	1.82843e+07	1.42724e+06
P63020	NFUA_ECOLI	nfuA	Fe/S biogenesis protein NfuA	6	6	6.32238e+07	6.74515e+07	6.771e+07	7.07216e+07	6.09856e+07	6.79408e+07
P63165ups|SUMO1_HUMAN_UPS	Small	Small		19	19	9.45953e+07		9.56471e+07		9.51747e+07	
P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	8	8	2.23298e+07	2.20782e+07	2.0225e+07	2.07715e+07	2.31785e+07	2.15629e+07
P63183	KUP_ECOLI	kup	Low affinity potassium transport system protein kup	2	2	811730		853700	810316	897128	897012
P63204	GADE_ECOLI	gadE	Transcriptional regulator GadE	1	1		469946		699366		
P63224	GMHA_ECOLI	gmhA	Phosphoheptose isomerase	10	10	1.91555e+08	1.9377e+08	1.87513e+08	1.94598e+08	1.90771e+08	1.93156e+08
P63228	GMHB_ECOLI	gmhB	D,D-heptose 1,7-bisphosphate phosphatase	3	3	1.35578e+07	1.52511e+07	1.27474e+07	1.42285e+07	1.34268e+07	1.35219e+07
P63235	GADC_ECOLI	gadC	Probable glutamate/gamma-aminobutyrate antiporter	3	3	2.50592e+07	2.34714e+07	2.47782e+07	2.43415e+07	2.42191e+07	2.36437e+07
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		5	5	7.8838e+07	1.44417e+06	7.47299e+07	1.9255e+06	8.04137e+07	
P63284	CLPB_ECOLI	clpB	Chaperone protein ClpB	54	54	6.25381e+07	5.88708e+07	6.26961e+07	5.99713e+07	6.17607e+07	5.98658e+07
P63386	MLAF_ECOLI	mlaF	Probable phospholipid import ATP-binding protein MlaF	3	3	2.89357e+06	2.61994e+06	2.68952e+06	2.67096e+06	3.03741e+06	2.64868e+06
P63389	YHES_ECOLI	yheS	Uncharacterized ABC transporter ATP-binding protein YheS	13	13	6.32298e+06	6.29235e+06	6.59641e+06	6.10897e+06	6.887e+06	6.12297e+06
P63417	YHBS_ECOLI	yhbS	Uncharacterized N-acetyltransferase YhbS	6	6	4.04551e+07	3.98346e+07	3.92446e+07	3.95651e+07	4.05898e+07	3.97515e+07
P63883	AMIC_ECOLI	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	8	8	4.16836e+06	4.04087e+06	4.4651e+06	4.2464e+06	4.42537e+06	3.87049e+06
P64423	ZNTB_ECOLI	zntB	Zinc transport protein ZntB	1	1	1.87919e+06	1.56557e+06	1.54926e+06	2.09959e+06	1.60852e+06	1.84117e+06
P64429	YPFJ_ECOLI	ypfJ	Uncharacterized protein YpfJ	3	3	7.01544e+06	6.67747e+06	5.86351e+06	7.09936e+06	6.66868e+06	6.71033e+06
P64451	YDCL_ECOLI	ydcL	Uncharacterized lipoprotein YdcL	2	2	1.61576e+07	1.52753e+07	1.60422e+07	1.56393e+07	1.58135e+07	1.54451e+07
P64455	YDCY_ECOLI	ydcY	Uncharacterized protein YdcY	1	1	5.46456e+07	5.41607e+07	4.93614e+07	5.39223e+07	5.32703e+07	5.28017e+07
P64463	YDFZ_ECOLI	ydfZ	Putative selenoprotein YdfZ	4	4	2.05347e+08	1.75061e+08	2.06697e+08	1.77937e+08	1.97311e+08	1.79795e+08
P64467	CNU_ECOLI	cnu	OriC-binding nucleoid-associated protein	4	4	2.74334e+07	2.97608e+07	2.90955e+07	2.80717e+07	2.8862e+07	2.70852e+07
P64476	YDIH_ECOLI	ydiH	Uncharacterized protein YdiH	2	2	5.34411e+06	5.44693e+06	5.34817e+06	5.51961e+06	5.92068e+06	5.68048e+06
P64483	YEAK_ECOLI	yeaK	Uncharacterized protein YeaK	3	3	1.14204e+07	9.82718e+06	1.25257e+07	1.01165e+07	1.19585e+07	1.02578e+07
P64493	YOAF_ECOLI	yoaF	Uncharacterized protein YoaF	1	1	1.31828e+06	1.41752e+06	1.30032e+06	965202	1.61353e+06	1.39477e+06
P64499	YEBO_ECOLI	yebO	Uncharacterized protein YebO	3	3	1.93575e+07	1.77624e+07	1.88362e+07	1.91784e+07	1.8587e+07	2.00387e+07
P64506	YEBY_ECOLI	yebY	Uncharacterized protein YebY	1	1	3.50604e+06	3.46249e+06	3.15908e+06	3.11219e+06	3.7331e+06	3.3798e+06
P64519	YODD_ECOLI	yodD	Uncharacterized protein YodD	2	2	1.31468e+06	1.01284e+06	1.45114e+06	1.14757e+06	951395	1.16878e+06
P64530	RCNR_ECOLI	rcnR	Transcriptional repressor RcnR	2	2	1.44058e+06	1.72631e+06	2.10374e+06	1.47089e+06	2.60372e+06	2.05652e+06
P64534	RCNB_ECOLI	rcnB	Nickel/cobalt homeostasis protein RcnB	4	4	2.27499e+07	2.6657e+07	2.74417e+07	2.57766e+07	2.7218e+07	2.63483e+07
P64540	YFCL_ECOLI	yfcL	Uncharacterized protein YfcL	3	3	3.46725e+07	3.43394e+07	2.98952e+07	3.29621e+07	3.46213e+07	3.38482e+07
P64545	YFGG_ECOLI	yfgG	Uncharacterized protein YfgG	1	1	2.49131e+06	2.96512e+06	2.13344e+06	2.79631e+06	3.03443e+06	2.74579e+06
P64548	YFIR_ECOLI	yfiR	Uncharacterized protein YfiR	1	1	1.18848e+06	1.41234e+06	1.46643e+06	1.50808e+06	1.52349e+06	1.34488e+06
P64554	QUEE_ECOLI	queE	7-carboxy-7-deazaguanine synthase	7	7	2.76855e+07	2.7994e+07	2.92649e+07	2.63789e+07	2.72558e+07	2.72704e+07
P64559	CPTB_ECOLI	cptB	Antitoxin CptB	2	2	2.95932e+06	2.59054e+06	2.60404e+06	2.75592e+06	2.33528e+06	2.66433e+06
P64564	YGGT_ECOLI	yggT	Uncharacterized protein YggT	2	2	5.94979e+06	6.1037e+06	6.22038e+06	5.47067e+06	6.20992e+06	6.86243e+06
P64581	YQJD_ECOLI	yqjD	Uncharacterized protein YqjD	4	4	2.47003e+08	2.04887e+08	2.64975e+08	2.29999e+08	2.52965e+08	2.43774e+08
P64585	YQJE_ECOLI	yqjE	Inner membrane protein YqjE	1	1	2.19853e+06	1.73512e+06	1.87866e+06	1.99811e+06	2.18651e+06	1.89954e+06
P64588	YQJI_ECOLI	yqjI	Transcriptional regulator YqjI	5	5	6.36205e+06	5.0953e+06	6.03658e+06	4.96704e+06	5.66575e+06	5.09399e+06
P64596	YRAP_ECOLI	yraP	Uncharacterized protein YraP	9	9	4.74991e+07	4.86754e+07	5.07577e+07	4.84801e+07	4.92835e+07	4.80948e+07
P64599	YHBT_ECOLI	yhbT	Uncharacterized protein YhbT	7	7	2.34917e+07	2.42641e+07	2.38424e+07	2.38806e+07	2.48875e+07	2.37135e+07
P64602	MLAB_ECOLI	mlaB	Probable phospholipid ABC transporter-binding protein MlaB	1	1	6.52746e+06	5.6355e+06	5.78311e+06	5.61509e+06	5.95117e+06	6.42821e+06
P64604	MLAD_ECOLI	mlaD	Probable phospholipid ABC transporter-binding protein MlaD	6	6	5.11866e+07	5.15934e+07	5.14149e+07	5.17529e+07	5.20304e+07	5.26548e+07
P64606	MLAE_ECOLI	mlaE	Probable phospholipid ABC transporter permease protein MlaE	2	2		831289				797919
P64612	YHCM_ECOLI	yhcM	Uncharacterized protein YhcM	5	5	4.51406e+06	5.14804e+06	5.25836e+06	4.67766e+06	4.70944e+06	4.77916e+06
P64624	YHEO_ECOLI	yheO	Uncharacterized protein YheO	4	4	1.06974e+07	1.05927e+07	1.00036e+07	9.89023e+06	8.93943e+06	1.00516e+07
P64636	YRFG_ECOLI	yrfG	GMP/IMP nucleotidase YrfG	2	2	1.00184e+07	7.46596e+06	9.67389e+06	9.77303e+06	1.02342e+07	9.20863e+06
P65292	YGDI_ECOLI	ygdI	Uncharacterized lipoprotein YgdI	1	1				2.02028e+06		
P65367	YQCA_ECOLI	yqcA	Uncharacterized protein YqcA	2	2	7.83753e+06	7.25457e+06	8.71419e+06	7.64614e+06	7.88308e+06	7.74616e+06
P65556	YFCD_ECOLI	yfcD	Uncharacterized Nudix hydrolase YfcD	7	7	5.67771e+06	6.44092e+06	6.10448e+06	6.0977e+06	6.59044e+06	6.43014e+06
P65870	QUED_ECOLI	queD	6-carboxy-5,6,7,8-tetrahydropterin synthase	4	4	1.02322e+07	1.05881e+07	1.04395e+07	1.10741e+07	9.80058e+06	1.08147e+07
P66817	DIAA_ECOLI	diaA	DnaA initiator-associating protein DiaA	3	3	1.1973e+07	1.2455e+07	1.227e+07	1.34435e+07	1.15809e+07	1.25856e+07
P66948	YFGC_ECOLI	yfgC	TPR repeat-containing protein YfgC	7	7	1.11867e+07	1.03453e+07	1.12822e+07	1.12067e+07	1.12006e+07	1.06081e+07
P67080	YGGS_ECOLI	yggS	UPF0001 protein YggS	7	7	8.26743e+06	7.57563e+06	8.30528e+06	8.02662e+06	7.90157e+06	7.75184e+06
P67087	RSMI_ECOLI	rsmI	Ribosomal RNA small subunit methyltransferase I	7	7	2.69803e+07	2.72774e+07	2.7211e+07	2.89595e+07	2.96125e+07	2.89395e+07
P67095	YFCE_ECOLI	yfcE	Phosphodiesterase YfcE	2	2	1.82278e+07	2.038e+07	1.89554e+07	1.95922e+07	1.8692e+07	1.98182e+07
P67244	YQHA_ECOLI	yqhA	UPF0114 protein YqhA	2	2	558991	801027	522200	762754	728952	727963
P67338	YOAH_ECOLI	yoaH	UPF0181 protein YoaH	1	1	2.60185e+06	2.84718e+06	2.93082e+06	2.1904e+06	2.66261e+06	2.2187e+06
P67601	YOBD_ECOLI	yobD	UPF0266 membrane protein YobD	1	1	446272	575550	424549	446540	383292	558174
P67603	YQFB_ECOLI	yqfB	UPF0267 protein YqfB	5	5	1.13751e+07	1.44898e+07	1.16317e+07	1.39078e+07	1.21696e+07	1.50669e+07
P67660	YHAJ_ECOLI	yhaJ	Uncharacterized HTH-type transcriptional regulator YhaJ	7	7	4.96658e+06	4.43385e+06	4.80972e+06	4.72334e+06	4.99443e+06	4.50858e+06
P67826	CUTC_ECOLI	cutC	Copper homeostasis protein CutC	4	4	6.36816e+06	6.30596e+06	6.8768e+06	6.40091e+06	7.77516e+06	6.60863e+06
P67910	HLDD_ECOLI	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	23	23	1.3615e+08	1.41744e+08	1.41873e+08	1.40247e+08	1.37887e+08	1.41948e+08
P68066	GRCA_ECOLI	grcA	Autonomous glycyl radical cofactor	13	13	1.9545e+09	1.97203e+09	1.94879e+09	1.97318e+09	1.92627e+09	2.00821e+09
P68187	MALK_ECOLI	malK	Maltose/maltodextrin import ATP-binding protein MalK	7	7	1.14227e+07	1.03062e+07	1.07699e+07	1.15229e+07	1.17812e+07	1.08361e+07
P68191	SRA_ECOLI	sra	Stationary-phase-induced ribosome-associated protein	2	2	2.72101e+07	2.91225e+07	2.50958e+07	3.06341e+07	2.74954e+07	2.98087e+07
P68206	YJBJ_ECOLI	yjbJ	UPF0337 protein YjbJ	2	2	1.95995e+07	2.14449e+07	1.60259e+07	2.08963e+07	2.08383e+07	2.0815e+07
P68398	TADA_ECOLI	tadA	tRNA-specific adenosine deaminase	1	1	1.38129e+06		1.21767e+06	1.08924e+06	940948	
P68567	RSMJ_ECOLI	rsmJ	Ribosomal RNA small subunit methyltransferase J	3	3	870479	647896	814906	713392	742846	677394
P68679	RS21_ECOLI	rpsU	30S ribosomal protein S21	6	6	6.12116e+08	5.87925e+08	6.09662e+08	5.9494e+08	6.26665e+08	6.02133e+08
P68688	GLRX1_ECOLI	grxA	Glutaredoxin-1	2	2	8.89503e+06	1.07154e+07	8.9465e+06	8.17522e+06	1.00964e+07	9.48248e+06
P68699	ATPL_ECOLI	atpE	ATP synthase subunit c	1	1	1.76898e+07	1.41204e+07	1.9602e+07	1.19176e+07	1.93316e+07	1.14457e+07
P68767	AMPA_ECOLI	pepA	Cytosol aminopeptidase	12	12	2.65954e+07	2.74984e+07	2.58818e+07	2.73654e+07	2.61836e+07	2.77048e+07
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		11	11	1.05626e+08	5.91565e+06	1.0309e+08	5.55746e+06	1.10808e+08	5.80801e+06
P68919	RL25_ECOLI	rplY	50S ribosomal protein L25	7	7	8.16923e+08	9.30089e+08	8.44463e+08	9.00619e+08	8.30917e+08	9.06801e+08
P69222	IF1_ECOLI	infA	Translation initiation factor IF-1	4	4	1.71317e+08	1.94528e+08	1.68569e+08	1.93427e+08	1.61754e+08	1.88434e+08
P69228	BAER_ECOLI	baeR	Transcriptional regulatory protein BaeR	12	12	8.21427e+06	7.93601e+06	8.45483e+06	7.57649e+06	8.08574e+06	7.39721e+06
