Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML
P00550	PTM3C_ECOLI	mtlA	PTS system mannitol-specific EIICBA component	4	4	3.35628e+06	3.0891e+06	4.10581e+06	3.8626e+06	4.1743e+06	3.64562e+06
P00561	AK1H_ECOLI	thrA	Bifunctional aspartokinase/homoserine dehydrogenase 1	13	13	1.43322e+07	1.59905e+07	1.43659e+07	1.50825e+07	1.60009e+07	1.58902e+07
P00562	AK2H_ECOLI	metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	17	17	7.30007e+06	8.78864e+06	7.33264e+06	7.70972e+06	7.73578e+06	7.34506e+06
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	20	19	1.37181e+08	1.42981e+08	1.30474e+08	1.38609e+08	1.39241e+08	1.39513e+08
P00582	DPO1_ECOLI	polA	DNA polymerase I	45	45	2.441e+07	2.29088e+07	2.37367e+07	2.44569e+07	2.41146e+07	2.34644e+07
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		1	1	3.08036e+07	1.68484e+07	3.77314e+07	1.46098e+07	3.48297e+07	1.39668e+07
P00803	LEP_ECOLI	lepB	Signal peptidase I	6	6	1.70353e+07	1.74502e+07	1.65715e+07	1.51776e+07	1.66167e+07	1.6775e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	18	18	1.43958e+08	1.46048e+08	1.41157e+08	1.48463e+08	1.45422e+08	1.44537e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	6	6	6.99992e+06	5.52149e+06	5.56759e+06	6.19191e+06	6.71009e+06	6.03492e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2	1.3964e+06	1.48813e+06	1.43777e+06	1.25826e+06	1.56647e+06	1.39027e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	41	41	6.08619e+07	6.20231e+07	6.27222e+07	6.23688e+07	6.22686e+07	6.29414e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4	6.2038e+06	5.81416e+06	4.99931e+06	5.46194e+06	6.3306e+06	5.49687e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	8	7	1.01269e+07	8.63119e+06	9.7581e+06	9.64739e+06	9.57428e+06	9.7313e+06
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	2	2	1.17719e+06	1.06141e+06	1.49972e+06	1.32872e+06	1.24473e+06	1.46275e+06
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.1936e+06	1.11478e+06	1.14167e+06	1.21445e+06	1.16144e+06	875965
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	5	5	1.41321e+06	1.92353e+06	1.40195e+06	1.50691e+06	1.82099e+06	
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10	6.54473e+07	3.0756e+07	6.52176e+07	2.55255e+07	6.56139e+07	2.89707e+07
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		9	9	9.3272e+07	3.97832e+07	9.25193e+07	3.80201e+07	9.63008e+07	3.76793e+07
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	3.40635e+06	3.1094e+06	2.85594e+06	3.15555e+06	3.01736e+06	2.86878e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.76751e+07	1.68762e+07	1.88972e+07	1.73512e+07	1.89948e+07	1.75141e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.31474e+06	2.83115e+06	2.611e+06	2.35429e+06	2.16232e+06	2.0782e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	3	3		2.86496e+06	3.00309e+06	2.30621e+06	2.36037e+06	2.81106e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	12	12	5.63635e+07	5.69048e+07	5.45434e+07	5.45233e+07	5.47635e+07	5.43753e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	11	11	8.50126e+07	8.17977e+07	8.62009e+07	8.53107e+07	7.84331e+07	8.26993e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	40	40	1.26766e+08	1.18372e+08	1.26289e+08	1.26354e+08	1.24591e+08	1.23241e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	43	43	1.24703e+08	1.15423e+08	1.23691e+08	1.21757e+08	1.23174e+08	1.22653e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	33	33	6.1512e+07	6.09325e+07	6.07545e+07	6.05987e+07	5.9227e+07	6.14114e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.34239e+07	3.62743e+07	3.13364e+07	3.47784e+07	3.36689e+07	3.36157e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	40	40	8.08113e+07	7.68253e+07	7.8803e+07	8.10852e+07	7.97733e+07	8.00878e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	29	29	7.92834e+07	7.34285e+07	8.0178e+07	8.04188e+07	7.89571e+07	7.97373e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	9	9	9.52883e+07	1.13543e+08	1.03341e+08	1.0674e+08	9.46236e+07	1.08876e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	35	35	2.01188e+07	2.1245e+07	2.05278e+07	2.05447e+07	2.03369e+07	2.05504e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		15	15	7.25322e+07	2.96886e+07	7.24553e+07	3.09379e+07	6.81956e+07	3.07312e+07
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8	5.09014e+07	1.76545e+07	4.83194e+07	2.06764e+07	4.82119e+07	2.08039e+07
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		3	3	6.56288e+07	2.78581e+07	6.64334e+07	2.68132e+07	6.48467e+07	2.57771e+07
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	1.96228e+07	9.24402e+06	2.07229e+07	7.86511e+06	2.13598e+07	7.652e+06
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1	3.79883e+07	1.65626e+07	3.62091e+07	1.15516e+07	3.75006e+07	1.20488e+07
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7	4.79375e+07	2.34219e+07	4.86395e+07	1.87739e+07	4.77845e+07	1.83669e+07
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		6	6	7.17103e+07	2.91633e+07	7.05355e+07	2.79209e+07	7.13577e+07	2.82134e+07
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		8	8	8.53505e+07	3.29148e+07	8.99657e+07	3.23949e+07	8.22739e+07	3.35548e+07
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	7.86556e+08	5.96274e+08	7.68184e+08	7.87402e+08	7.90011e+08	7.38538e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	1.05248e+09	9.79283e+08	1.08126e+09	1.02446e+09	1.01956e+09	1.02821e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	7.71215e+08	7.34969e+08	7.82739e+08	8.28601e+08	7.73286e+08	8.16027e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		4	4	1.01768e+07	3.53998e+06	9.87632e+06	3.92176e+06	9.36624e+06	3.58769e+06
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		2	2	9.24955e+06	3.65025e+06	9.00874e+06	3.20453e+06	9.46528e+06	2.65371e+06
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		22	22	1.33064e+08	5.5593e+07	1.40453e+08	5.47898e+07	1.35625e+08	5.45016e+07
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		18	18	7.98899e+07	3.05134e+07	7.82625e+07	3.31993e+07	8.02078e+07	3.09833e+07
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		22	22	7.44656e+07	2.99741e+07	7.20551e+07	2.96523e+07	7.44196e+07	3.01713e+07
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	7	7	1.95017e+08	2.03408e+08	2.05302e+08	1.80915e+08	1.83318e+08	1.62736e+08
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	15	15	2.14565e+07	2.3104e+07	1.99393e+07	2.3015e+07	2.28481e+07	2.14787e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.28624e+07	4.57657e+07	4.49354e+07	4.21795e+07	4.3966e+07	4.2761e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.26078e+08	1.34583e+08	1.27397e+08	1.29573e+08	1.25128e+08	1.30571e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	16	15	2.04911e+08	2.27159e+08	1.96204e+08	2.07257e+08	2.01094e+08	2.00045e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	1	1	1.32378e+06	1.56088e+06	1.25941e+06	1.59126e+06	1.36982e+06	1.42627e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	14	14	4.52208e+07	4.37238e+07	4.30346e+07	4.37961e+07	4.46213e+07	4.30718e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	9.14625e+06	8.94108e+06	9.70972e+06	9.96536e+06	1.00341e+07	1.01872e+07
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	13	13	7.30864e+06	7.62041e+06	7.06056e+06	6.90138e+06	7.50311e+06	7.28528e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	2	2	2.10672e+06		2.00526e+06	2.28017e+06	2.08869e+06	
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	7.88788e+06	9.04415e+06	8.82792e+06	7.76793e+06	8.5313e+06	8.70313e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	2	2	2.26377e+06	2.40777e+06	2.04412e+06	1.81621e+06	2.1885e+06	1.83536e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	7.35008e+06	7.70235e+06	7.80055e+06	7.5345e+06	7.44482e+06	7.45959e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.90648e+07	3.35113e+07	3.87156e+07	3.94395e+07	4.10817e+07	3.97794e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	7	7	3.3204e+07	3.22247e+07	3.06143e+07	3.30199e+07	3.24514e+07	3.31123e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	8	8	3.44679e+07	3.19676e+07	3.31199e+07	3.29048e+07	3.38597e+07	3.27452e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		16	16	2.82772e+07	1.23463e+07	2.84187e+07	1.1705e+07	2.86842e+07	1.14314e+07
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	25	25	8.32949e+07	8.42357e+07	8.57442e+07	8.40859e+07	8.40858e+07	8.42792e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	13	13	2.02026e+07	1.97378e+07	1.99505e+07	1.89101e+07	2.02092e+07	1.98898e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.37795e+07	3.4941e+07	3.38872e+07	3.45886e+07	3.29314e+07	3.46376e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	4	4	2.46773e+07	2.86636e+07	2.74854e+07	2.53348e+07	2.50974e+07	2.45632e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	24	24	1.47684e+08	1.48817e+08	1.42976e+08	1.41521e+08	1.40104e+08	1.42941e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	26	26	8.03615e+07	7.70653e+07	7.89324e+07	7.94086e+07	8.00971e+07	7.97299e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	3	3	7.79104e+06	7.90016e+06	7.91003e+06	7.66559e+06	8.19285e+06	7.69028e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.08796e+08	4.28643e+08	3.86199e+08	4.13592e+08	3.95309e+08	4.0889e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.4209e+07	3.66529e+07	3.43779e+07	3.46673e+07	3.45486e+07	3.43089e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	4	4	967522	939562	1.00542e+06	976852	1.02453e+06	1.01259e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	5.61835e+06	5.785e+06	6.12275e+06	5.4742e+06	5.59777e+06	5.92609e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	2	2	1.48909e+06	2.41094e+06	1.6542e+06	1.74219e+06	1.80499e+06	1.83289e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	8.82624e+06	8.26845e+06	8.81108e+06	8.74512e+06	9.62022e+06	8.47643e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	2.19895e+07	2.23754e+07	2.17145e+07	2.02824e+07	2.16366e+07	1.99314e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.23378e+06	6.38398e+06	5.64976e+06	4.80583e+06	5.85137e+06	5.49745e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	34	34	2.08674e+08	2.06556e+08	2.09908e+08	2.09193e+08	2.02097e+08	2.10436e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	5.43485e+06	6.00407e+06	5.83868e+06	5.29413e+06	5.40801e+06	5.42358e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	5	5	2.68591e+07	2.64569e+07	2.53125e+07	2.24614e+07	2.76514e+07	2.65568e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		9	9	7.61471e+07	2.70435e+07	7.98474e+07	2.85692e+07	7.16748e+07	2.91199e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	12	12	5.58951e+06	6.19561e+06	5.44558e+06	6.19927e+06	6.12802e+06	6.00834e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15	2.54855e+07	2.60636e+07	2.68233e+07	2.55811e+07	2.59769e+07	2.50416e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2	391816	508293	460663	359385	628182	346593
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	1.05124e+07	8.12081e+06	1.09537e+07	9.242e+06	9.29475e+06	9.99451e+06
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	2	2	870301		1.08519e+06		711788	
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	5	5	1.11536e+07	1.25799e+07	1.0815e+07	1.06986e+07	1.10399e+07	1.09943e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	14	14	1.37348e+07	1.28012e+07	1.38922e+07	1.2751e+07	1.25884e+07	1.35133e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	15	15	2.26777e+07	2.40217e+07	2.24914e+07	2.30311e+07	2.21236e+07	2.31224e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	16	16	9.0535e+06	1.03936e+07	9.28936e+06	9.22706e+06	8.85525e+06	8.91015e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	3	3	9.61361e+06	1.04271e+07	8.77442e+06	9.15278e+06	9.54707e+06	9.46306e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	23	23	5.42382e+07	5.3394e+07	5.50579e+07	5.45015e+07	5.22122e+07	5.36974e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	3.87512e+07	4.0381e+07	3.32929e+07	3.17626e+07	3.38788e+07	3.93877e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	21	21	2.30949e+07	2.22169e+07	2.40747e+07	2.39498e+07	2.35342e+07	2.25905e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	7.51795e+06	6.6918e+06	7.54849e+06	6.95232e+06	7.24144e+06	7.10297e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		18	18	3.41328e+07	1.44909e+07	3.38776e+07	1.35037e+07	3.41171e+07	1.36471e+07
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	7	7	6.17036e+07	6.24572e+07	6.07502e+07	5.59835e+07	6.09711e+07	5.59376e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	1.57776e+06		1.60502e+06	1.37637e+06	1.64904e+06	1.72083e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	25	25	2.79211e+07	3.0362e+07	2.63481e+07	2.75529e+07	2.76471e+07	2.68818e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	8.45471e+06	1.07802e+07	8.19677e+06	1.01506e+07	7.98522e+06	1.03517e+07
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	4.55911e+06	4.84627e+06	4.85014e+06	4.76626e+06	4.89874e+06	5.0502e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	9	9	6.426e+06	6.40816e+06	5.41186e+06	5.93393e+06	6.31455e+06	5.27953e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	14	14	2.72407e+07	2.49871e+07	2.62622e+07	2.57784e+07	2.65955e+07	2.54199e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	4	4	2.87069e+06	3.07691e+06	3.16834e+06	3.37399e+06	2.9738e+06	3.00886e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	2.5156e+06	2.37209e+06	2.55067e+06	2.96179e+06	2.79569e+06	2.63011e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		16	16	4.47035e+07	1.77069e+07	4.21193e+07	1.76415e+07	4.13936e+07	1.72467e+07
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	6	6	3.85685e+06	4.59399e+06	4.10375e+06	3.52584e+06	4.18374e+06	4.07271e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	38	38	3.08146e+08	2.88583e+08	3.08849e+08	3.05798e+08	3.09391e+08	3.02866e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	10	10	9.69259e+06	9.75345e+06	9.4403e+06	9.4396e+06	1.00701e+07	9.0384e+06
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.9463e+07	8.86972e+07	8.59231e+07	9.06478e+07	8.94336e+07	8.99184e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	18	18	7.23455e+07	7.39184e+07	7.32493e+07	7.41979e+07	7.39415e+07	7.32583e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	8	8	6.67875e+06	5.88297e+06	6.84383e+06	6.85096e+06	6.9291e+06	7.07185e+06
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	5.59138e+07	5.34777e+07	5.949e+07	5.71565e+07	5.63172e+07	5.76532e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.26716e+07	1.51678e+07	1.29461e+07	1.31498e+07	1.30974e+07	1.29464e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	6	6	4.37611e+06	3.94355e+06	4.51727e+06	3.92801e+06	4.26039e+06	4.20365e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	3.08667e+06	2.91033e+06	3.33544e+06	3.23342e+06	3.15469e+06	3.09088e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	4	4	1.46085e+08	1.23348e+08	1.47556e+08	1.43914e+08	1.51178e+08	1.47623e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	4.25196e+06	4.19524e+06	4.28429e+06	3.40487e+06	4.14286e+06	3.35944e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	18	15	1.42211e+09	1.59457e+09	1.35106e+09	1.53136e+09	1.40155e+09	1.46839e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	6	6	5.16463e+06	4.44286e+06	4.58726e+06	4.71732e+06	5.16352e+06	5.05784e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	2	2	2.39784e+06	1.84741e+06	2.33414e+06	2.1441e+06	1.68915e+06	2.23948e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	12	12	2.04867e+07	2.14193e+07	2.14475e+07	2.15875e+07	2.01733e+07	2.12715e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.11691e+07	1.17756e+07	1.16943e+07	1.10081e+07	1.19105e+07	1.12751e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	15	15	3.15388e+07	3.03629e+07	3.24286e+07	3.19936e+07	3.1853e+07	3.22891e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	16	16	6.83526e+07	7.20967e+07	6.58787e+07	6.64468e+07	6.61593e+07	6.44968e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	10	10	2.25755e+07	2.27321e+07	2.30194e+07	2.21803e+07	2.2132e+07	2.24932e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	16	14	6.82362e+07	6.33959e+07	6.87597e+07	6.53208e+07	6.96812e+07	6.6621e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	4.06947e+06	2.92206e+06	4.3413e+06	3.63905e+06	4.33307e+06	3.75995e+06
P07023	TYRA_ECOLI	tyrA	T-protein	9	9	7.61516e+06	8.32056e+06	7.81558e+06	7.77686e+06	8.11635e+06	7.92293e+06
P07024	USHA_ECOLI	ushA	Protein UshA	13	13	2.51241e+07	2.42108e+07	2.42004e+07	2.42276e+07	2.48365e+07	2.38382e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	4.41802e+06	5.031e+06	4.85512e+06	4.67462e+06	4.86567e+06	4.75336e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	2	2	1.6936e+06	1.89067e+06	2.41654e+06	1.64984e+06	1.86175e+06	1.49513e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	46	46	1.15902e+08	1.11331e+08	1.18587e+08	1.13823e+08	1.17174e+08	1.15994e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	3.6459e+06	4.50109e+06	4.06815e+06	4.40816e+06	3.76036e+06	4.19853e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	15	15	1.13574e+07	1.15055e+07	1.09328e+07	1.07883e+07	1.06074e+07	1.03184e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	3	3	379654			492175	498937	560775
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	38	38	9.32716e+07	9.6596e+07	9.19786e+07	9.62984e+07	9.16078e+07	9.51284e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	10	10	7.38681e+06	7.99993e+06	8.13962e+06	7.58374e+06	7.15246e+06	7.29761e+06
