Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)					749923	698386	671261	596677	189751
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)					2.17341e+06	2.24633e+06	2.23416e+06	1.16706e+06	
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)					534396	535137	635621		
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)					1.83262e+06	1.80356e+06	1.91343e+06		
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)					1.60866e+06	1.55195e+06	1.61387e+06		
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)					1.16976e+06	1.20398e+06	1.21901e+06		
P02358	P02358		rpsF		1.12067e+08	1.27248e+08	1.29015e+08	1.30929e+08	1.13602e+08	1.07428e+08
P02359	P02359		rpsG		9.9394e+07	1.00596e+08	9.95792e+07	9.82115e+07	9.91821e+07	9.82084e+07
P02413	P02413		rplO		1.19815e+08	1.23478e+08	1.22614e+08	1.22981e+08	1.20124e+08	1.18372e+08
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				3.28251e+06	4.34616e+06	4.47054e+06	4.31531e+06	3.53653e+06	2.4668e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				595351	1.58354e+06	1.58213e+06	1.58393e+06	913533	1.49147e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				736603	1.1465e+06	1.14784e+06	1.143e+06	658246	774375
P02918	P02918		mrcA		3.02264e+06	2.7181e+06	3.06946e+06	2.91654e+06	3.01007e+06	2.95267e+06
P02919	P02919		mrcB		1.58534e+06	1.56841e+06	1.66156e+06	1.6005e+06	1.52296e+06	1.57e+06
P02925	P02925		rbsB		5.92535e+06	6.14608e+06	6.01421e+06	5.95952e+06	5.98302e+06	5.9002e+06
P02930	P02930		tolC		2.29121e+07	2.4361e+07	2.34684e+07	2.46124e+07	2.39206e+07	2.25616e+07
P02931	P02931		ompF		3.51842e+07	3.51712e+07	3.56767e+07	3.53659e+07	3.54773e+07	3.40645e+07
P02942	P02942		tsr		1.25473e+07	1.37563e+07	1.41273e+07	1.35877e+07	1.26887e+07	1.24394e+07
P02943	P02943		lamB		1.45308e+06	1.62192e+06	1.54083e+06	1.62259e+06	1.44844e+06	1.54449e+06
P03004	P03004		dnaA		2.17303e+06	2.24112e+06	2.30408e+06	2.13819e+06	2.17439e+06	2.33936e+06
P03007	P03007		dnaQ		727237	660646	715944	767506	581170	762994
P03018	P03018		uvrD		4.10872e+06	3.7428e+06	3.87292e+06	3.91266e+06	4.0204e+06	3.90382e+06
P03024	P03024		galR		2.09029e+06	1.84586e+06	1.88411e+06	2.06559e+06	2.05798e+06	1.74462e+06
P03817	P03817		mioC		8.41068e+06	8.55072e+06	8.04432e+06	8.44586e+06	7.72225e+06	8.44151e+06
P03841	P03841		malM		9.33474e+06	8.9451e+06	9.67466e+06	9.9e+06	9.3885e+06	9.63976e+06
P04036	P04036		dapB		4.73111e+06	4.74708e+06	4.80354e+06	4.73808e+06	4.57476e+06	4.72626e+06
P04079	P04079		guaA		1.42814e+07	1.45196e+07	1.44738e+07	1.45409e+07	1.45828e+07	1.44853e+07
P04128	P04128		fimA		569012	584849	524830	591300	594094	440070
P04335	P04335		frsA		4.34642e+06	4.30086e+06	4.34146e+06	4.27157e+06	4.12262e+06	4.27146e+06
P04425	P04425		gshB		7.42862e+06	7.62337e+06	7.58654e+06	7.68961e+06	7.50399e+06	7.17493e+06
P04693	P04693		tyrB		3.60445e+06	3.77598e+06	3.77366e+06	3.74509e+06	3.72172e+06	3.57914e+06
P04805	P04805		gltX		2.16126e+07	2.24291e+07	2.21864e+07	2.20931e+07	2.20851e+07	2.26118e+07
P04825	P04825		pepN		1.46877e+07	1.51482e+07	1.56587e+07	1.49518e+07	1.4901e+07	1.5148e+07
P04846	P04846		nlpA		3.09782e+06	3.26801e+06	3.08378e+06	3.29142e+06	3.07692e+06	3.19184e+06
P04949	P04949		fliC		3.49205e+07	3.6137e+07	3.49195e+07	3.67303e+07	3.65917e+07	3.44812e+07
P04951	P04951		kdsB		3.9631e+06	3.9487e+06	3.90313e+06	4.10472e+06	3.87248e+06	4.09779e+06
P04982	P04982		rbsD		967262	1.08278e+06	1.10315e+06	1.09334e+06	1.20029e+06	1.20285e+06
P04994	P04994		xseA		901706	915860	938907	886816	810538	800349
P04995	P04995		sbcB		1.18309e+07	1.28405e+07	1.26374e+07	1.25634e+07	1.25063e+07	1.22926e+07
P05020	P05020		pyrC		6.1114e+06	6.20861e+06	6.25023e+06	6.08327e+06	6.00144e+06	6.21031e+06
P05041	P05041		pabB		1.63061e+06	1.56295e+06	1.55734e+06	1.64218e+06	1.48015e+06	1.5535e+06
P05055	P05055		pnp		3.03491e+07	3.15185e+07	3.15698e+07	3.16498e+07	3.02539e+07	3.08784e+07
P05100	P05100		tag		1.30746e+06	1.45556e+06	1.36474e+06	1.49737e+06	1.42122e+06	1.41107e+06
P05194	P05194		aroD		1.10906e+06	1.2637e+06	1.21302e+06	1.17511e+06	1.01229e+06	1.10259e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				710288	1.9955e+06	2.02371e+06	1.93433e+06	715504	
P05458	P05458		ptrA		1.21775e+06	1.15064e+06	1.20772e+06	1.15247e+06	1.16887e+06	1.13898e+06
P05459	P05459		pdxB		5.6122e+06	5.73997e+06	5.68755e+06	5.63833e+06	5.49718e+06	5.52607e+06
P05523	P05523		mutM		297222	363738	436644	358612	293889	356127
P05637	P05637		apaH		1.40259e+06	1.3427e+06	1.67638e+06	1.55142e+06	1.41473e+06	1.42851e+06
P05706	P05706		srlB		780603	772220	909547	935913	928151	671821
P05719	P05719		hsdS		1.23129e+06	1.19487e+06	1.13868e+06	1.17458e+06	1.17948e+06	1.10395e+06
P05791	P05791		ilvD		2.98883e+06	2.96474e+06	2.79961e+06	2.95341e+06	2.88746e+06	2.87148e+06
P05793	P05793		ilvC		6.62679e+06	7.04585e+06	7.09864e+06	6.94858e+06	6.9156e+06	7.03866e+06
P05825	P05825		fepA		1.91783e+06	1.97255e+06	2.0014e+06	1.95454e+06	2.00881e+06	1.90367e+06
P05852	P05852		gcp		2.44326e+06	2.49607e+06	2.59463e+06	2.46488e+06	2.41419e+06	2.58613e+06
P06129	P06129		btuB		1.38182e+07	1.42852e+07	1.42673e+07	1.41335e+07	1.41645e+07	1.42964e+07
P06136	P06136		ftsQ		2.14988e+06	2.08939e+06	2.07687e+06	2.11057e+06	1.95527e+06	1.95346e+06
P06149	P06149		dld		6.0853e+06	6.17276e+06	6.10949e+06	5.88232e+06	5.79637e+06	5.82371e+06
P06282	P06282		cdh		3.00416e+06	3.03648e+06	3.08654e+06	3.00614e+06	2.80873e+06	3.14538e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)					600805	493715	496604		
P06610	P06610		btuE		7.24658e+06	7.70609e+06	7.65425e+06	7.51427e+06	7.21123e+06	7.17148e+06
P06612	P06612		topA		5.37129e+06	5.39997e+06	5.31227e+06	5.41657e+06	5.4096e+06	5.39826e+06
P06616	P06616		era		3.5883e+06	3.50806e+06	3.36618e+06	3.43918e+06	3.68762e+06	3.49238e+06
P06709	P06709		birA		814956	819879	867411	890484	770898	919254
P06710	P06710		dnaX		1.29068e+06	1.24873e+06	1.38196e+06	1.36479e+06	1.30108e+06	1.36744e+06
P06715	P06715		gor		2.88455e+06	2.9226e+06	2.98543e+06	2.88881e+06	2.93851e+06	2.88694e+06
P06721	P06721		metC		630123	554328	591467	473353	594654	557502
P06722	P06722		mutH		945156	889669	1.01202e+06	944569	868474	941415
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)					577966	613514	611872		340182
P06846	P06846		ebgR		1.42036e+06	1.36047e+06	1.3194e+06	1.33692e+06	1.39498e+06	1.37013e+06
P06959	P06959		aceF		5.72945e+07	5.81372e+07	5.70764e+07	5.76164e+07	5.6847e+07	5.58551e+07
P06961	P06961		cca		1.48292e+06	1.57729e+06	1.56471e+06	1.55259e+06	1.47009e+06	1.40417e+06
P06968	P06968		dut		7.69862e+06	7.73696e+06	7.7822e+06	7.7634e+06	8.02285e+06	7.52038e+06
P06971	P06971		fhuA		1.33799e+07	1.35893e+07	1.34897e+07	1.32039e+07	1.3088e+07	1.3442e+07
P06974	P06974		fliM		1.69551e+06	1.63847e+06	1.76792e+06	1.62586e+06	1.67504e+06	1.72244e+06
P06983	P06983		hemC		1.04531e+07	1.05505e+07	1.07446e+07	1.06102e+07	1.057e+07	1.0362e+07
P06986	P06986		hisC		4.21112e+06	4.16877e+06	4.08736e+06	4.01257e+06	4.02587e+06	4.15277e+06
P06987	P06987		hisB		1.05842e+06	1.06322e+06	1.06578e+06	1.106e+06	1.05523e+06	1.03602e+06
P06988	P06988		hisD		2.46106e+06	2.33988e+06	2.57389e+06	2.59552e+06	2.49105e+06	2.46171e+06
P06992	P06992		rsmA		2.30055e+06	2.33825e+06	2.20099e+06	2.31462e+06	2.37073e+06	2.26114e+06
P06993	P06993		malT						300366	
P06996	P06996		ompC		1.91936e+08	1.86885e+08	1.84558e+08	1.91562e+08	1.93087e+08	1.88909e+08
P06999	P06999		pfkB		2.56382e+06	2.46764e+06	2.38972e+06	2.47086e+06	2.51514e+06	2.49237e+06
P07000	P07000		pldB		480400	539479	542813	486030	545056	522848
P07001	P07001		pntA		2.70697e+06	2.68975e+06	2.51833e+06	2.6327e+06	2.57881e+06	2.59239e+06
P07003	P07003		poxB		2.35207e+06	2.38099e+06	2.34537e+06	2.43726e+06	2.44596e+06	2.41799e+06
P07004	P07004		proA		1.8521e+07	1.81567e+07	1.89242e+07	1.85309e+07	1.80847e+07	1.85802e+07
P07012	P07012		prfB		8.2931e+06	8.86775e+06	8.94523e+06	8.88229e+06	8.65047e+06	8.6227e+06
P07014	P07014		sdhB		4.67214e+06	4.49569e+06	4.63823e+06	4.67836e+06	4.53102e+06	4.63301e+06
P07017	P07017		tar		4.50697e+06	4.52406e+06	4.43984e+06	4.47982e+06	4.45096e+06	4.46352e+06
P07021	P07021		yfiB		822092	814657	827458	858088	775077	800363
P07023	P07023		tyrA		2.34468e+06	2.48485e+06	2.31738e+06	2.32627e+06	2.37782e+06	2.3055e+06
P07024	P07024		ushA		4.81607e+06	4.76016e+06	4.73729e+06	4.82217e+06	4.59373e+06	4.36228e+06
P07026	P07026		sdiA		1.73263e+06	1.62314e+06	1.58863e+06	1.69803e+06	1.6766e+06	1.65765e+06
P07117	P07117		putP		357105	348990	386863	380134	369297	456578
P07118	P07118		valS		2.16644e+07	2.23163e+07	2.25733e+07	2.20299e+07	2.19436e+07	2.18284e+07
P07330	P07330		cheB		1.41922e+06	1.43634e+06	1.34444e+06	1.49961e+06	1.51946e+06	1.45823e+06
P07363	P07363		cheA		1.70483e+06	1.67077e+06	1.68899e+06	1.74191e+06	1.72978e+06	1.6954e+06
P07395	P07395		pheT		1.44115e+07	1.42266e+07	1.40616e+07	1.42935e+07	1.43257e+07	1.45473e+07
P07604	P07604		tyrR		2.43574e+06	2.48204e+06	2.56028e+06	2.49027e+06	2.35097e+06	2.50746e+06
P07639	P07639		aroB		3.17235e+06	3.0937e+06	3.10433e+06	3.12232e+06	3.13389e+06	3.0712e+06
P07649	P07649		truA		1.84669e+06	1.93226e+06	1.92372e+06	1.9485e+06	1.91739e+06	1.86051e+06
P07650	P07650		deoA		5.71899e+06	5.51584e+06	5.62677e+06	5.74632e+06	5.65231e+06	5.49992e+06
P07658	P07658		fdhF		798065	774022	804041	802776	781592	762189
P07762	P07762		glgB		2.64948e+06	2.51312e+06	2.72427e+06	2.61385e+06	2.52888e+06	2.59103e+06
P07813	P07813		leuS		1.3845e+07	1.42088e+07	1.46621e+07	1.42983e+07	1.40323e+07	1.42575e+07
P07821	P07821		fhuC		858970	916579	872593	885313	845003	927618
P07822	P07822		fhuD		498902	444409	526308	501641	366099	533143
P07862	P07862		ddlB		5.29105e+06	5.46753e+06	5.35812e+06	5.46199e+06	5.17389e+06	5.52261e+06
P07913	P07913		tdh		3.90105e+06	3.83784e+06	3.72395e+06	3.8764e+06	3.9917e+06	3.76573e+06
P08178	P08178		purM		1.50183e+06	1.58015e+06	1.6157e+06	1.48704e+06	1.67633e+06	1.68206e+06
P08179	P08179		purN		2.9374e+06	3.04477e+06	2.90875e+06	2.94661e+06	2.9244e+06	2.63783e+06
P08189	P08189		fimF		961741	1.13605e+06	1.11346e+06	1.10615e+06	1.03947e+06	1.02666e+06
P08190	P08190		fimG		2.15752e+06	2.03024e+06	2.25626e+06	2.15245e+06	2.32349e+06	2.27496e+06
P08191	P08191		fimH		2.79701e+06	2.70762e+06	2.76552e+06	2.79927e+06	2.78791e+06	2.92611e+06
P08192	P08192		folC		2.99818e+06	3.02317e+06	2.94775e+06	2.99131e+06	3.03341e+06	3.04614e+06
P08194	P08194		glpT		292000	202679	299706	275660	225813	
P08200	P08200		icd		1.19281e+07	1.26922e+07	1.30742e+07	1.24828e+07	1.19507e+07	1.22393e+07
P08201	P08201		nirB		5.04348e+06	4.95553e+06	4.91574e+06	4.96949e+06	5.00156e+06	4.94016e+06
P08244	P08244		pyrF		9.13833e+06	9.1698e+06	9.52266e+06	9.28882e+06	8.96773e+06	9.39521e+06
P08245	P08245		yciH		710152	697054	692645	682856	745704	746030
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)					296513	290017	353073		
P08312	P08312		pheS		1.28698e+07	1.28786e+07	1.28637e+07	1.30154e+07	1.28572e+07	1.27497e+07
P08331	P08331		cpdB		2.39479e+06	2.37912e+06	2.4078e+06	2.43736e+06	2.38377e+06	2.34565e+06
P08337	P08337		mutT		1.07324e+06	825930	891884	903348	985605	1.0145e+06
P08373	P08373		murB		1.69579e+06	1.64301e+06	1.75917e+06	1.61705e+06	1.66559e+06	1.80493e+06
P08390	P08390		usg		4.96096e+06	5.26822e+06	5.39631e+06	5.33371e+06	4.94474e+06	4.91379e+06
P08395	P08395		sppA		4.47598e+06	4.43311e+06	4.4469e+06	4.48485e+06	4.58393e+06	4.60284e+06
P08506	P08506		dacC		5.77379e+06	6.00007e+06	5.9804e+06	5.98863e+06	5.80735e+06	5.67792e+06
P08622	P08622		dnaJ		5.83522e+06	5.72347e+06	5.88161e+06	5.8836e+06	5.75925e+06	5.80503e+06
P08660	P08660		lysC		2.38968e+06	2.27045e+06	2.21928e+06	2.27167e+06	2.31058e+06	2.3688e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)					650110	703462	587888		
P08839	P08839		ptsI		4.12402e+07	4.15536e+07	4.24783e+07	4.19973e+07	4.12253e+07	4.09726e+07
P08956	P08956		hsdR		2.22049e+06	2.20711e+06	2.20539e+06	2.1845e+06	2.1174e+06	2.06457e+06
P08957	P08957		hsdM		1.10726e+07	1.10654e+07	1.1223e+07	1.12548e+07	1.10753e+07	1.12262e+07
P08997	P08997		aceB		979826	860740	850512	838548	929927	855626
P09029	P09029		purK		1.06902e+06	989645	1.03798e+06	1.0548e+06	1.06513e+06	1.04627e+06
P09030	P09030		xthA		2.75386e+06	2.7234e+06	2.67718e+06	2.76377e+06	2.83702e+06	2.69236e+06
P09053	P09053		avtA		2.29888e+06	2.39007e+06	2.17388e+06	2.21039e+06	2.19854e+06	2.23541e+06
P09126	P09126		hemD		1.41797e+06	1.41065e+06	1.35685e+06	1.39936e+06	1.35721e+06	1.37381e+06
P09127	P09127		hemX		1.125e+07	1.12481e+07	1.11802e+07	1.09774e+07	1.09958e+07	1.14599e+07
P09147	P09147		galE		4.84338e+06	4.94134e+06	5.03004e+06	4.94617e+06	4.94725e+06	4.85463e+06
P09148	P09148		galT		1.88056e+06	1.77516e+06	1.87218e+06	1.91808e+06	1.8055e+06	1.73639e+06
P09152	P09152		narG		4.79135e+06	4.75895e+06	4.83893e+06	4.8851e+06	4.7688e+06	4.68394e+06
P09155	P09155		rnd		1.5599e+07	1.46381e+07	1.49955e+07	1.5023e+07	1.52155e+07	1.43844e+07
P09158	P09158		speE		6.71531e+06	6.55337e+06	6.29761e+06	6.53867e+06	6.70628e+06	6.5092e+06
P09169	P09169		ompT		3.46932e+06	3.50174e+06	3.46065e+06	3.61499e+06	3.74972e+06	3.66305e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				1.57328e+06	892375	812742	954180	751250	896449
P09323	P09323		nagE		556522	670068	588488	630318	652882	703158
P09348	P09348		motA		942944	999926	1.00114e+06	988941	972546	901774
P09372	P09372		grpE		4.2738e+07	4.72106e+07	4.98062e+07	4.89461e+07	4.55541e+07	4.13247e+07
P09373	P09373		pflB		2.20183e+08	2.42697e+08	2.37857e+08	2.38723e+08	2.19726e+08	2.15916e+08
P09394	P09394		glpQ		5.38684e+06	5.41418e+06	5.5451e+06	5.5758e+06	5.41454e+06	5.26593e+06
P09424	P09424		mtlD		2.22915e+06	2.19415e+06	2.20119e+06	2.14522e+06	2.19042e+06	2.26194e+06
P09546	P09546		putA		1.81419e+06	1.75982e+06	1.83089e+06	1.82959e+06	1.8184e+06	1.84494e+06
P09549	P09549		dedD		1.25936e+06	1.28101e+06	1.42767e+06	1.26624e+06	1.22512e+06	1.28357e+06
P09831	P09831		gltB		5.23362e+06	5.13561e+06	5.11691e+06	5.22765e+06	5.31166e+06	5.18584e+06
P09832	P09832		gltD		2.84572e+06	2.84714e+06	2.76431e+06	2.97281e+06	2.9356e+06	2.70523e+06
P09996	P09996		yidB		419500	409276	390177	300869	355951	335535
P0A698	P0A698		uvrA		2.66991e+06	2.55672e+06	2.65529e+06	2.65547e+06	2.51598e+06	2.57569e+06
P0A6A0	P0A6A0		ubiB		1.67192e+06	1.5157e+06	1.5961e+06	1.52984e+06	1.58758e+06	1.71523e+06
P0A6A3	P0A6A3		ackA		1.24192e+08	1.29592e+08	1.27424e+08	1.29572e+08	1.27979e+08	1.23991e+08
P0A6A8	P0A6A8		acpP		1.56204e+08	1.46329e+08	1.44817e+08	1.49631e+08	1.54092e+08	1.50602e+08
