Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P0ACP5	P0ACP5		gntR		558690	503439	572220	625260	465050	518830
P0ACP7	P0ACP7		purR		5.50305e+06	4.93157e+06	5.23694e+06	5.53349e+06	5.27352e+06	5.26917e+06
P0ACQ4	P0ACQ4		oxyR		4.9232e+06	4.79122e+06	4.97014e+06	4.90575e+06	4.88812e+06	4.84714e+06
P0ACR4	P0ACR4		yeiE		2.81164e+06	2.58956e+06	2.76629e+06	2.72751e+06	2.64896e+06	2.65739e+06
P0ACR9	P0ACR9		mprA		9.25246e+06	8.97257e+06	9.04457e+06	9.25726e+06	9.08551e+06	9.12913e+06
P0ACU5	P0ACU5		fabR		3.067e+06	3.17337e+06	3.14996e+06	3.16868e+06	3.09674e+06	3.25684e+06
P0ACU7	P0ACU7		yjdC		1.93543e+06	1.77446e+06	2.14447e+06	1.97366e+06	1.94242e+06	2.05642e+06
P0ACV8	P0ACV8		ymjA		480620	563758	476223	490392	540180	516578
P0ACX5	P0ACX5		ydhZ		2.28157e+06	2.40266e+06	2.40593e+06	2.19548e+06	2.23913e+06	1.98662e+06
P0ACY1	P0ACY1		ydjA		1.1069e+07	1.08519e+07	1.15039e+07	1.12889e+07	1.10666e+07	1.06194e+07
P0ACY3	P0ACY3		yeaG		886276	863339	822997	953819	832406	842913
P0ACY9	P0ACY9		yebG		850984	603136	777663	839624	633505	708216
P0ACZ2	P0ACZ2		etp		1.87903e+06	1.73646e+06	1.81595e+06	1.85472e+06	1.86432e+06	1.71342e+06
P0ACZ4	P0ACZ4		evgA		2.00183e+06	1.91874e+06	2.03685e+06	1.93228e+06	1.86111e+06	1.86927e+06
P0AD05	P0AD05		yecA		7.33018e+06	7.37926e+06	7.60445e+06	7.33567e+06	7.32692e+06	7.2372e+06
P0AD07	P0AD07		yecF		3.68031e+06	3.75694e+06	3.464e+06	3.67249e+06	3.74666e+06	3.82562e+06
P0AD10	P0AD10		yecJ		3.49356e+06	3.36173e+06	3.30684e+06	3.31882e+06	3.36719e+06	3.23799e+06
P0AD12	P0AD12		yeeZ		1.05947e+07	1.01064e+07	1.07092e+07	1.08696e+07	1.10327e+07	1.05692e+07
P0AD24	P0AD24		yejL		3.89679e+06	3.5827e+06	4.06616e+06	4.04905e+06	3.51265e+06	3.66392e+06
P0AD33	P0AD33		yfcZ		4.9624e+07	3.95194e+07	5.06046e+07	5.06502e+07	3.90624e+07	4.17071e+07
P0AD44	P0AD44		yfhG		823969	837766	817391	800933	740740	819613
P0AD49	P0AD49		raiA		6.33178e+06	6.65753e+06	6.29954e+06	6.61547e+06	6.51903e+06	6.3034e+06
P0AD57	P0AD57		ispB		889695	966161	761088	754530	969756	821797
P0AD59	P0AD59		ivy		2.49842e+06	2.74726e+06	2.43803e+06	2.51763e+06	2.63543e+06	2.52805e+06
P0AD61	P0AD61		pykF		4.77799e+07	4.68286e+07	4.71266e+07	4.75489e+07	4.60042e+07	4.65811e+07
P0AD68	P0AD68		ftsI		1.4351e+06	1.37842e+06	1.26986e+06	1.35868e+06	1.42198e+06	1.28507e+06
P0ADA1	P0ADA1		tesA		649971	524810	689048	744540	724475	585050
P0ADA3	P0ADA3		nlpD		5.84821e+06	6.28095e+06	5.79242e+06	6.04836e+06	6.0926e+06	6.27138e+06
P0ADA5	P0ADA5		yajG		1.69528e+07	1.75036e+07	1.65182e+07	1.63983e+07	1.77681e+07	1.82159e+07
P0ADA7	P0ADA7		osmB		1.87488e+06	1.95768e+06	1.59794e+06	1.75711e+06	1.73368e+06	1.33194e+06
P0ADB1	P0ADB1		osmE		1.54615e+07	1.61192e+07	1.56422e+07	1.52263e+07	1.59046e+07	1.50515e+07
P0ADB7	P0ADB7		ecnB		1.11848e+07	1.22828e+07	1.21081e+07	1.1543e+07	1.14863e+07	1.10613e+07
P0ADC1	P0ADC1		lptE		1.1653e+06	759823	1.18421e+06	1.13605e+06	776830	723504
P0ADC3	P0ADC3		lolC		1.95878e+06	2.09559e+06	1.92553e+06	1.9054e+06	1.95941e+06	2.32545e+06
P0ADC6	P0ADC6		lptG		573550	599988	538823	572762	607269	586286
P0ADE4	P0ADE4		tamA		4.24275e+06	3.97435e+06	4.27678e+06	4.2238e+06	4.15663e+06	4.14726e+06
P0ADE6	P0ADE6		ygaU		558036	472391	509797	533972	435231	465527
P0ADE8	P0ADE8		ygfZ		1.09639e+07	1.09869e+07	1.09139e+07	1.04925e+07	1.13543e+07	1.06016e+07
P0ADF6	P0ADF6		edd		1.15415e+06	929040	887121	880969	711062	843765
P0ADG4	P0ADG4		suhB		1.19963e+07	1.16532e+07	1.23391e+07	1.21466e+07	1.17702e+07	1.16867e+07
P0ADG7	P0ADG7		guaB		3.19238e+07	3.09e+07	3.13928e+07	3.15236e+07	3.19642e+07	3.1114e+07
P0ADH5	P0ADH5		fimB		966150	902985	979496	891215	882200	961222
P0ADI7	P0ADI7		yecD		7.8568e+06	7.37619e+06	7.7675e+06	7.7529e+06	7.45232e+06	6.61267e+06
P0ADK0	P0ADK0		yiaF		1.34542e+07	1.35552e+07	1.32725e+07	1.33706e+07	1.30879e+07	1.35223e+07
P0ADK8	P0ADK8		yibL		8.60446e+06	8.44106e+06	8.33804e+06	8.17012e+06	8.8863e+06	7.68284e+06
P0ADN2	P0ADN2		yifE		5.78113e+06	5.66779e+06	5.76585e+06	5.82039e+06	5.87215e+06	5.66727e+06
P0ADP0	P0ADP0		yigB		1.16356e+06	1.0729e+06	1.10533e+06	1.12509e+06	1.13695e+06	1.12002e+06
P0ADP7	P0ADP7		yigP		1.29014e+06	1.31207e+06	1.47835e+06	1.34826e+06	1.28404e+06	1.25416e+06
P0ADP9	P0ADP9		yihD		4.53399e+06	4.63042e+06	4.51843e+06	4.53966e+06	4.96261e+06	4.81371e+06
P0ADQ7	P0ADQ7		ygaM		1.23324e+07	1.37813e+07	1.18677e+07	1.25085e+07	1.30256e+07	1.3008e+07
P0ADR6	P0ADR6		rlmM		3.47244e+06	3.53452e+06	3.18336e+06	3.19894e+06	3.7215e+06	3.55756e+06
P0ADR8	P0ADR8		ygdH		9.62906e+06	9.60056e+06	9.50393e+06	9.69955e+06	9.54933e+06	9.9032e+06
P0ADS2	P0ADS2		zapA		1.53241e+07	1.48563e+07	1.46637e+07	1.52243e+07	1.53202e+07	1.49251e+07
P0ADS6	P0ADS6		yggE		5.07564e+06	4.80742e+06	5.01037e+06	5.02803e+06	4.71444e+06	4.98853e+06
P0ADS9	P0ADS9		yggN		1.67311e+06	1.50725e+06	1.60637e+06	1.63295e+06	1.55179e+06	1.62142e+06
P0ADT2	P0ADT2		ygiB		711694	632581	683867	634660	584488	701272
P0ADT5	P0ADT5		ygiC		2.99237e+06	3.06415e+06	3.15074e+06	2.85085e+06	3.03993e+06	2.78848e+06
P0ADT8	P0ADT8		ygiM		4.11785e+06	3.93748e+06	3.97638e+06	4.10787e+06	4.07364e+06	3.85614e+06
P0ADU2	P0ADU2		ygiN		8.66378e+06	8.53276e+06	8.96456e+06	8.63434e+06	8.55761e+06	8.63489e+06
P0ADU5	P0ADU5		ygiW		7.02489e+06	6.91042e+06	7.21362e+06	7.01811e+06	7.10344e+06	6.66333e+06
P0ADV1	P0ADV1		lptA		3.20732e+06	3.21051e+06	3.30102e+06	3.57403e+06	3.07955e+06	2.78474e+06
P0ADV5	P0ADV5		yhbW		1.17271e+06	1.06879e+06	1.25489e+06	1.00122e+06	995657	1.05599e+06
P0ADV7	P0ADV7		mlaC		1.06317e+07	1.00861e+07	1.04654e+07	1.03249e+07	1.02299e+07	1.05355e+07
P0ADW3	P0ADW3		yhcB		2.99919e+07	3.05216e+07	3.00579e+07	3.01182e+07	3.06644e+07	3.03049e+07
P0ADX1	P0ADX1		yhfA		4.4157e+06	4.41912e+06	4.49109e+06	4.65447e+06	4.61215e+06	4.74232e+06
P0ADY1	P0ADY1		ppiD		2.23691e+07	2.25045e+07	2.23806e+07	2.24723e+07	2.21946e+07	2.22314e+07
P0ADY3	P0ADY3		rplN		5.23568e+07	4.91075e+07	5.16041e+07	5.06032e+07	4.7416e+07	4.77124e+07
P0ADY7	P0ADY7		rplP		4.5542e+07	4.2574e+07	4.46914e+07	4.51543e+07	4.07706e+07	4.08849e+07
P0ADZ0	P0ADZ0		rplW		8.30951e+06	8.54149e+06	8.51589e+06	8.49886e+06	8.5516e+06	8.11155e+06
P0ADZ4	P0ADZ4		rpsO		1.41104e+08	1.30915e+08	1.36347e+08	1.43209e+08	1.28774e+08	1.2811e+08
P0ADZ7	P0ADZ7		yajC		1.99201e+07	2.01265e+07	2.10645e+07	2.09548e+07	1.83835e+07	1.80502e+07
P0AE01	P0AE01		trmJ		4.11692e+06	4.00906e+06	4.14592e+06	4.05349e+06	3.93077e+06	4.12478e+06
P0AE06	P0AE06		acrA		1.98332e+07	1.96474e+07	1.99352e+07	1.99832e+07	1.96285e+07	1.92568e+07
P0AE08	P0AE08		ahpC		2.4807e+07	2.41331e+07	2.49121e+07	2.50878e+07	2.49698e+07	2.51244e+07
P0AE12	P0AE12		amn		950088	979249	923589	980649	992983	951041
P0AE18	P0AE18		map		9.93894e+06	9.27013e+06	1.01732e+07	1.01213e+07	9.56777e+06	9.59038e+06
P0AE22	P0AE22		aphA		1.71809e+06	1.51209e+06	1.62904e+06	1.70921e+06	1.69804e+06	1.57558e+06
P0AE39	P0AE39		ypdB		1.25367e+06	1.34339e+06	1.31735e+06	1.27999e+06	1.39185e+06	1.42661e+06
P0AE45	P0AE45		ytfL		207643	227796	259929	199411	120699	214364
P0AE48	P0AE48		ytfP		3.74627e+06	3.84957e+06	3.72871e+06	3.90189e+06	3.75274e+06	3.85326e+06
P0AE52	P0AE52		bcp		1.82359e+07	1.84496e+07	1.83619e+07	1.91581e+07	1.88669e+07	1.85768e+07
P0AE60	P0AE60		cedA		1.1328e+06	1.20672e+06	1.08088e+06	1.14977e+06	1.28196e+06	1.32068e+06
P0AE67	P0AE67		cheY		1.47294e+06	1.59742e+06	1.51355e+06	1.43431e+06	1.69446e+06	1.60394e+06
P0AE74	P0AE74		citT		562972	508959	555181	662812	440735	457152
P0AE78	P0AE78		corC		850514	934617	924515	861836	853595	877635
P0AE82	P0AE82		cpxA		1.55063e+06	1.56262e+06	1.47646e+06	1.51515e+06	1.56951e+06	1.66412e+06
P0AE85	P0AE85		cpxP		696880	852714	741154	874849	863303	794614
P0AE88	P0AE88		cpxR		4.25009e+06	4.45076e+06	4.29359e+06	4.1978e+06	4.21695e+06	4.23163e+06
P0AE91	P0AE91		creA		3.53619e+06	3.38102e+06	3.55612e+06	3.58333e+06	3.51553e+06	3.44484e+06
P0AEB2	P0AEB2		dacA		7.50823e+06	7.40923e+06	7.79025e+06	7.43416e+06	7.36304e+06	7.30488e+06
P0AEB7	P0AEB7		yoaB		1.02279e+07	1.10923e+07	9.75271e+06	9.60069e+06	1.06148e+07	9.70116e+06
P0AEC3	P0AEC3		arcB		289059		223315	284420		
P0AED0	P0AED0		uspA		9.36745e+06	8.57836e+06	9.91093e+06	1.01582e+07	8.59668e+06	8.38645e+06
P0AED5	P0AED5		uvrY		3.23533e+06	3.25906e+06	3.28823e+06	3.16646e+06	2.91771e+06	3.03306e+06
P0AED7	P0AED7		dapE		4.28386e+06	4.1796e+06	4.21116e+06	4.2857e+06	4.1604e+06	4.26014e+06
P0AED9	P0AED9		dcm		369698	442849	357772	322551	410536	418458
P0AEE1	P0AEE1		dcrB		8.0738e+06	8.31234e+06	8.34648e+06	7.62769e+06	8.03218e+06	8.08209e+06
P0AEE3	P0AEE3		degS		655421	639203	825104	863076	727620	721042
P0AEE5	P0AEE5		mglB		2.14019e+06	2.26876e+06	2.00208e+06	2.02833e+06	2.05734e+06	1.96857e+06
P0AEF4	P0AEF4		dpiA		1.85128e+06	1.75927e+06	1.74356e+06	1.82735e+06	1.79011e+06	1.63975e+06
P0AEG4	P0AEG4		dsbA		5.75039e+06	5.36268e+06	5.36249e+06	5.12766e+06	5.40056e+06	5.65454e+06
P0AEG6	P0AEG6		dsbC		2.32773e+06	1.92776e+06	2.38607e+06	2.44095e+06	2.06273e+06	2.35021e+06
P0AEH1	P0AEH1		rseP		1.23002e+06	1.16254e+06	1.21856e+06	1.23765e+06	948200	1.11614e+06
P0AEH5	P0AEH5		elaB		1.82606e+06	1.48788e+06	1.73429e+06	1.68407e+06	1.6393e+06	2.00079e+06
P0AEI1	P0AEI1		miaB		1.07238e+07	1.09378e+07	1.03177e+07	1.07621e+07	1.10591e+07	1.10258e+07
P0AEI4	P0AEI4		rimO		5.01606e+06	4.54096e+06	4.68096e+06	4.62474e+06	4.82323e+06	4.68845e+06
P0AEI6	P0AEI6		nudJ		2.67302e+06	2.5323e+06	2.70977e+06	2.65471e+06	2.61714e+06	2.43947e+06
P0AEK2	P0AEK2		fabG		8.03626e+07	7.92812e+07	8.11436e+07	8.1996e+07	7.97202e+07	7.77598e+07
P0AEK4	P0AEK4		fabI		5.74248e+07	5.75445e+07	5.72839e+07	5.74778e+07	5.71189e+07	5.46473e+07
P0AEL6	P0AEL6		fepB		2.10138e+06	1.85197e+06	1.97217e+06	2.06602e+06	1.77044e+06	1.92302e+06
P0AEM0	P0AEM0		fkpB		1.51799e+06	1.88916e+06	1.48127e+06	1.40704e+06	1.73556e+06	1.9137e+06
P0AEM4	P0AEM4		flgM		1.96307e+06	2.03235e+06	1.99352e+06	2.02488e+06	2.05285e+06	1.81915e+06
P0AEM6	P0AEM6		fliA		2.52535e+06	2.56796e+06	2.29833e+06	2.52581e+06	2.56933e+06	2.68986e+06
P0AEM9	P0AEM9		fliY		7.2537e+06	6.83613e+06	7.13401e+06	7.30027e+06	7.04144e+06	6.95797e+06
P0AEN1	P0AEN1		fre		9.1262e+06	9.86935e+06	8.82293e+06	9.2819e+06	9.97758e+06	9.87397e+06
P0AEN4	P0AEN4		ftsL		1.06108e+06	1.11613e+06	1.02972e+06	1.10832e+06	1.00552e+06	1.18529e+06
P0AEN8	P0AEN8		fucU		4.82639e+06	5.12391e+06	4.86471e+06	4.88357e+06	5.34745e+06	5.1995e+06
P0AEP3	P0AEP3		galU		2.44217e+07	2.42208e+07	2.50737e+07	2.45805e+07	2.42051e+07	2.34643e+07
P0AEQ3	P0AEQ3		glnH		1.49837e+07	1.4396e+07	1.56655e+07	1.51434e+07	1.48417e+07	1.44336e+07
P0AEQ6	P0AEQ6		glnP		2.20689e+06	2.36213e+06	2.34482e+06	2.23974e+06	2.54093e+06	2.67953e+06
P0AES0	P0AES0		gsp		2.42634e+06	2.39262e+06	2.47543e+06	2.34665e+06	2.30341e+06	2.44827e+06
P0AES2	P0AES2		gudD		1.7976e+06	1.91969e+06	1.73402e+06	1.63884e+06	1.78647e+06	1.69901e+06
P0AES4	P0AES4		gyrA		1.41662e+07	1.43157e+07	1.4072e+07	1.40721e+07	1.44075e+07	1.4206e+07
P0AES6	P0AES6		gyrB		8.11996e+06	7.9726e+06	8.11831e+06	8.24072e+06	8.11443e+06	8.16804e+06
P0AES9	P0AES9		hdeA		6.18292e+06	6.37374e+06	6.1267e+06	6.52508e+06	6.49866e+06	6.65945e+06
P0AET2	P0AET2		hdeB		8.98372e+06	9.90723e+06	8.73316e+06	9.3758e+06	1.00523e+07	9.63897e+06
P0AET8	P0AET8		hdhA		1.51677e+06	1.08396e+06	1.39929e+06	1.55427e+06	1.12895e+06	1.19748e+06
P0AEU0	P0AEU0		hisJ		3.45148e+06	3.28112e+06	3.37306e+06	3.64045e+06	3.2882e+06	3.10219e+06
P0AEU7	P0AEU7		skp		2.20446e+07	1.97834e+07	2.1162e+07	2.14948e+07	1.86783e+07	1.98235e+07
P0AEV9	P0AEV9		hycI		325684	370397	315170	345465	366931	567304
P0AEW6	P0AEW6		gsk		2.24211e+06	2.18437e+06	2.21058e+06	2.20083e+06	2.15985e+06	2.15073e+06
P0AEW9	P0AEW9		fruK		1.56669e+07	1.52064e+07	1.58107e+07	1.58512e+07	1.5489e+07	1.52051e+07
P0AEX5	P0AEX5		prkB		1.83058e+06	1.95122e+06	1.84919e+06	1.99282e+06	1.88557e+06	1.78547e+06
P0AEX9	P0AEX9		malE		6.49836e+06	7.02219e+06	6.56668e+06	6.44099e+06	7.29129e+06	7.09939e+06
P0AEY3	P0AEY3		mazG		1.46717e+06	1.49646e+06	1.34911e+06	1.5369e+06	1.41578e+06	1.55766e+06
P0AEY5	P0AEY5		mdaB		1.86984e+06	1.70539e+06	1.83504e+06	1.76404e+06	1.318e+06	1.42211e+06
P0AEZ3	P0AEZ3		minD		1.55986e+07	1.49994e+07	1.51696e+07	1.53388e+07	1.48941e+07	1.4789e+07
P0AEZ9	P0AEZ9		moaB		1.05766e+07	1.16128e+07	1.08028e+07	1.08124e+07	1.08157e+07	1.08964e+07
P0AF03	P0AF03		mog		1.25609e+07	1.37225e+07	1.27139e+07	1.2853e+07	1.38176e+07	1.40116e+07
P0AF08	P0AF08		mrp		3.83193e+06	3.87852e+06	3.81419e+06	3.93603e+06	3.95333e+06	3.684e+06
P0AF12	P0AF12		mtnN		2.42509e+07	2.35801e+07	2.45703e+07	2.48242e+07	2.44926e+07	2.44948e+07
P0AF18	P0AF18		nagA		3.67647e+06	3.73838e+06	3.60163e+06	3.67039e+06	3.71475e+06	3.68124e+06
P0AF20	P0AF20		nagC		834702	825800	847019	879696	779229	769365
P0AF24	P0AF24		nagD		2.24261e+06	1.85536e+06	2.09031e+06	2.09315e+06	1.92715e+06	1.85387e+06
P0AF28	P0AF28		narL		7.68548e+06	7.68566e+06	7.65392e+06	7.72312e+06	7.88084e+06	7.22714e+06
P0AF36	P0AF36		zapB		7.3148e+06	6.01424e+06	7.32311e+06	7.37069e+06	5.45881e+06	6.25678e+06
P0AF48	P0AF48		yjbQ		1.39001e+06	920485	1.41745e+06	1.23559e+06	1.11783e+06	1.11395e+06
P0AF50	P0AF50		yjbR		7.49228e+06	6.87914e+06	7.1968e+06	7.62529e+06	6.59855e+06	6.68656e+06
P0AF63	P0AF63		nsrR		1.38575e+06	1.47244e+06	1.32375e+06	1.38292e+06	1.39747e+06	1.48134e+06
P0AF67	P0AF67		yjeE		3.74017e+06	3.53077e+06	3.55259e+06	3.74298e+06	3.6139e+06	3.6134e+06
P0AF70	P0AF70		yjeI		5.7946e+06	6.27943e+06	6.19831e+06	5.94929e+06	5.69875e+06	5.96708e+06
P0AF90	P0AF90		rraB		6.71121e+06	6.48717e+06	6.78188e+06	7.52846e+06	7.69403e+06	7.34693e+06
P0AF93	P0AF93		ridA		1.3251e+08	1.14109e+08	1.31241e+08	1.38306e+08	1.20958e+08	1.21063e+08
P0AF96	P0AF96		tabA		2.71e+06	2.29113e+06	2.72534e+06	2.85424e+06	2.42113e+06	2.371e+06
P0AF98	P0AF98		lptF		1.16243e+06	1.58026e+06	1.20027e+06	1.28621e+06	1.56771e+06	1.70579e+06
P0AFA7	P0AFA7		nhaB		487448	536763	495271	411172	570294	519392
P0AFB1	P0AFB1		nlpI		1.4846e+06	1.31504e+06	1.54557e+06	1.46417e+06	1.37411e+06	1.58367e+06
P0AFB8	P0AFB8		glnG		1.67677e+06	1.67314e+06	1.63243e+06	1.64429e+06	1.6996e+06	1.64819e+06
P0AFC0	P0AFC0		nudB		446185	385851	448779	502020	458882	444019
P0AFC3	P0AFC3		nuoA		2.07882e+06	2.43585e+06	2.10255e+06	1.95946e+06	2.48347e+06	2.87615e+06
P0AFC7	P0AFC7		nuoB		3.83155e+06	4.04248e+06	4.28573e+06	3.81584e+06	3.8814e+06	3.44192e+06
P0AFD1	P0AFD1		nuoE		5.98159e+06	6.12382e+06	5.9758e+06	5.9384e+06	5.93076e+06	5.9198e+06
P0AFD4	P0AFD4		nuoH		2.44022e+06	2.47276e+06	2.49139e+06	2.46489e+06	2.47838e+06	2.41469e+06
P0AFD6	P0AFD6		nuoI		8.32432e+06	7.64024e+06	7.94989e+06	7.92774e+06	7.71623e+06	7.79566e+06
P0AFF6	P0AFF6		nusA		2.34115e+07	2.35506e+07	2.42164e+07	2.37136e+07	2.3144e+07	2.34147e+07
P0AFG0	P0AFG0		nusG		1.65799e+07	1.62748e+07	1.58315e+07	1.66613e+07	1.60631e+07	1.61842e+07
P0AFG3	P0AFG3		sucA		8.62234e+06	8.9198e+06	8.66755e+06	8.70482e+06	8.93197e+06	9.20449e+06
P0AFG6	P0AFG6		sucB		8.6406e+06	8.87888e+06	8.87943e+06	8.9512e+06	8.77885e+06	8.72563e+06
P0AFG8	P0AFG8		aceE		1.19604e+08	1.19297e+08	1.19529e+08	1.18664e+08	1.18887e+08	1.18726e+08
P0AFH8	P0AFH8		osmY		2.46226e+07	2.51479e+07	2.4927e+07	2.44399e+07	2.4534e+07	2.54983e+07
P0AFI0	P0AFI0		oxc		942267	1.18852e+06	981894	1.18594e+06	988813	1.16585e+06
P0AFI2	P0AFI2		parC		3.58708e+06	3.49783e+06	3.54515e+06	3.84094e+06	3.66293e+06	3.56677e+06
P0AFI7	P0AFI7		pdxH		7.27936e+06	7.41398e+06	7.23731e+06	7.21711e+06	7.34394e+06	7.46663e+06
P0AFJ1	P0AFJ1		phnA		1.6499e+06	1.50481e+06	1.64221e+06	1.72159e+06	1.58587e+06	1.46827e+06
P0AFJ7	P0AFJ7		pitA		1.86202e+06	1.7621e+06	1.89533e+06	1.6969e+06	1.67028e+06	1.54571e+06
P0AFK0	P0AFK0		pmbA		5.26474e+06	5.04077e+06	5.30985e+06	5.30252e+06	5.17464e+06	4.98544e+06
P0AFK9	P0AFK9		potD		7.45114e+06	7.83019e+06	7.63941e+06	7.64496e+06	7.66471e+06	7.49892e+06
P0AFL3	P0AFL3		ppiA		6.27915e+06	6.17158e+06	6.15705e+06	6.31285e+06	6.0675e+06	6.30486e+06
P0AFL6	P0AFL6		ppx		1.76348e+06	1.67435e+06	1.75176e+06	1.78754e+06	1.66894e+06	1.79898e+06
P0AFM2	P0AFM2		proX		9.64312e+06	9.19621e+06	9.31631e+06	9.79023e+06	9.09193e+06	9.28748e+06
P0AFM6	P0AFM6		pspA		3.6811e+06	3.44164e+06	3.51132e+06	3.78737e+06	3.56293e+06	3.27426e+06
P0AFM9	P0AFM9		pspB		759580	688240	777514	711571	653814	683648
P0AFP4	P0AFP4		ybbO		1.0427e+06	914078	1.07603e+06	993560	976850	927697
P0AFP6	P0AFP6		ybgI		6.45395e+06	6.28397e+06	6.54764e+06	6.3579e+06	5.96217e+06	5.90161e+06
P0AFQ7	P0AFQ7		ycfH		4.83418e+06	4.55406e+06	4.96513e+06	4.92315e+06	4.72042e+06	5.04612e+06
P0AFR2	P0AFR2		dauA		1.04465e+06	1.11999e+06	1.05502e+06	1.10215e+06	1.1083e+06	1.08836e+06
P0AFR4	P0AFR4		yciO		5.67944e+06	4.99157e+06	5.4541e+06	5.77969e+06	5.16155e+06	5.11009e+06
P0AFU4	P0AFU4		glrR		3.02653e+06	1.73403e+06	2.35245e+06	2.56926e+06	1.8381e+06	1.95958e+06
P0AFU8	P0AFU8		ribC		8.99357e+06	9.14293e+06	8.63872e+06	8.73069e+06	9.26141e+06	9.13898e+06
P0AFW8	P0AFW8		rof		3.27146e+06	3.03171e+06	3.27406e+06	3.53229e+06	3.15088e+06	2.96276e+06
P0AFX0	P0AFX0		hpf		1.34989e+06	1.32538e+06	1.24993e+06	1.11458e+06	1.32498e+06	1.45682e+06
P0AFX4	P0AFX4		rsd		369702	373599	371808	342349	456227	482322
P0AFX7	P0AFX7		rseA		620292	603003	639420	584350	558212	635088
P0AFX9	P0AFX9		rseB		2.6877e+06	2.83901e+06	2.58228e+06	2.59388e+06	2.55889e+06	2.86796e+06
P0AFY8	P0AFY8		seqA		9.80918e+06	9.62059e+06	9.867e+06	9.66799e+06	9.64447e+06	9.66451e+06
P0AFZ1	P0AFZ1		sseB		1.92088e+06	1.86145e+06	1.82915e+06	1.78259e+06	1.68064e+06	1.87796e+06
P0AFZ3	P0AFZ3		sspB		8.18688e+06	8.05952e+06	7.68643e+06	7.60324e+06	8.17276e+06	8.19472e+06
P0AG00	P0AG00		wzzE		3.06351e+06	2.86754e+06	3.26495e+06	3.17502e+06	2.78201e+06	2.9053e+06
P0AG07	P0AG07		rpe		1.14843e+07	1.19333e+07	1.10543e+07	1.11601e+07	1.22431e+07	1.20551e+07
P0AG14	P0AG14		sohB		2.01029e+06	1.86997e+06	2.20377e+06	1.96593e+06	1.8868e+06	1.77582e+06
P0AG16	P0AG16		purF		1.01938e+06	840332	857996	930988	793835	842408
P0AG18	P0AG18		purE		1.24775e+06	1.53181e+06	1.06226e+06	1.2889e+06	1.46981e+06	1.50764e+06
P0AG20	P0AG20		relA		1.66155e+06	1.51858e+06	1.67139e+06	1.61773e+06	1.61644e+06	1.52047e+06
P0AG24	P0AG24		spoT		2.81512e+06	2.73639e+06	2.84261e+06	2.85488e+06	2.98068e+06	2.90077e+06
P0AG27	P0AG27		yibN		1.89326e+07	1.84866e+07	1.87401e+07	1.89783e+07	1.87381e+07	1.85798e+07
P0AG30	P0AG30		rho		2.18351e+07	2.17308e+07	2.18954e+07	2.22485e+07	2.20303e+07	2.08834e+07
P0AG40	P0AG40		ribF		1.58263e+06	1.77452e+06	1.64277e+06	1.66223e+06	1.77935e+06	1.7415e+06
P0AG44	P0AG44		rplQ		1.70425e+08	1.69621e+08	1.77503e+08	1.72917e+08	1.71754e+08	1.73485e+08
P0AG48	P0AG48		rplU		1.03966e+08	9.89176e+07	1.04099e+08	1.05236e+08	9.55386e+07	9.33616e+07
P0AG51	P0AG51		rpmD		9.49066e+07	9.37149e+07	9.39855e+07	9.64316e+07	9.76397e+07	9.40654e+07
P0AG55	P0AG55		rplF		1.92238e+08	1.89213e+08	1.90152e+08	1.91932e+08	1.90902e+08	1.87159e+08
P0AG59	P0AG59		rpsN		2.56023e+07	2.30276e+07	2.51949e+07	2.52111e+07	2.32206e+07	2.25679e+07
P0AG63	P0AG63		rpsQ		1.97817e+08	1.70314e+08	1.89787e+08	1.94681e+08	1.67621e+08	1.72595e+08
P0AG67	P0AG67		rpsA		3.30508e+08	3.03601e+08	3.29167e+08	3.35836e+08	3.11114e+08	3.14973e+08
P0AG78	P0AG78		sbp		668732	679859	795174	926360	671964	616599
P0AG82	P0AG82		pstS		2.05539e+06	2.00034e+06	2.04216e+06	2.14472e+06	2.05248e+06	2.04403e+06
P0AG86	P0AG86		secB		2.38393e+07	2.35265e+07	2.36239e+07	2.39405e+07	2.23893e+07	2.32419e+07
P0AG90	P0AG90		secD		6.3528e+06	6.29545e+06	6.60079e+06	6.4519e+06	6.48618e+06	6.37851e+06
P0AG93	P0AG93		secF		471825	505961	528357	469293	551331	500627
P0AG96	P0AG96		secE		586614	615297	660027	551244	622980	669634
P0AG99	P0AG99		secG		5.40922e+06	6.05017e+06	5.28e+06	5.44681e+06	5.75759e+06	5.67685e+06
P0AGA2	P0AGA2		secY		3.80082e+06	3.61388e+06	3.96802e+06	3.77577e+06	3.57693e+06	3.83134e+06
