Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P0A6T1	P0A6T1		pgi		4.23636e+07	4.36356e+07	4.27357e+07	4.25127e+07	4.37845e+07	4.29995e+07
P0A6T3	P0A6T3		galK		3.2112e+06	3.18181e+06	3.37904e+06	3.32137e+06	3.21472e+06	3.09709e+06
P0A6T5	P0A6T5		folE		3.94341e+06	4.12868e+06	3.86989e+06	3.75121e+06	4.31964e+06	4.02785e+06
P0A6T9	P0A6T9		gcvH		1.97125e+06	1.96563e+06	2.24961e+06	2.15365e+06	1.86947e+06	1.96434e+06
P0A6U3	P0A6U3		mnmG		6.27678e+06	6.03635e+06	6.19713e+06	6.26101e+06	5.99106e+06	5.9462e+06
P0A6U5	P0A6U5		rsmG		5.49509e+06	5.42657e+06	5.71892e+06	5.76167e+06	5.59334e+06	5.49649e+06
P0A6U8	P0A6U8		glgA		2.98839e+06	2.92776e+06	2.85268e+06	2.89928e+06	2.99116e+06	2.94776e+06
P0A6V1	P0A6V1		glgC		7.35423e+06	6.82322e+06	6.8878e+06	7.44733e+06	7.1284e+06	7.1842e+06
P0A6V8	P0A6V8		glk		1.01018e+07	1.02464e+07	9.9693e+06	1.00906e+07	9.83014e+06	1.03249e+07
P0A6W5	P0A6W5		greA		2.32537e+07	2.3917e+07	2.37228e+07	2.37665e+07	2.36645e+07	2.35522e+07
P0A6W9	P0A6W9		gshA		4.7518e+06	4.37804e+06	4.7054e+06	4.62017e+06	4.43224e+06	4.52117e+06
P0A6X1	P0A6X1		hemA			284264			218138	338913
P0A6X3	P0A6X3		hfq		917070	694679	941200	917439	738938	649130
P0A6X7	P0A6X7		ihfA		4.53779e+07	4.8219e+07	4.76281e+07	4.67476e+07	4.86437e+07	4.94987e+07
P0A6Y1	P0A6Y1		ihfB		1.11727e+07	1.03833e+07	1.02583e+07	1.10327e+07	1.12379e+07	1.14356e+07
P0A6Y5	P0A6Y5		hslO		6.59195e+06	6.77819e+06	6.58842e+06	6.38844e+06	6.8086e+06	6.82606e+06
P0A6Y8	P0A6Y8		dnaK		4.73226e+07	4.55341e+07	4.52953e+07	4.6783e+07	4.5613e+07	4.52631e+07
P0A6Z1	P0A6Z1		hscA		4.1978e+06	4.15595e+06	4.14445e+06	4.14929e+06	4.16701e+06	4.17505e+06
P0A6Z3	P0A6Z3		htpG		2.82136e+07	2.77332e+07	2.77652e+07	2.81608e+07	2.70848e+07	2.82415e+07
P0A6Z6	P0A6Z6		nikR		2.10338e+06	1.79385e+06	1.9769e+06	2.04406e+06	1.87779e+06	1.81364e+06
P0A705	P0A705		infB		2.14065e+07	2.18377e+07	2.18101e+07	2.18049e+07	2.16075e+07	2.21643e+07
P0A707	P0A707		infC		4.80227e+07	4.61406e+07	4.76855e+07	4.69072e+07	4.63145e+07	4.41551e+07
P0A715	P0A715		kdsA		2.16436e+07	2.2884e+07	2.13018e+07	2.17207e+07	2.28336e+07	2.25538e+07
P0A717	P0A717		prs		5.20973e+07	5.20587e+07	5.05715e+07	5.1675e+07	5.13405e+07	5.26021e+07
P0A720	P0A720		tmk		2.84442e+06	2.63164e+06	2.76333e+06	2.89018e+06	2.77131e+06	2.87631e+06
P0A722	P0A722		lpxA		8.21849e+06	7.91009e+06	8.34377e+06	8.51718e+06	7.56613e+06	7.96625e+06
P0A729	P0A729		yceF		1.24719e+07	1.2501e+07	1.31771e+07	1.25236e+07	1.256e+07	1.31303e+07
P0A731	P0A731		mgsA		3.85544e+06	3.61713e+06	3.47041e+06	3.66089e+06	3.49939e+06	3.6296e+06
P0A734	P0A734		minE		3.28675e+07	3.1788e+07	3.36422e+07	3.40428e+07	3.22158e+07	3.13615e+07
P0A738	P0A738		moaC		772968	746002	709544	741659	742865	711890
P0A744	P0A744		msrA		2.80644e+06	3.3161e+06	3.46729e+06	3.29687e+06	3.49189e+06	3.30878e+06
P0A746	P0A746		msrB		1.8157e+06	1.30922e+06	1.62423e+06	1.77165e+06	1.35386e+06	1.33972e+06
P0A749	P0A749		murA		1.27361e+07	1.23587e+07	1.2636e+07	1.24305e+07	1.2796e+07	1.30059e+07
P0A752	P0A752		nadD		512943	530964	519141	414117	494849	514076
P0A759	P0A759		nagB		3.71098e+06	4.63325e+06	4.13572e+06	4.02901e+06	4.25842e+06	4.46605e+06
P0A763	P0A763		ndk		1.82749e+07	1.75897e+07	1.84239e+07	1.87835e+07	1.78528e+07	1.71084e+07
P0A780	P0A780		nusB		1.10238e+07	1.20312e+07	1.14581e+07	1.1072e+07	1.20722e+07	1.2111e+07
P0A784	P0A784		orn		2.65625e+06	2.61142e+06	2.80983e+06	2.75317e+06	2.62078e+06	2.60267e+06
P0A786	P0A786		pyrB		2.14367e+06	2.25066e+06	2.16456e+06	2.28455e+06	2.17072e+06	2.313e+06
P0A790	P0A790		panD		7.43121e+06	7.38139e+06	6.98673e+06	7.47802e+06	7.35286e+06	6.95567e+06
P0A794	P0A794		pdxJ		5.94411e+06	5.98608e+06	6.12056e+06	5.90591e+06	5.82118e+06	5.99223e+06
P0A796	P0A796		pfkA		2.26483e+07	2.29814e+07	2.32384e+07	2.28775e+07	2.24909e+07	2.23428e+07
P0A799	P0A799		pgk		3.84414e+08	3.66006e+08	3.82325e+08	3.77525e+08	3.65259e+08	3.61782e+08
P0A7A2	P0A7A2		gpmB		2.16873e+06	2.05541e+06	2.31366e+06	2.16545e+06	2.37288e+06	2.65445e+06
P0A7A5	P0A7A5		pcm		640547	756199	747747	759304	595935	543952
P0A7A7	P0A7A7		plsB		3.37206e+06	3.33309e+06	3.31327e+06	3.18145e+06	3.43821e+06	3.28895e+06
P0A7A9	P0A7A9		ppa		8.89711e+07	8.4868e+07	8.32399e+07	8.53941e+07	8.17966e+07	7.95681e+07
P0A7B1	P0A7B1		ppk		1.39902e+06	1.29529e+06	1.25973e+06	1.27917e+06	1.36631e+06	1.49254e+06
P0A7B5	P0A7B5		proB		3.62157e+06	3.59633e+06	3.62553e+06	3.60613e+06	3.5829e+06	3.61888e+06
P0A7B8	P0A7B8		hslV		1.16788e+07	1.50263e+07	1.19105e+07	1.34587e+07	1.46489e+07	1.77097e+07
P0A7C2	P0A7C2		lexA		4.32824e+06	4.4144e+06	4.41784e+06	4.41369e+06	4.15463e+06	4.30329e+06
P0A7C6	P0A7C6		pepE		4.85955e+06	4.88509e+06	4.72331e+06	4.86533e+06	4.90833e+06	5.1599e+06
P0A7D1	P0A7D1		pth		5.16794e+06	5.01614e+06	5.04513e+06	5.05436e+06	5.06069e+06	5.00178e+06
P0A7D4	P0A7D4		purA		3.65951e+07	3.62008e+07	3.57171e+07	3.61047e+07	3.66083e+07	3.68543e+07
P0A7D7	P0A7D7		purC		6.86728e+06	7.03485e+06	6.88065e+06	6.79791e+06	7.13583e+06	7.06757e+06
P0A7E1	P0A7E1		pyrD		6.92193e+06	7.02518e+06	7.00492e+06	6.93639e+06	6.98839e+06	7.20894e+06
P0A7E3	P0A7E3		pyrE		4.68781e+06	4.66262e+06	4.61313e+06	4.60967e+06	4.56863e+06	4.52179e+06
P0A7E5	P0A7E5		pyrG		1.38126e+07	1.35899e+07	1.34874e+07	1.34937e+07	1.35634e+07	1.36369e+07
P0A7E9	P0A7E9		pyrH		7.32532e+06	7.78642e+06	7.17648e+06	7.5729e+06	7.25682e+06	7.71868e+06
P0A7F3	P0A7F3		pyrI		1.99329e+06	2.05948e+06	1.96989e+06	1.9668e+06	1.93189e+06	2.16773e+06
P0A7F6	P0A7F6		speD		1.76054e+06	1.6351e+06	1.81052e+06	1.83722e+06	1.63654e+06	1.79223e+06
P0A7F9	P0A7F9		queA		3.75301e+06	3.50728e+06	3.88819e+06	3.72786e+06	3.28443e+06	3.27102e+06
P0A7G2	P0A7G2		rbfA		2.12766e+07	2.00948e+07	2.1559e+07	2.10101e+07	2.03502e+07	1.99583e+07
P0A7G6	P0A7G6		recA		1.08279e+07	1.06461e+07	1.06222e+07	1.05851e+07	1.073e+07	1.07094e+07
P0A7H6	P0A7H6		recR		657413	739778	784616	810583	743721	846851
P0A7I0	P0A7I0		prfA		4.09398e+06	4.12968e+06	4.02752e+06	3.99594e+06	4.21874e+06	4.24687e+06
P0A7I4	P0A7I4		prfC		5.11692e+06	5.20669e+06	5.34768e+06	5.21169e+06	5.18243e+06	5.25611e+06
P0A7I7	P0A7I7		ribA		8.92862e+06	7.87852e+06	8.30384e+06	8.73627e+06	8.25228e+06	8.47003e+06
P0A7J0	P0A7J0		ribB		1.27475e+07	1.19706e+07	1.34353e+07	1.2839e+07	1.18555e+07	1.14758e+07
P0A7J3	P0A7J3		rplJ		4.97738e+08	5.27846e+08	4.97173e+08	4.97298e+08	5.28538e+08	5.27276e+08
P0A7J7	P0A7J7		rplK		1.25068e+08	1.30917e+08	1.25637e+08	1.23697e+08	1.27125e+08	1.26778e+08
P0A7K2	P0A7K2		rplL		1.67578e+08	1.80614e+08	1.67542e+08	1.7101e+08	1.85457e+08	1.87304e+08
P0A7K6	P0A7K6		rplS		6.33602e+07	5.8332e+07	6.22018e+07	6.31666e+07	5.853e+07	5.99236e+07
P0A7L0	P0A7L0		rplA		1.64542e+08	1.59123e+08	1.62131e+08	1.63021e+08	1.55309e+08	1.58779e+08
P0A7L3	P0A7L3		rplT		3.65605e+07	4.08851e+07	3.85611e+07	3.77332e+07	4.01375e+07	3.97374e+07
P0A7L8	P0A7L8		rpmA		1.12445e+08	1.14971e+08	1.09996e+08	1.12413e+08	1.14245e+08	1.17692e+08
P0A7M2	P0A7M2		rpmB		1.31493e+08	1.36339e+08	1.3092e+08	1.26005e+08	1.36017e+08	1.37864e+08
P0A7M6	P0A7M6		rpmC		2.24363e+07	2.64778e+07	2.14918e+07	2.26434e+07	2.64862e+07	2.79719e+07
P0A7M9	P0A7M9		rpmE		7.29631e+07	6.91892e+07	7.32207e+07	7.37863e+07	7.02259e+07	6.78119e+07
P0A7N4	P0A7N4		rpmF		4.25223e+07	3.84691e+07	4.44291e+07	4.4442e+07	3.86843e+07	3.94498e+07
P0A7N9	P0A7N9		rpmG		1.2244e+08	1.08679e+08	1.18793e+08	1.18611e+08	1.00955e+08	1.1042e+08
P0A7P5	P0A7P5		rpmH		2.70044e+07	2.87697e+07	2.51216e+07	2.48338e+07	2.68189e+07	2.64871e+07
P0A7Q1	P0A7Q1		rpmI		1.88298e+07	1.49903e+07	1.97541e+07	2.0576e+07	1.41125e+07	1.16815e+07
P0A7R1	P0A7R1		rplI		2.99139e+08	2.74705e+08	2.88387e+08	2.97467e+08	2.69331e+08	2.74695e+08
P0A7R5	P0A7R5		rpsJ		1.56356e+08	1.46921e+08	1.54709e+08	1.58902e+08	1.4647e+08	1.46707e+08
P0A7R9	P0A7R9		rpsK		8.21374e+07	7.70243e+07	8.3217e+07	8.42043e+07	7.78836e+07	7.72718e+07
P0A7S3	P0A7S3		rpsL		7.34368e+07	7.36819e+07	7.38747e+07	7.33103e+07	7.17851e+07	7.28556e+07
P0A7S9	P0A7S9		rpsM		3.35577e+07	3.57419e+07	3.39725e+07	3.39691e+07	3.60916e+07	3.49832e+07
P0A7T3	P0A7T3		rpsP		1.04122e+08	9.63683e+07	9.91447e+07	1.01182e+08	9.75778e+07	9.51242e+07
P0A7T7	P0A7T7		rpsR		3.36289e+07	3.1805e+07	3.37639e+07	3.42084e+07	3.3307e+07	3.43419e+07
P0A7U3	P0A7U3		rpsS		7.9878e+07	8.21865e+07	7.8077e+07	7.94604e+07	8.07171e+07	8.14164e+07
P0A7U7	P0A7U7		rpsT		2.76008e+07	2.83137e+07	2.89684e+07	2.76179e+07	2.69541e+07	2.84882e+07
P0A7V0	P0A7V0		rpsB		1.3645e+08	1.36243e+08	1.36732e+08	1.35769e+08	1.36938e+08	1.3103e+08
P0A7V3	P0A7V3		rpsC		8.73265e+07	8.03426e+07	8.48404e+07	8.57171e+07	8.21108e+07	8.03962e+07
P0A7V8	P0A7V8		rpsD		1.9011e+08	1.87906e+08	1.81083e+08	1.86767e+08	1.87448e+08	1.91486e+08
P0A7W1	P0A7W1		rpsE		1.81652e+08	1.68308e+08	1.80452e+08	1.80472e+08	1.67012e+08	1.64668e+08
P0A7W7	P0A7W7		rpsH		5.9908e+07	6.01732e+07	6.06287e+07	5.98074e+07	5.84177e+07	5.73479e+07
P0A7X3	P0A7X3		rpsI		8.44704e+07	8.06175e+07	8.65708e+07	8.38134e+07	7.84132e+07	7.93238e+07
P0A7X6	P0A7X6		rimM		6.07812e+06	6.08819e+06	6.24528e+06	6.23033e+06	5.92438e+06	5.75646e+06
P0A7Y0	P0A7Y0		rnc		6.51629e+06	6.25848e+06	6.50588e+06	6.57417e+06	6.36449e+06	6.28658e+06
P0A7Y8	P0A7Y8		rnpA		971197	986635	878612	968317	881414	846054
P0A7Z0	P0A7Z0		rpiA		1.84743e+07	1.99034e+07	1.91637e+07	1.84286e+07	1.92044e+07	1.91733e+07
P0A7Z4	P0A7Z4		rpoA		7.92753e+07	7.63453e+07	7.80266e+07	7.88084e+07	7.51222e+07	7.493e+07
P0A800	P0A800		rpoZ		4.37485e+07	3.92018e+07	4.3225e+07	4.48932e+07	4.0373e+07	4.08488e+07
P0A805	P0A805		frr		2.86428e+07	2.97096e+07	2.78014e+07	2.98177e+07	2.92977e+07	3.04901e+07
P0A809	P0A809		ruvA		679528	534574	622844	612866	602157	553953
P0A812	P0A812		ruvB		1.23002e+06	1.14232e+06	1.26587e+06	1.14327e+06	1.0957e+06	1.10535e+06
P0A817	P0A817		metK		1.85331e+07	1.97399e+07	1.86154e+07	1.88247e+07	1.98201e+07	1.95452e+07
P0A821	P0A821		selA		1.56292e+06	1.56838e+06	1.65374e+06	1.6341e+06	1.58766e+06	1.59833e+06
P0A825	P0A825		glyA		2.70752e+07	2.61179e+07	2.72512e+07	2.66931e+07	2.52203e+07	2.55774e+07
P0A832	P0A832		smpB		3.9754e+06	4.18348e+06	4.03001e+06	4.00389e+06	4.3934e+06	4.31905e+06
P0A836	P0A836		sucC		8.72472e+06	8.63622e+06	8.4576e+06	8.72775e+06	8.60584e+06	8.9751e+06
P0A840	P0A840		surE		1.61266e+06	1.63616e+06	1.60675e+06	1.69759e+06	1.58599e+06	1.52113e+06
P0A843	P0A843		tatE		8.19732e+06	8.40843e+06	8.41657e+06	8.07301e+06	8.27938e+06	8.02148e+06
P0A847	P0A847		tgt		3.30705e+06	3.21968e+06	3.18919e+06	3.36397e+06	3.32158e+06	3.33659e+06
P0A850	P0A850		tig		1.40818e+08	1.32873e+08	1.38271e+08	1.40638e+08	1.34394e+08	1.34665e+08
P0A853	P0A853		tnaA		3.52282e+06	3.43922e+06	3.46179e+06	3.56772e+06	3.27044e+06	3.33214e+06
P0A855	P0A855		tolB		1.71463e+07	1.57092e+07	1.77143e+07	1.70614e+07	1.59852e+07	1.5526e+07
P0A858	P0A858		tpiA		5.14855e+07	5.11044e+07	5.24253e+07	5.07711e+07	5.00501e+07	4.92065e+07
P0A862	P0A862		tpx		3.9517e+07	4.13418e+07	3.90312e+07	3.97853e+07	4.05229e+07	4.16495e+07
P0A867	P0A867		talA		4.49101e+06	4.51674e+06	4.54689e+06	4.50369e+06	4.45185e+06	4.46572e+06
P0A870	P0A870		talB		4.61566e+07	4.32308e+07	4.59728e+07	4.6032e+07	4.37747e+07	4.40398e+07
P0A873	P0A873		trmD		3.5767e+06	3.99888e+06	3.59365e+06	3.53649e+06	3.81319e+06	3.87942e+06
P0A877	P0A877		trpA		2.33183e+06	2.34188e+06	2.32904e+06	2.35345e+06	2.35666e+06	2.2632e+06
P0A879	P0A879		trpB		1.12975e+06	1.0789e+06	1.05584e+06	1.01023e+06	1.04575e+06	1.09465e+06
P0A884	P0A884		thyA		9.83249e+06	9.01985e+06	9.59595e+06	9.421e+06	9.29271e+06	9.24849e+06
P0A887	P0A887		ubiE		9.20672e+06	8.70347e+06	8.91856e+06	9.16259e+06	8.82981e+06	8.81508e+06
P0A890	P0A890		tusA		895769	905087	875329	927890	896303	760160
P0A894	P0A894		yhbJ		8.41071e+06	7.07915e+06	8.35486e+06	8.20274e+06	7.5608e+06	7.72403e+06
P0A898	P0A898		ybeY		3.38437e+06	3.17087e+06	3.42267e+06	3.37287e+06	3.08743e+06	2.92478e+06
P0A8A0	P0A8A0		yebC		5.41861e+06	5.88776e+06	5.88899e+06	5.8721e+06	5.73828e+06	6.06549e+06
P0A8A2	P0A8A2		yeeN		8.43331e+06	8.72591e+06	7.79336e+06	8.28873e+06	8.94543e+06	8.77759e+06
P0A8A4	P0A8A4		ppsR		1.91866e+06	2.10645e+06	2.00106e+06	2.07496e+06	2.06201e+06	1.9086e+06
P0A8A8	P0A8A8		rimP		1.72328e+07	1.38628e+07	1.58573e+07	1.74233e+07	1.58398e+07	1.50063e+07
P0A8B2	P0A8B2		yfcN		1.41406e+06	1.45949e+06	1.30539e+06	1.5011e+06	1.58671e+06	1.57357e+06
P0A8B5	P0A8B5		ybaB		1.44025e+06	1.55833e+06	1.40325e+06	1.48608e+06	1.65236e+06	1.83539e+06
P0A8C1	P0A8C1		ybjQ		1.15722e+06	1.03641e+06	796599	1.13019e+06	736027	747000
P0A8C4	P0A8C4		ygfB		3.11271e+06	3.06556e+06	3.02655e+06	3.07737e+06	3.06941e+06	3.24634e+06
P0A8D0	P0A8D0		nrdR		1.69331e+06	1.80091e+06	1.92223e+06	1.8014e+06	1.75294e+06	1.88239e+06
P0A8D3	P0A8D3		yaiI		1.80816e+06	1.7578e+06	1.92428e+06	1.82845e+06	1.83374e+06	1.72031e+06
P0A8D6	P0A8D6		ymdB		1.46454e+06	1.58013e+06	1.47598e+06	1.47772e+06	1.55625e+06	1.66234e+06
P0A8E1	P0A8E1		ycfP		1.03234e+07	1.07374e+07	1.0521e+07	1.01843e+07	1.04e+07	1.01022e+07
P0A8E7	P0A8E7		yajQ		1.56593e+07	1.40846e+07	1.55083e+07	1.57371e+07	1.44073e+07	1.44431e+07
P0A8F0	P0A8F0		upp		2.76815e+07	2.8486e+07	2.82835e+07	2.884e+07	2.97524e+07	2.89199e+07
P0A8F4	P0A8F4		udk		7.10398e+06	7.16068e+06	6.94167e+06	6.94553e+06	7.36848e+06	7.27357e+06
P0A8F8	P0A8F8		uvrB		1.87911e+06	1.79592e+06	1.83489e+06	1.7569e+06	1.87512e+06	1.82676e+06
P0A8G3	P0A8G3		uxaC		1.23063e+06	1.29505e+06	1.22777e+06	1.25235e+06	1.34682e+06	1.39501e+06
P0A8G6	P0A8G6		wrbA		7.85974e+06	8.30924e+06	7.7771e+06	7.90088e+06	7.98833e+06	8.08344e+06
P0A8G9	P0A8G9		xseB		9.1087e+06	9.32224e+06	8.53143e+06	8.58671e+06	9.48234e+06	9.6479e+06
P0A8H8	P0A8H8		yacG		2.01885e+06	1.95274e+06	2.01971e+06	1.92594e+06	2.05974e+06	1.85063e+06
P0A8I1	P0A8I1		yqgF		1.57832e+06	1.36858e+06	1.46423e+06	1.47309e+06	1.43387e+06	1.43088e+06
P0A8I3	P0A8I3		yaaA		3.8958e+06	3.85821e+06	4.02257e+06	3.95724e+06	3.79501e+06	3.64749e+06
P0A8I5	P0A8I5		trmB		6.45535e+06	5.86697e+06	6.61828e+06	6.54624e+06	5.93373e+06	5.98437e+06
P0A8I8	P0A8I8		rlmH		3.83237e+06	3.75495e+06	3.78016e+06	3.91423e+06	3.85349e+06	3.73655e+06
P0A8J2	P0A8J2		dnaT		938855	948926	1.06397e+06	1.01178e+06	912915	880184
P0A8J4	P0A8J4		ybeD		1.18495e+07	1.19216e+07	1.29508e+07	1.28933e+07	1.15896e+07	1.18177e+07
P0A8J8	P0A8J8		rhlB		5.68699e+06	5.3769e+06	5.72742e+06	5.63565e+06	5.36606e+06	5.45969e+06
P0A8K1	P0A8K1		psd		4.1539e+06	4.32802e+06	4.04902e+06	4.17993e+06	4.2058e+06	4.48127e+06
P0A8K5	P0A8K5		yaeP		1.18553e+06	1.28409e+06	1.25439e+06	1.20597e+06	1.25555e+06	1.26024e+06
P0A8L1	P0A8L1		serS		2.79519e+07	2.8757e+07	2.72914e+07	2.78733e+07	2.79492e+07	2.83374e+07
P0A8L7	P0A8L7		yciU		1.73707e+06	1.88473e+06	1.97363e+06	1.69094e+06	1.79738e+06	1.6378e+06
P0A8M0	P0A8M0		asnS		2.67486e+07	2.73897e+07	2.68119e+07	2.6767e+07	2.73909e+07	2.78527e+07
P0A8M3	P0A8M3		thrS		1.10416e+07	1.05502e+07	1.11049e+07	1.12375e+07	1.0253e+07	1.05543e+07
P0A8M6	P0A8M6		yeeX		1.03309e+07	9.38908e+06	9.53201e+06	9.64426e+06	9.76562e+06	9.35833e+06
P0A8N0	P0A8N0		matP		360377	468022	439391	424443	429573	478502
P0A8N3	P0A8N3		lysS		3.4644e+07	3.39773e+07	3.45884e+07	3.47215e+07	3.50714e+07	3.47471e+07
P0A8N5	P0A8N5		lysU		2.1552e+07	2.08552e+07	2.20245e+07	2.15171e+07	2.03065e+07	2.03667e+07
P0A8N7	P0A8N7		epmA		3.11079e+06	3.03029e+06	3.05594e+06	3.06792e+06	2.96241e+06	2.97694e+06
P0A8P3	P0A8P3		yggX		2.06048e+07	2.08372e+07	2.08962e+07	2.05502e+07	2.17478e+07	2.11438e+07
P0A8Q0	P0A8Q0		frdC		2.40762e+06	2.54665e+06	2.50603e+06	2.37342e+06	2.41369e+06	2.25608e+06
P0A8R0	P0A8R0		rraA		1.87788e+07	1.76139e+07	1.78147e+07	1.88426e+07	1.81953e+07	1.87567e+07
P0A8R9	P0A8R9		hdfR		1.06351e+06	1.14182e+06	1.1475e+06	1.13591e+06	1.08505e+06	1.13721e+06
P0A8S1	P0A8S1		iciA		2.91866e+06	2.92037e+06	2.93875e+06	2.95355e+06	3.09202e+06	2.95476e+06
P0A8T1	P0A8T1		prmA		8.06791e+06	7.96409e+06	8.21624e+06	7.98072e+06	7.91901e+06	7.50074e+06
P0A8T7	P0A8T7		rpoC		5.22199e+07	5.11607e+07	5.21336e+07	5.17826e+07	5.10286e+07	5.09873e+07
P0A8U0	P0A8U0		syd		641666	524478	557611	614829	524768	473845
P0A8U6	P0A8U6		metJ		8.18317e+06	7.84743e+06	8.35954e+06	8.35114e+06	7.8805e+06	7.88581e+06
P0A8V2	P0A8V2		rpoB		6.34823e+07	6.29025e+07	6.36907e+07	6.44917e+07	6.42317e+07	6.44657e+07
P0A8V6	P0A8V6		fadR		6.66501e+06	7.25468e+06	7.06971e+06	7.14144e+06	7.22857e+06	6.88998e+06
P0A8W0	P0A8W0		nanR		2.54391e+06	2.84478e+06	2.38712e+06	2.35849e+06	2.90025e+06	2.9186e+06
P0A8W2	P0A8W2		slyA		8.25885e+06	8.46154e+06	7.56902e+06	7.89379e+06	8.38805e+06	7.82704e+06
P0A8W5	P0A8W5		yqgE		2.83031e+06	2.87175e+06	2.88233e+06	2.93738e+06	2.7943e+06	2.91334e+06
P0A8W8	P0A8W8		yfbU		1.71282e+07	1.7755e+07	1.78704e+07	1.71105e+07	1.77129e+07	1.79602e+07
P0A8X0	P0A8X0		yjgA		6.80295e+06	6.84149e+06	6.528e+06	6.76103e+06	6.76226e+06	6.74526e+06
P0A8X2	P0A8X2		yceI		1.18879e+06	992239	1.0249e+06	1.16542e+06	993581	1.06175e+06
P0A8Y1	P0A8Y1		yjjG		1.08539e+06	1.13597e+06	1.23949e+06	1.15342e+06	1.25741e+06	1.18089e+06
P0A8Y3	P0A8Y3		yihX		2.96234e+06	2.97745e+06	2.95132e+06	2.90561e+06	2.93487e+06	2.88877e+06
P0A8Y5	P0A8Y5		yidA		4.95889e+06	4.81941e+06	4.8677e+06	4.9668e+06	4.88428e+06	4.98787e+06
P0A8Z0	P0A8Z0		yciA		1.78556e+06	1.83039e+06	1.79354e+06	1.9127e+06	1.70568e+06	1.85473e+06
P0A8Z3	P0A8Z3		ybgC		463546	439890	697783	493715	349125	518812
P0A901	P0A901		blc		1.04648e+06	941659	1.13468e+06	1.00704e+06	941339	988877
P0A903	P0A903		bamC		1.7361e+07	1.7077e+07	1.69504e+07	1.69082e+07	1.67485e+07	1.6419e+07
P0A905	P0A905		slyB		9.60922e+06	9.05642e+06	9.91851e+06	9.63122e+06	9.43059e+06	9.06977e+06
P0A908	P0A908		mipA		1.89349e+06	1.79384e+06	1.98274e+06	2.0235e+06	1.82049e+06	1.75814e+06
P0A910	P0A910		ompA		5.79542e+08	5.57354e+08	5.67279e+08	5.83937e+08	5.63916e+08	5.49538e+08
P0A912	P0A912		pal		5.62017e+07	5.21532e+07	5.42535e+07	5.54076e+07	4.99193e+07	5.02994e+07
P0A915	P0A915		ompW		1.49677e+07	1.45531e+07	1.62122e+07	1.57294e+07	1.43727e+07	1.49e+07
P0A917	P0A917		ompX		1.64098e+07	1.48796e+07	1.58504e+07	1.64875e+07	1.51288e+07	1.50022e+07
P0A921	P0A921		pldA		1.86279e+06	1.77288e+06	1.87455e+06	1.88782e+06	1.80404e+06	1.79925e+06
P0A927	P0A927		tsx		9.29233e+06	8.47234e+06	9.51808e+06	8.99377e+06	8.39065e+06	7.86725e+06
P0A932	P0A932		gfcE		1.41243e+07	1.32051e+07	1.36551e+07	1.37506e+07	1.34269e+07	1.33908e+07
P0A935	P0A935		mltA		5.38524e+06	5.53406e+06	5.51776e+06	5.36015e+06	5.51329e+06	5.46994e+06
P0A937	P0A937		bamE		6.66554e+06	6.08596e+06	7.07566e+06	7.0202e+06	6.03958e+06	6.20968e+06
P0A940	P0A940		bamA		1.40764e+07	1.34358e+07	1.39443e+07	1.42651e+07	1.35975e+07	1.34903e+07
P0A951	P0A951		speG		1.35986e+06	1.19634e+06	1.19588e+06	1.241e+06	1.40049e+06	1.44248e+06
P0A953	P0A953		fabB		3.53184e+07	3.58385e+07	3.48067e+07	3.49765e+07	3.55518e+07	3.39035e+07
P0A955	P0A955		eda		2.8126e+07	2.8043e+07	2.78063e+07	2.86971e+07	2.76657e+07	2.84082e+07
P0A959	P0A959		alaA		1.93888e+06	1.86996e+06	1.92283e+06	2.01337e+06	1.94881e+06	1.81132e+06
P0A962	P0A962		ansA		1.6425e+06	1.54112e+06	1.63338e+06	1.73444e+06	1.61538e+06	1.29309e+06
P0A964	P0A964		cheW		1.51909e+07	1.64825e+07	1.56384e+07	1.58042e+07	1.5482e+07	1.51009e+07
P0A968	P0A968		cspD		1.81667e+06	1.53644e+06	1.64736e+06	1.83997e+06	1.56173e+06	1.47099e+06
P0A972	P0A972		cspE		2.31598e+08	1.61193e+08	2.29518e+08	2.32868e+08	1.58898e+08	1.63954e+08
P0A978	P0A978		cspG		7.7178e+06	7.84253e+06	8.13916e+06	8.55508e+06	8.10932e+06	8.9905e+06
P0A988	P0A988		dnaN		3.94076e+06	4.35153e+06	3.93467e+06	4.07571e+06	4.1915e+06	4.10425e+06
P0A991	P0A991		fbaB		8.37964e+06	7.91383e+06	8.42774e+06	8.37028e+06	7.94625e+06	7.8728e+06
P0A993	P0A993		fbp		1.76411e+07	1.8345e+07	1.73757e+07	1.78833e+07	1.80353e+07	1.81548e+07
