Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P0ABC7	P0ABC7		hflK		1.26716e+07	1.33574e+07	1.26431e+07	1.37267e+07	1.29185e+07	1.35717e+07
P0ABD3	P0ABD3		bfr		6.62365e+06	7.03751e+06	6.71475e+06	7.05212e+06	6.97688e+06	7.2387e+06
P0ABD5	P0ABD5		accA		1.39894e+07	1.35357e+07	1.38254e+07	1.33229e+07	1.40215e+07	1.35554e+07
P0ABD8	P0ABD8		accB		3.65551e+07	2.84169e+07	3.41347e+07	2.78337e+07	3.37685e+07	2.89128e+07
P0ABE2	P0ABE2		bolA		4.4752e+06	3.71591e+06	4.67302e+06	2.80637e+06	4.28505e+06	3.3516e+06
P0ABF1	P0ABF1		pcnB		2.4223e+06	2.44217e+06	2.56453e+06	2.44823e+06	2.523e+06	2.58049e+06
P0ABF6	P0ABF6		cdd		6.92297e+06	6.68379e+06	6.69584e+06	6.42352e+06	6.7741e+06	6.69506e+06
P0ABG4	P0ABG4		ftsW		599202	609070	565033	808507	775981	810039
P0ABH0	P0ABH0		ftsA		2.27965e+06	2.10889e+06	2.25678e+06	2.10046e+06	1.99986e+06	2.09803e+06
P0ABH7	P0ABH7		gltA		1.04832e+07	1.05883e+07	1.08608e+07	1.07478e+07	1.06603e+07	1.05465e+07
P0ABH9	P0ABH9		clpA		1.04486e+07	1.02394e+07	1.047e+07	1.05321e+07	1.02404e+07	1.06102e+07
P0ABI4	P0ABI4		corA		1.84042e+06	1.65492e+06	1.81977e+06	1.65221e+06	1.86678e+06	1.71907e+06
P0ABI8	P0ABI8		cyoB		1.8495e+06	2.05697e+06	2.07601e+06	1.90535e+06	2.25219e+06	1.98985e+06
P0ABJ1	P0ABJ1		cyoA		2.40643e+06	2.19529e+06	2.19487e+06	2.23114e+06	2.36506e+06	2.23066e+06
P0ABJ9	P0ABJ9		cydA		2.2679e+07	2.29751e+07	2.27159e+07	2.29342e+07	2.30279e+07	2.25076e+07
P0ABK2	P0ABK2		cydB		5.35742e+06	6.73745e+06	5.5089e+06	6.11099e+06	5.80413e+06	5.87377e+06
P0ABK5	P0ABK5		cysK		3.38957e+07	3.27638e+07	3.33614e+07	3.27978e+07	3.48312e+07	3.32351e+07
P0ABL5	P0ABL5		napC		787086	601869	860989	972741	893492	832453
P0ABN1	P0ABN1		dgkA		335340	330315	252419	382588	373636	266343
P0ABN5	P0ABN5		dcuA		2.05078e+06	1.72262e+06	1.78554e+06	1.667e+06	1.79053e+06	1.79742e+06
P0ABN9	P0ABN9		dcuB		6.29825e+06	6.4442e+06	6.47566e+06	6.44262e+06	6.23627e+06	6.59351e+06
P0ABP8	P0ABP8		deoD		5.15916e+07	5.20606e+07	5.15965e+07	5.25242e+07	5.29762e+07	5.188e+07
P0ABQ0	P0ABQ0		coaBC		1.42363e+06	1.5757e+06	1.3598e+06	1.46877e+06	1.36658e+06	1.26643e+06
P0ABQ2	P0ABQ2		garR		2.99696e+06	3.00833e+06	2.90852e+06	2.93662e+06	2.94751e+06	2.94448e+06
P0ABQ4	P0ABQ4		folA		2.51867e+06	2.43752e+06	2.32757e+06	2.36011e+06	2.63363e+06	2.39627e+06
P0ABR1	P0ABR1		dinI		978043	886762	996664	1.10127e+06	626264	1.02404e+06
P0ABS1	P0ABS1		dksA		2.29952e+07	2.37064e+07	2.37067e+07	2.42186e+07	2.31179e+07	2.36332e+07
P0ABS5	P0ABS5		dnaG		849016	835251	920502	895082	988000	609448
P0ABT2	P0ABT2		dps		4.76663e+07	4.8939e+07	4.8866e+07	5.10737e+07	4.72809e+07	5.09352e+07
P0ABU0	P0ABU0		menB		1.03393e+07	1.09794e+07	1.04804e+07	1.07228e+07	1.10437e+07	1.03309e+07
P0ABU2	P0ABU2		ychF		1.61387e+07	1.5589e+07	1.56962e+07	1.54476e+07	1.56464e+07	1.54974e+07
P0ABU5	P0ABU5		elbB		1.88197e+07	2.02811e+07	1.96289e+07	1.92798e+07	1.8309e+07	1.95121e+07
P0ABU7	P0ABU7		exbB		2.14252e+06	1.77017e+06	2.09231e+06	1.95794e+06	2.12208e+06	1.87148e+06
P0ABU9	P0ABU9		tolQ		2.44158e+06	2.34543e+06	2.48561e+06	2.39134e+06	2.43307e+06	2.30435e+06
P0ABV2	P0ABV2		exbD		3.08939e+06	3.2316e+06	2.99918e+06	3.12348e+06	3.0443e+06	3.20239e+06
P0ABV6	P0ABV6		tolR		6.83449e+06	7.81147e+06	6.14403e+06	8.38223e+06	7.0231e+06	8.46541e+06
P0ABX2	P0ABX2		flgC		994585	1.1547e+06	984910	1.00777e+06	815460	1.14144e+06
P0ABX5	P0ABX5		flgG		1.13794e+06	1.355e+06	1.07982e+06	1.1155e+06	1.31857e+06	1.16714e+06
P0ABX8	P0ABX8		fliL		2.91188e+06	2.58543e+06	2.91443e+06	2.7624e+06	2.91515e+06	2.63895e+06
P0ABZ1	P0ABZ1		fliG		2.44988e+06	2.61866e+06	2.64672e+06	2.68997e+06	2.45139e+06	2.67287e+06
P0ABZ4	P0ABZ4		kdsC		4.88712e+06	4.0486e+06	4.89936e+06	4.17039e+06	4.85412e+06	4.18736e+06
P0ABZ6	P0ABZ6		surA		1.2726e+07	1.23427e+07	1.26966e+07	1.2064e+07	1.31705e+07	1.22952e+07
P0AC02	P0AC02		bamD		2.23104e+07	2.07401e+07	2.25596e+07	1.98787e+07	2.23757e+07	2.11445e+07
P0AC13	P0AC13		folP		8.23769e+06	7.71676e+06	8.08329e+06	7.65018e+06	8.21464e+06	7.47817e+06
P0AC19	P0AC19		folX		3.41996e+06	3.68172e+06	3.66144e+06	3.64483e+06	3.40278e+06	3.52764e+06
P0AC28	P0AC28		ygfA		307742	357297	357962	271684	415054	305394
P0AC30	P0AC30		ftsX		1.83247e+06	1.56385e+06	1.90415e+06	1.51452e+06	1.69998e+06	1.58629e+06
P0AC33	P0AC33		fumA		2.24504e+06	2.36421e+06	2.23417e+06	2.26727e+06	2.38475e+06	2.42506e+06
P0AC38	P0AC38		aspA		1.34197e+08	1.31169e+08	1.33193e+08	1.29397e+08	1.35385e+08	1.31805e+08
P0AC41	P0AC41		sdhA		4.40047e+06	4.33626e+06	4.24738e+06	4.19079e+06	4.02008e+06	4.11517e+06
P0AC47	P0AC47		frdB		7.68372e+06	8.3512e+06	7.7683e+06	8.98486e+06	7.87514e+06	8.16286e+06
P0AC51	P0AC51		zur		2.40132e+06	1.81595e+06	2.27592e+06	1.82333e+06	2.11629e+06	1.88316e+06
P0AC53	P0AC53		zwf		1.13907e+07	1.21521e+07	1.16826e+07	1.22303e+07	1.15471e+07	1.22588e+07
P0AC59	P0AC59		grxB		7.73886e+06	7.13608e+06	7.93957e+06	6.65234e+06	7.53081e+06	6.84698e+06
P0AC62	P0AC62		grxC		2.155e+07	1.97508e+07	2.17555e+07	1.9568e+07	2.18215e+07	1.78914e+07
P0AC69	P0AC69		grxD		2.58393e+07	2.38143e+07	2.62692e+07	2.46845e+07	2.58443e+07	2.4826e+07
P0AC75	P0AC75		waaA		1.16094e+06	908520	799131	828081	823956	659353
P0AC84	P0AC84		gloB		1.51369e+06	1.62833e+06	1.41787e+06	1.74477e+06	1.55993e+06	1.89336e+06
P0AC86	P0AC86		glgP		1.91642e+06	1.8121e+06	1.79194e+06	1.89773e+06	1.7429e+06	1.84671e+06
P0AC92	P0AC92		gnsA		5.57878e+06	6.27396e+06	5.47412e+06	6.27404e+06	5.9052e+06	5.96288e+06
P0ACA1	P0ACA1		yibF		881048	881983	1.04872e+06	903721	952521	977609
P0ACA3	P0ACA3		sspA		2.72363e+07	2.67793e+07	2.72139e+07	2.82833e+07	2.71042e+07	2.70023e+07
P0ACA7	P0ACA7		gstB		2.32307e+06	2.32053e+06	2.2113e+06	2.23369e+06	2.32364e+06	2.33841e+06
P0ACB0	P0ACB0		dnaB		2.60177e+06	2.42125e+06	2.46855e+06	2.52698e+06	2.67766e+06	2.50031e+06
P0ACB2	P0ACB2		hemB		1.28536e+07	1.26001e+07	1.25963e+07	1.24675e+07	1.27964e+07	1.26482e+07
P0ACB4	P0ACB4		hemG		2.36533e+06	2.48726e+06	2.32e+06	2.50814e+06	2.45296e+06	2.62782e+06
P0ACB7	P0ACB7		hemY		5.84461e+06	5.71046e+06	5.97326e+06	5.48093e+06	5.8493e+06	5.68885e+06
P0ACC3	P0ACC3		erpA		8.5404e+06	8.04368e+06	8.33617e+06	8.19254e+06	8.83074e+06	7.66825e+06
P0ACC7	P0ACC7		glmU		1.47988e+07	1.4278e+07	1.47463e+07	1.36249e+07	1.46708e+07	1.38922e+07
P0ACD4	P0ACD4		nifU		1.53438e+07	1.54865e+07	1.59859e+07	1.49691e+07	1.51519e+07	1.60851e+07
P0ACD8	P0ACD8		hyaB		5.9583e+06	5.84032e+06	6.11384e+06	5.77791e+06	6.09117e+06	5.93755e+06
P0ACE0	P0ACE0		hybC		1.47103e+07	1.41817e+07	1.48146e+07	1.43992e+07	1.46034e+07	1.41654e+07
P0ACE3	P0ACE3		hha		4.0499e+06	3.57438e+06	4.08158e+06	3.56334e+06	3.57703e+06	3.61999e+06
P0ACE7	P0ACE7		hinT		9.63556e+06	9.72662e+06	9.68792e+06	9.62404e+06	9.31112e+06	9.60061e+06
P0ACF0	P0ACF0		hupA		5.04382e+08	5.89513e+08	5.37411e+08	6.06841e+08	4.86971e+08	5.8614e+08
P0ACF4	P0ACF4		hupB		4.17901e+07	3.63068e+07	4.01882e+07	3.68753e+07	3.89935e+07	3.58267e+07
P0ACF8	P0ACF8		hns		4.87159e+07	4.70414e+07	4.68366e+07	4.7615e+07	4.65743e+07	4.74891e+07
P0ACG1	P0ACG1		stpA		1.50409e+07	1.38451e+07	1.51985e+07	1.4199e+07	1.52533e+07	1.41891e+07
P0ACI0	P0ACI0		rob		3.6708e+06	3.81014e+06	3.6157e+06	3.8209e+06	3.43428e+06	4.04893e+06
P0ACI6	P0ACI6		asnC		181558	300252	249560	256277	260454	283514
P0ACJ0	P0ACJ0		lrp		1.05326e+07	1.07252e+07	1.0701e+07	1.04119e+07	1.05276e+07	1.1394e+07
P0ACJ8	P0ACJ8		crp		2.55131e+07	2.58667e+07	2.50294e+07	2.54843e+07	2.38483e+07	2.4887e+07
P0ACK2	P0ACK2		agaR		711925	854789	815168	797167	783421	960545
P0ACL0	P0ACL0		glpR		2.02643e+06	2.05133e+06	2.1235e+06	2.18091e+06	2.13348e+06	2.15499e+06
P0ACL2	P0ACL2		exuR		2.55668e+06	2.41646e+06	2.65592e+06	2.22069e+06	2.48143e+06	2.5828e+06
P0ACL9	P0ACL9		pdhR		9.65495e+06	8.53522e+06	9.80462e+06	8.99006e+06	9.70826e+06	8.71303e+06
P0ACM2	P0ACM2		ydfH		453461	429361	389859	439569	380064	446884
P0ACM5	P0ACM5		yegW		421264	341417	332426	359433	372317	341289
P0ACN2	P0ACN2		ytfH		470310	482451	366462	356717	484269	339864
P0ACN4	P0ACN4		allR		7.85768e+06	6.23816e+06	8.0739e+06	6.84761e+06	8.82053e+06	6.44239e+06
P0ACN7	P0ACN7		cytR		1.16604e+06	1.18239e+06	1.22943e+06	1.09675e+06	1.26052e+06	1.20339e+06
P0ACP1	P0ACP1		cra		4.47927e+06	3.94626e+06	4.54467e+06	4.46287e+06	4.29371e+06	4.1459e+06
P0ACP5	P0ACP5		gntR		1.09072e+06	848617	1.26286e+06	906145	987153	855387
P0ACP7	P0ACP7		purR		4.69209e+06	4.31341e+06	4.63303e+06	4.60908e+06	4.55578e+06	4.42358e+06
P0ACQ4	P0ACQ4		oxyR		4.93876e+06	4.88273e+06	4.95434e+06	4.76105e+06	5.03116e+06	4.80966e+06
P0ACR4	P0ACR4		yeiE		2.75983e+06	2.52056e+06	2.79828e+06	2.5271e+06	2.82228e+06	2.59975e+06
P0ACR9	P0ACR9		mprA		1.3139e+07	1.3293e+07	1.33907e+07	1.38244e+07	1.3505e+07	1.38748e+07
P0ACS7	P0ACS7		rpiR		777091	857347	826156	781912	822646	774854
P0ACT6	P0ACT6		uidR		446110	373432	406558	502948	392705	384763
P0ACU0	P0ACU0		ybiH		699000	720822	653050	633773	599430	641656
P0ACU5	P0ACU5		fabR		3.16721e+06	3.00214e+06	3.19757e+06	3.05898e+06	3.07002e+06	3.24601e+06
P0ACU7	P0ACU7		yjdC		2.19018e+06	1.97171e+06	2.14518e+06	2.11254e+06	2.1865e+06	2.02965e+06
P0ACV8	P0ACV8		ymjA		442481	584411	489408	596963	438407	609930
P0ACX5	P0ACX5		ydhZ		2.29736e+06	2.31811e+06	2.34441e+06	2.15897e+06	1.93403e+06	2.00836e+06
P0ACY1	P0ACY1		ydjA		1.14155e+07	1.09634e+07	1.1644e+07	1.11349e+07	1.14621e+07	1.00517e+07
P0ACY3	P0ACY3		yeaG		1.29865e+06	1.16025e+06	1.23371e+06	1.1554e+06	1.41757e+06	1.16171e+06
P0ACY9	P0ACY9		yebG		763869	617270	811395	624629	841432	632386
P0ACZ2	P0ACZ2		etp		1.87705e+06	1.68765e+06	1.84563e+06	1.70817e+06	1.83428e+06	1.8156e+06
P0ACZ4	P0ACZ4		evgA		2.20806e+06	2.17383e+06	2.18336e+06	2.20154e+06	2.19126e+06	2.05894e+06
P0AD05	P0AD05		yecA		5.32739e+06	6.07909e+06	5.2284e+06	6.10233e+06	4.91252e+06	5.87855e+06
P0AD07	P0AD07		yecF		4.03034e+06	3.75508e+06	3.95354e+06	3.94e+06	3.5211e+06	3.77067e+06
P0AD10	P0AD10		yecJ		3.21956e+06	3.37042e+06	3.52672e+06	3.36378e+06	3.70532e+06	3.18239e+06
P0AD12	P0AD12		yeeZ		1.06953e+07	1.13299e+07	1.05806e+07	1.08552e+07	1.05192e+07	1.11368e+07
P0AD24	P0AD24		yejL		3.35107e+06	3.83235e+06	3.8842e+06	3.54872e+06	4.07432e+06	4.49847e+06
P0AD33	P0AD33		yfcZ		4.78215e+07	4.48018e+07	5.05928e+07	4.50504e+07	4.90551e+07	4.75827e+07
P0AD37	P0AD37		yfeC		485105		472960	515825	473794	529565
P0AD44	P0AD44		yfhG		1.02747e+06	1.03581e+06	1.02471e+06	973376	882861	1.02156e+06
P0AD49	P0AD49		raiA		6.04632e+06	6.5432e+06	5.86859e+06	6.86772e+06	6.08007e+06	6.35045e+06
P0AD57	P0AD57		ispB		1.06787e+06	1.21297e+06	922017	1.31818e+06	1.1269e+06	1.07709e+06
P0AD59	P0AD59		ivy		2.59654e+06	2.95128e+06	2.50133e+06	2.86531e+06	2.66893e+06	2.56702e+06
P0AD61	P0AD61		pykF		4.18921e+07	4.00596e+07	4.1599e+07	3.98645e+07	4.16613e+07	4.01336e+07
P0AD68	P0AD68		ftsI		1.17003e+06	1.26004e+06	1.29355e+06	1.22e+06	1.1188e+06	1.27175e+06
P0AD70	P0AD70		ampH		1.05259e+06	1.22662e+06	1.1845e+06	1.38034e+06	1.30073e+06	1.55653e+06
P0ADA1	P0ADA1		tesA		1.90953e+06	1.53114e+06	1.85302e+06	1.6332e+06	1.94691e+06	1.37482e+06
P0ADA3	P0ADA3		nlpD		5.89051e+06	6.46654e+06	5.99669e+06	6.0433e+06	6.11483e+06	6.56571e+06
P0ADA5	P0ADA5		yajG		1.69664e+07	1.62263e+07	1.74561e+07	1.75421e+07	1.75476e+07	1.76021e+07
P0ADA7	P0ADA7		osmB		1.89266e+06	2.31679e+06	2.09602e+06	1.92088e+06	1.8045e+06	1.34882e+06
P0ADB1	P0ADB1		osmE		2.63268e+07	2.75081e+07	2.64004e+07	2.75789e+07	2.72663e+07	2.52808e+07
P0ADB7	P0ADB7		ecnB		1.49693e+07	1.24241e+07	1.39114e+07	1.09166e+07	1.32913e+07	1.14081e+07
P0ADC1	P0ADC1		lptE		1.09199e+06	890788	1.11346e+06	846727	1.15451e+06	796560
P0ADC3	P0ADC3		lolC		2.01368e+06	2.119e+06	1.87757e+06	1.91086e+06	1.86201e+06	2.12571e+06
P0ADC6	P0ADC6		lptG		766388	882741	775343	837627	856278	875174
P0ADE4	P0ADE4		tamA		3.896e+06	3.66395e+06	3.77555e+06	3.87242e+06	3.82142e+06	3.77267e+06
P0ADE6	P0ADE6		ygaU		500774	538645	453015	501910	461073	471933
P0ADE8	P0ADE8		ygfZ		9.75854e+06	1.03349e+07	9.74324e+06	1.0289e+07	9.4435e+06	9.9989e+06
P0ADF6	P0ADF6		edd		1.70784e+06	2.24486e+06	1.75993e+06	2.21424e+06	1.75473e+06	2.07066e+06
P0ADG4	P0ADG4		suhB		1.2369e+07	1.22621e+07	1.23696e+07	1.18593e+07	1.26331e+07	1.1913e+07
P0ADG7	P0ADG7		guaB		3.19658e+07	3.20396e+07	3.17391e+07	3.25512e+07	3.14622e+07	3.17787e+07
P0ADH5	P0ADH5		fimB		1.01304e+06	969777	1.05694e+06	946810	982111	1.00592e+06
P0ADI4	P0ADI4		entB		1.16392e+06	1.29062e+06	937880	975268	1.03069e+06	1.0268e+06
P0ADI7	P0ADI7		yecD		8.84953e+06	7.93802e+06	7.77487e+06	7.61141e+06	8.13471e+06	6.92628e+06
P0ADK0	P0ADK0		yiaF		1.47472e+07	1.41945e+07	1.39121e+07	1.42819e+07	1.48149e+07	1.43948e+07
P0ADK8	P0ADK8		yibL		9.19455e+06	8.27021e+06	8.7766e+06	8.43875e+06	8.71391e+06	7.47707e+06
P0ADN2	P0ADN2		yifE		6.38145e+06	6.5347e+06	6.40577e+06	6.5812e+06	6.41283e+06	6.66493e+06
P0ADP0	P0ADP0		yigB		1.04891e+06	1.01472e+06	1.06139e+06	1.03245e+06	1.06468e+06	1.11416e+06
P0ADP7	P0ADP7		yigP		1.70474e+06	1.25611e+06	1.65435e+06	1.36182e+06	1.32059e+06	2.0192e+06
P0ADP9	P0ADP9		yihD		3.61003e+06	4.01557e+06	3.73578e+06	4.2346e+06	3.52451e+06	4.11736e+06
P0ADQ2	P0ADQ2		yiiD		8.81758e+06	7.99267e+06	8.46488e+06	8.27075e+06	8.40648e+06	8.1927e+06
P0ADQ7	P0ADQ7		ygaM		1.2664e+07	1.34923e+07	1.21162e+07	1.29654e+07	1.23534e+07	1.29318e+07
P0ADR6	P0ADR6		rlmM		3.44173e+06	3.67181e+06	3.43961e+06	3.83451e+06	3.48854e+06	3.63022e+06
P0ADR8	P0ADR8		ygdH		9.87642e+06	9.79249e+06	9.76864e+06	9.91766e+06	1.004e+07	1.02123e+07
P0ADS2	P0ADS2		zapA		1.51802e+07	1.51689e+07	1.54848e+07	1.48949e+07	1.51348e+07	1.51637e+07
P0ADS6	P0ADS6		yggE		6.04758e+06	5.71626e+06	6.0245e+06	5.3757e+06	5.95872e+06	5.52629e+06
P0ADS9	P0ADS9		yggN		2.25006e+06	2.05938e+06	2.31501e+06	2.03418e+06	2.21224e+06	2.02916e+06
P0ADT2	P0ADT2		ygiB		777300	718485	829942	595998	889238	650929
P0ADT5	P0ADT5		ygiC		3.12468e+06	3.27318e+06	3.18347e+06	3.09312e+06	3.17962e+06	3.07528e+06
P0ADT8	P0ADT8		ygiM		3.26182e+06	3.04935e+06	3.2338e+06	3.06121e+06	3.14053e+06	3.06475e+06
P0ADU2	P0ADU2		ygiN		8.85322e+06	8.44796e+06	8.88644e+06	8.32244e+06	9.18916e+06	8.4897e+06
P0ADU5	P0ADU5		ygiW		6.90141e+06	7.0191e+06	7.11688e+06	7.16346e+06	7.09519e+06	6.6044e+06
P0ADV1	P0ADV1		lptA		3.09677e+06	2.70946e+06	3.28132e+06	2.43255e+06	3.03166e+06	2.41286e+06
P0ADV5	P0ADV5		yhbW		887404	959090	977476	813311	947403	953246
P0ADV7	P0ADV7		mlaC		9.43109e+06	9.41421e+06	9.52458e+06	9.77033e+06	9.62662e+06	9.70301e+06
P0ADW3	P0ADW3		yhcB		3.5093e+07	3.6299e+07	3.50683e+07	3.59067e+07	3.53783e+07	3.58572e+07
P0ADW8	P0ADW8		yheV		1.2385e+06	642204	1.24137e+06	778874	1.21406e+06	596096
P0ADX1	P0ADX1		yhfA		9.56521e+06	9.58227e+06	9.78825e+06	9.84242e+06	9.72788e+06	9.6492e+06
P0ADX7	P0ADX7		yhhA		132517	121224	101675	84120	142259	142098
P0ADX9	P0ADX9		rsmD		778796	1.15147e+06	914671	1.34969e+06	864503	948160
P0ADY1	P0ADY1		ppiD		2.29377e+07	2.25828e+07	2.3167e+07	2.27407e+07	2.32747e+07	2.27875e+07
P0ADY3	P0ADY3		rplN		3.67282e+07	3.61949e+07	3.91196e+07	3.59116e+07	3.6182e+07	3.56858e+07
P0ADY7	P0ADY7		rplP		4.81501e+07	4.50476e+07	4.91007e+07	4.51657e+07	4.91401e+07	4.61913e+07
P0ADZ0	P0ADZ0		rplW		7.8991e+06	8.04824e+06	8.76573e+06	7.56155e+06	8.34797e+06	7.91146e+06
P0ADZ4	P0ADZ4		rpsO		1.61423e+08	1.62003e+08	1.6157e+08	1.67058e+08	1.60315e+08	1.6254e+08
P0ADZ7	P0ADZ7		yajC		1.36005e+07	1.16549e+07	1.41812e+07	1.13708e+07	1.54784e+07	1.24062e+07
P0AE01	P0AE01		trmJ		6.02736e+06	5.99468e+06	6.22285e+06	6.02486e+06	5.78312e+06	5.94091e+06
P0AE06	P0AE06		acrA		2.38363e+07	2.44646e+07	2.35178e+07	2.43554e+07	2.37023e+07	2.45019e+07
P0AE08	P0AE08		ahpC		3.09139e+07	3.12255e+07	3.15936e+07	3.13197e+07	3.10611e+07	3.14654e+07
P0AE12	P0AE12		amn		1.01862e+06	1.08984e+06	1.05576e+06	918156	1.06996e+06	979203
P0AE18	P0AE18		map		1.00489e+07	9.37971e+06	1.0347e+07	9.2224e+06	1.00481e+07	9.39008e+06
P0AE22	P0AE22		aphA		1.67907e+06	1.60075e+06	1.61514e+06	1.65405e+06	1.61443e+06	1.60251e+06
P0AE39	P0AE39		ypdB		1.48631e+06	1.35513e+06	1.42876e+06	1.22344e+06	1.3549e+06	1.40706e+06
P0AE45	P0AE45		ytfL		569219	521710	567228	559292	556328	489732
P0AE48	P0AE48		ytfP		4.69593e+06	4.75903e+06	4.81294e+06	4.84958e+06	4.49736e+06	4.93002e+06
P0AE52	P0AE52		bcp		1.61403e+07	1.58934e+07	1.63913e+07	1.61499e+07	1.62544e+07	1.64574e+07
P0AE60	P0AE60		cedA		1.46996e+06	1.51748e+06	1.42287e+06	1.64756e+06	1.00756e+06	1.34108e+06
P0AE67	P0AE67		cheY		1.76794e+06	1.81846e+06	1.90255e+06	1.89927e+06	1.77126e+06	1.91489e+06
P0AE70	P0AE70		mazF		2.53369e+06	2.29649e+06	2.42815e+06	2.29664e+06	2.62193e+06	2.38891e+06
P0AE74	P0AE74		citT		1.21311e+06	2.31807e+06	1.14044e+06	1.88371e+06	1.22422e+06	2.79303e+06
P0AE78	P0AE78		corC		768946	861294	800529	798691	735801	809470
P0AE82	P0AE82		cpxA		1.4338e+06	1.41876e+06	1.46551e+06	1.30625e+06	1.49855e+06	1.26864e+06
P0AE85	P0AE85		cpxP		729052	688512	693049	749510	704822	811815
P0AE88	P0AE88		cpxR		3.85355e+06	4.24425e+06	3.87047e+06	4.03401e+06	4.04849e+06	4.12235e+06
P0AE91	P0AE91		creA		3.61023e+06	3.23018e+06	3.48137e+06	3.26798e+06	3.76825e+06	3.14066e+06
P0AEA8	P0AEA8		cysG		1.85936e+06	1.59279e+06	1.68744e+06	1.64721e+06	1.73901e+06	1.84493e+06
P0AEB2	P0AEB2		dacA		7.69532e+06	7.52087e+06	7.52754e+06	7.42625e+06	7.6965e+06	7.58881e+06
P0AEB7	P0AEB7		yoaB		1.03591e+07	1.2254e+07	1.08209e+07	1.21351e+07	9.53271e+06	1.10148e+07
P0AEC0	P0AEC0		yoaE		292666	243963	250052	297362	283110	363604
P0AEC3	P0AEC3		arcB		899622	797910	862189	813676	928824	942130
P0AED0	P0AED0		uspA		1.15648e+07	7.82801e+06	1.11506e+07	8.32552e+06	1.1878e+07	8.06353e+06
P0AED5	P0AED5		uvrY		3.68345e+06	3.75254e+06	3.39817e+06	3.41289e+06	3.46072e+06	3.17631e+06
P0AED7	P0AED7		dapE		5.49995e+06	5.76383e+06	5.54228e+06	5.56168e+06	5.36261e+06	5.77331e+06
P0AED9	P0AED9		dcm		256498	242523	372136	359667	329389	347869
P0AEE1	P0AEE1		dcrB		7.70726e+06	8.05782e+06	7.80065e+06	8.08396e+06	8.11502e+06	7.90452e+06
P0AEE3	P0AEE3		degS		1.10686e+06	745568	901180	1.05035e+06	721030	876977
P0AEE5	P0AEE5		mglB		2.24756e+06	2.0388e+06	2.24932e+06	1.89554e+06	2.22968e+06	1.85949e+06
P0AEE8	P0AEE8		dam		356342	417997	356383	330167	433139	416194
P0AEF0	P0AEF0		dnaC						972289	
P0AEF4	P0AEF4		dpiA		919742	847730	957228	854045	1.01083e+06	749973
P0AEG4	P0AEG4		dsbA		5.16218e+06	5.38872e+06	5.19747e+06	5.08639e+06	5.05859e+06	4.59005e+06
P0AEG6	P0AEG6		dsbC		2.65962e+06	2.11033e+06	2.5013e+06	1.94823e+06	2.76911e+06	2.1823e+06
P0AEH1	P0AEH1		rseP		1.33231e+06	1.36443e+06	1.3818e+06	1.14468e+06	1.27247e+06	1.2304e+06
P0AEH5	P0AEH5		elaB		9.25735e+06	7.96701e+06	9.68782e+06	7.95752e+06	9.26706e+06	8.90483e+06
P0AEI1	P0AEI1		miaB		1.05344e+07	1.14551e+07	1.0505e+07	1.18911e+07	1.02922e+07	1.15325e+07
P0AEI4	P0AEI4		rimO		4.88718e+06	4.65444e+06	4.82361e+06	4.98742e+06	4.95415e+06	4.61451e+06
P0AEI6	P0AEI6		nudJ		2.91741e+06	2.89853e+06	3.16246e+06	2.91032e+06	2.93194e+06	2.8711e+06
P0AEJ2	P0AEJ2		entC		625243	704781	570993	687209	691147	714608
P0AEK2	P0AEK2		fabG		8.79788e+07	7.9788e+07	8.3802e+07	8.21167e+07	8.75285e+07	7.95759e+07
P0AEK4	P0AEK4		fabI		5.51224e+07	5.5255e+07	5.6074e+07	5.55575e+07	5.61705e+07	5.36551e+07
P0AEL6	P0AEL6		fepB		2.27504e+06	2.27732e+06	2.37796e+06	1.95077e+06	2.59901e+06	1.92749e+06
P0AEM0	P0AEM0		fkpB		1.71322e+06	1.84117e+06	1.64178e+06	1.69383e+06	1.51173e+06	1.87059e+06
P0AEM4	P0AEM4		flgM		1.97994e+06	2.15336e+06	1.98357e+06	2.08331e+06	2.00028e+06	1.93708e+06
P0AEM6	P0AEM6		fliA		2.50333e+06	2.56891e+06	2.68003e+06	2.54028e+06	2.6215e+06	2.45433e+06
P0AEM9	P0AEM9		fliY		8.85249e+06	8.26089e+06	8.8462e+06	8.76637e+06	9.28728e+06	8.86671e+06
P0AEN1	P0AEN1		fre		9.338e+06	9.72635e+06	9.77153e+06	1.01288e+07	9.05614e+06	9.41632e+06
P0AEN4	P0AEN4		ftsL		1.35045e+06	1.3988e+06	1.51225e+06	1.68376e+06	1.48427e+06	1.5271e+06
